column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.name,expt.id
11,D,1246,136.3708,D11,1.8864835718,linsitinib,1.9531E-08,M,osimertinib,0.0000001,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,D,1219,145.5939,D11,1.8548776294,linsitinib,1.9531E-08,M,osimertinib,0.0000001,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,278,0,E02,0,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,465,18.3139,E02,0.7421458333,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,533,24.9008,E02,0.93905065,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,788,38.9567,E02,1.5031107467,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,909,49.105,E02,1.7091954115,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,1016,63.1464,E02,1.869743614,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,1025,71.8194,E02,1.8824671217,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,1024,90.1281,E02,1.8810589273,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,964,97.5833,E02,1.7939482635,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,958,112.5167,E02,1.784940773,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,1008,120.8161,E02,1.8583388508,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,948,136.3708,E02,1.7698021762,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,E,1000,145.5939,E02,1.8468432119,linsitinib,0,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,387,0,E03,0,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,746,18.3139,E03,0.9468420641,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,798,24.9008,E03,1.0440551801,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1118,38.9567,E03,1.5305147167,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1234,49.105,E03,1.672936923,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1231,63.1464,E03,1.6694252903,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1228,71.8194,E03,1.6659050892,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1135,90.1281,E03,1.552286826,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,1102,97.5833,E03,1.5097187524,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,960,112.5167,E03,1.3107008395,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,857,120.8161,E03,1.146961638,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,771,136.3708,E03,0.9943972938,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,E,767,145.5939,E03,0.9868930114,linsitinib,0.000005,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,433,0,E04,0,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,820,18.3139,E04,0.9212568848,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,885,24.9008,E04,1.0313104302,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1264,38.9567,E04,1.5455575335,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1364,49.105,E04,1.6554047143,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1384,63.1464,E04,1.6764050129,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1361,71.8194,E04,1.6522281368,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1281,90.1281,E04,1.5648315456,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1261,97.5833,E04,1.5421293456,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,1108,112.5167,E04,1.3555189513,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,979,120.8161,E04,1.1769418349,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,843,136.3708,E04,0.9611656062,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,E,890,145.5939,E04,1.0394383111,linsitinib,0.0000025,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,487,0,E05,0,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,972,18.3139,E05,0.9970345415,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1080,24.9008,E05,1.149037635,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1596,38.9567,E05,1.7124669741,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1652,49.105,E05,1.7622200093,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1682,63.1464,E05,1.7881840282,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1678,71.8194,E05,1.7847490384,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1547,90.1281,E05,1.6674795194,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1529,97.5833,E05,1.6505947293,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1324,112.5167,E05,1.4429094447,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1182,120.8161,E05,1.2792363581,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1100,136.3708,E05,1.1755098463,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,E,1118,145.5939,E05,1.1989265108,linsitinib,0.00000125,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,492,0,E06,0,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,957,18.3139,E06,0.9598606091,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1025,24.9008,E06,1.0588936891,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1529,38.9567,E06,1.635858186,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1629,49.105,E06,1.7272563832,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1650,63.1464,E06,1.7457358038,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1572,71.8194,E06,1.6758709969,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1562,90.1281,E06,1.6666642328,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1471,97.5833,E06,1.5800670259,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1327,112.5167,E06,1.43143815,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1249,120.8161,E06,1.3440432563,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1105,136.3708,E06,1.1673161489,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,E,1076,145.5939,E06,1.1289478572,linsitinib,0.000000625,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,482,0,E07,0,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,936,18.3139,E07,0.9574753834,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1034,24.9008,E07,1.1011311341,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1601,38.9567,E07,1.7318682563,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1670,49.105,E07,1.7927430511,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1644,63.1464,E07,1.7701052475,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1660,71.8194,E07,1.78407819,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1592,90.1281,E07,1.7237352843,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1595,97.5833,E07,1.7264513724,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1361,112.5167,E07,1.4975620153,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1246,120.8161,E07,1.3701990168,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1156,136.3708,E07,1.2620363463,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,E,1145,145.5939,E07,1.2482425468,linsitinib,3.125E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,520,0,E08,0,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,979,18.3139,E08,0.9127972366,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1093,24.9008,E08,1.0717098726,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1685,38.9567,E08,1.696165063,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1817,49.105,E08,1.8049748912,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1815,63.1464,E08,1.8033860199,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1809,71.8194,E08,1.7986088796,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1741,90.1281,E08,1.7433326746,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1690,97.5833,E08,1.7004397181,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1532,112.5167,E08,1.5588327689,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1412,120.8161,E08,1.4411565602,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1374,136.3708,E08,1.4017984758,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,E,1360,145.5939,E08,1.3870231231,linsitinib,1.5625E-07,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,517,0,E09,0,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,983,18.3139,E09,0.927027136,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1075,24.9008,E09,1.0561004742,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1730,38.9567,E09,1.7425358522,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1757,49.105,E09,1.7648780057,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1862,63.1464,E09,1.8486168872,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1850,71.8194,E09,1.8392890851,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1831,90.1281,E09,1.8243956055,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1743,97.5833,E09,1.7533363838,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1576,112.5167,E09,1.6080313491,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1539,120.8161,E09,1.573757046,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1433,136.3708,E09,1.4708024239,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,E,1434,145.5939,E09,1.4718088384,linsitinib,7.8125E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,498,0,E10,0,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,939,18.3139,E10,0.9149794156,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1046,24.9008,E10,1.0706652042,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1686,38.9567,E10,1.7593868889,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1774,49.105,E10,1.8327883622,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1815,63.1464,E10,1.8657519008,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1809,71.8194,E10,1.8609747606,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1741,90.1281,E10,1.8056985556,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1719,97.5833,E10,1.7873518974,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1511,112.5167,E10,1.6012860131,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1467,120.8161,E10,1.5586512236,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1451,136.3708,E10,1.542829872,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,E,1423,145.5939,E10,1.5147180145,linsitinib,3.9063E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,370,0,E11,0,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,739,18.3139,E11,0.9980490936,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,807,24.9008,E11,1.1250434028,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1338,38.9567,E11,1.8544809401,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1451,49.105,E11,1.9714503436,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1488,63.1464,E11,2.0077773506,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1469,71.8194,E11,1.98923722,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1452,90.1281,E11,1.9724442775,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1384,97.5833,E11,1.9032467671,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1278,112.5167,E11,1.7882906604,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1292,120.8161,E11,1.8040088942,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1282,136.3708,E11,1.7927990861,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,E,1279,145.5939,E11,1.7894190884,linsitinib,1.9531E-08,M,osimertinib,0.00000005,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,256,0,F02,0,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,442,18.3139,F02,0.7879025594,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,492,24.9008,F02,0.9425145053,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,778,38.9567,F02,1.603626345,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,923,49.105,F02,1.8501868376,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1022,63.1464,F02,1.9971794809,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1014,71.8194,F02,1.985841937,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1132,90.1281,F02,2.1446582428,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,879,97.5833,F02,1.7797193551,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1115,112.5167,F02,2.1228279948,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1115,120.8161,F02,2.1228279948,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1034,136.3708,F02,2.0140204703,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,F,1093,145.5939,F02,2.0940776857,linsitinib,0,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,303,0,F03,0,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,599,18.3139,F03,0.9832382093,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,603,24.9008,F03,0.9928402084,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,942,38.9567,F03,1.6364092661,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,940,49.105,F03,1.6333429631,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,1014,63.1464,F03,1.7426679535,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,938,71.8194,F03,1.630270129,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,919,90.1281,F03,1.6007470678,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,879,97.5833,F03,1.5365453717,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,774,112.5167,F03,1.3530157727,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,710,120.8161,F03,1.2285012309,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,651,136.3708,F03,1.1033397497,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,F,656,145.5939,F03,1.1143780211,linsitinib,0.000005,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,438,0,F04,0,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,835,18.3139,F04,0.9308453278,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,857,24.9008,F04,0.9683643345,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1270,38.9567,F04,1.5358257221,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1368,49.105,F04,1.6430654553,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1349,63.1464,F04,1.6228875733,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1325,71.8194,F04,1.5969895847,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1297,90.1281,F04,1.5661757047,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1234,97.5833,F04,1.4943396195,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,1057,112.5167,F04,1.2709726018,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,918,120.8161,F04,1.0675632838,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,906,136.3708,F04,1.0485801804,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,F,826,145.5939,F04,0.9152109118,linsitinib,0.0000025,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,403,0,F05,0,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,779,18.3139,F05,0.9508434895,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,834,24.9008,F05,1.0492675449,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,1288,38.9567,F05,1.6762808496,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,1327,49.105,F05,1.7193166268,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,1335,63.1464,F05,1.727987998,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,1332,71.8194,F05,1.7247423385,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,F,1243,90.1281,F05,1.6249745525,linsitinib,0.00000125,M,osimertinib,0.000000025,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
