column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.name,expt.id
5,B,979,49.105,B05,1.6590406443,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,996,63.1464,B05,1.6838775268,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,986,71.8194,B05,1.6693194311,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,1058,90.1281,B05,1.7709995068,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,855,97.5833,B05,1.4636562045,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,982,112.5167,B05,1.663454809,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,902,120.8161,B05,1.540859218,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,888,136.3708,B05,1.5182914611,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,B,914,145.5939,B05,1.5599259498,linsitinib,0.00000125,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,332,0,B06,0,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,619,18.3139,B06,0.8987561679,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,666,24.9008,B06,1.0043389357,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1040,38.9567,B06,1.6473283817,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1095,49.105,B06,1.7216757231,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1133,63.1464,B06,1.7708927145,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1156,71.8194,B06,1.7998862512,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1256,90.1281,B06,1.9195813175,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1265,97.5833,B06,1.9298822382,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1377,112.5167,B06,2.0522734128,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1401,120.8161,B06,2.0772018091,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1348,136.3708,B06,2.0215653498,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,B,1296,145.5939,B06,1.9648105715,linsitinib,0.000000625,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,243,0,B07,0,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,487,18.3139,B07,1.0029654585,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,552,24.9008,B07,1.1837119532,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,853,38.9567,B07,1.8115894277,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,902,49.105,B07,1.8921711196,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,941,63.1464,B07,1.9532384091,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,946,71.8194,B07,1.9608838697,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1162,90.1281,B07,2.2575818498,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1122,97.5833,B07,2.207044457,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1337,112.5167,B07,2.4599712465,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1365,120.8161,B07,2.4898727322,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1507,136.3708,B07,2.632651198,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
7,B,1493,145.5939,B07,2.6191859465,linsitinib,3.125E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,283,0,B08,0,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,556,18.3139,B08,0.9742828299,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,617,24.9008,B08,1.1244684363,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,844,38.9567,B08,1.5764409459,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1051,49.105,B08,1.8928887111,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1093,63.1464,B08,1.9494194428,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1123,71.8194,B08,1.9884839696,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1359,90.1281,B08,2.2636714979,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1365,97.5833,B08,2.270026993,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1650,112.5167,B08,2.5435920663,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1681,120.8161,B08,2.5704457664,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1816,136.3708,B08,2.6818902445,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
8,B,1866,145.5939,B08,2.721075028,linsitinib,1.5625E-07,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,273,0,B09,0,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,580,18.3139,B09,1.0871519491,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,643,24.9008,B09,1.2359177864,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,994,38.9567,B09,1.8643449006,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,1057,49.105,B09,1.9530025205,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,1172,63.1464,B09,2.1019997135,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,1204,71.8194,B09,2.1408625358,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,1626,90.1281,B09,2.5743544012,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,1716,97.5833,B09,2.6520766966,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,2085,112.5167,B09,2.9330745274,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,2037,120.8161,B09,2.899473124,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,2186,136.3708,B09,3.0013205448,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
9,B,2203,145.5939,B09,3.0124966388,linsitinib,7.8125E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,284,0,B10,0,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,561,18.3139,B10,0.9821098411,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,635,24.9008,B10,1.1608656622,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,933,38.9567,B10,1.7159861513,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,1090,49.105,B10,1.9403653002,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,1166,63.1464,B10,2.0376049537,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,1214,71.8194,B10,2.0958055868,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,1641,90.1281,B10,2.530612404,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,1540,97.5833,B10,2.4389675161,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,2042,112.5167,B10,2.8460200314,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,2025,120.8161,B10,2.8339590732,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,2189,136.3708,B10,2.9463091197,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
10,B,2259,145.5939,B10,2.9917214359,linsitinib,3.9063E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,218,0,B11,0,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,471,18.3139,B11,1.1113989248,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,504,24.9008,B11,1.2090955987,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,714,38.9567,B11,1.7115959393,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,859,49.105,B11,1.9783299964,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1062,63.1464,B11,2.284383726,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1070,71.8194,B11,2.2952107565,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1533,90.1281,B11,2.8139576569,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1387,97.5833,B11,2.6695677475,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1796,112.5167,B11,3.04238731,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,1883,120.8161,B11,3.1106329598,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,2254,136.3708,B11,3.3700874754,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
11,B,2377,145.5939,B11,3.4467418632,linsitinib,1.9531E-08,M,osimertinib,0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,271,0,C02,0,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,400,18.3139,C02,0.5617071484,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,431,24.9008,C02,0.6693950177,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,741,38.9567,C02,1.451180691,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,911,49.105,C02,1.7491582024,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,1005,63.1464,C02,1.8908307447,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,1045,71.8194,C02,1.9471381856,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,1106,90.1281,C02,2.0289866289,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,947,97.5833,C02,1.8050715741,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,937,112.5167,C02,1.7897561963,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,852,120.8161,C02,1.6525605789,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,964,136.3708,C02,1.8307402949,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
2,C,993,145.5939,C02,1.8735008662,linsitinib,0,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,371,0,C03,0,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,706,18.3139,C03,0.9282489967,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,746,24.9008,C03,1.0077564436,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,1089,38.9567,C03,1.5535128621,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,1132,49.105,C03,1.6093828662,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,1165,63.1464,C03,1.6508388629,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,1151,71.8194,C03,1.6333967415,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,1096,90.1281,C03,1.5627567063,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,767,97.5833,C03,1.0478073909,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,820,112.5167,C03,1.1442047229,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,702,120.8161,C03,0.9200518437,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,686,136.3708,C03,0.8867893896,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
3,C,600,145.5939,C03,0.6935433139,linsitinib,0.000005,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,410,0,C04,0,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,767,18.3139,C04,0.903602668,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,841,24.9008,C04,1.0364818907,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1219,38.9567,C04,1.5720023111,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1287,49.105,C04,1.6503162387,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1302,63.1464,C04,1.6670336337,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1295,71.8194,C04,1.6592562831,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1231,90.1281,C04,1.586134947,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1095,97.5833,C04,1.417235055,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,1023,112.5167,C04,1.3191103302,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,934,120.8161,C04,1.1877986402,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,853,136.3708,C04,1.0569218318,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
4,C,840,145.5939,C04,1.0347654182,linsitinib,0.0000025,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,410,0,C05,0,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,753,18.3139,C05,0.8770259552,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,823,24.9008,C05,1.0052685209,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1168,38.9567,C05,1.5103444594,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1251,49.105,C05,1.6093859747,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1272,63.1464,C05,1.6334028558,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1227,71.8194,C05,1.5814394342,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1229,90.1281,C05,1.5837891009,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1099,97.5833,C05,1.4224955714,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,1072,112.5167,C05,1.386609091,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,963,120.8161,C05,1.2319118883,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,926,136.3708,C05,1.1753882838,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
5,C,927,145.5939,C05,1.1769454291,linsitinib,0.00000125,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,C,440,0,C06,0,linsitinib,0.000000625,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,C,845,18.3139,C06,0.9414478176,linsitinib,0.000000625,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
6,C,960,24.9008,C06,1.1255308821,linsitinib,0.000000625,M,osimertinib,0.0000002,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib
