expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,ch2posfrac,per_via,per_via_std,bliss,loewe_pervia,CI,loewe
HTS018,2017-07-28,PC9c1-O2a,95636,C22,PC9c1-O2a_C22,PC9c1,-15.8,osimertinib,5e-08,M,control,0.0,M,36,0,2017-07-27 23:09:01,36,0.0,0.3609146611,0.024681107472900005,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,B22,PC9c1-O2a_B22,PC9c1,-15.8,osimertinib,2e-07,M,control,0.0,M,37,0,2017-07-27 23:09:01,37,0.0,0.388959850962,0.026598974547000002,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,B23,PC9c1-O2a_B23,PC9c1,-15.8,control,0.0,M,control,0.0,M,30,0,2017-07-27 23:09:01,30,0.0,0.942675245907,0.064464737967,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,C23,PC9c1-O2a_C23,PC9c1,-15.8,control,0.0,M,control,0.0,M,24,0,2017-07-27 23:09:01,24,0.0,1.22066671215,0.0834751523234,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,D23,PC9c1-O2a_D23,PC9c1,-15.8,control,0.0,M,control,0.0,M,34,0,2017-07-27 23:09:01,34,0.0,0.958437257659,0.0655426213228,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,E23,PC9c1-O2a_E23,PC9c1,-15.8,control,0.0,M,control,0.0,M,33,0,2017-07-27 23:09:01,33,0.0,1.1868225512100001,0.0811607232812,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,F23,PC9c1-O2a_F23,PC9c1,-15.8,control,0.0,M,control,0.0,M,37,0,2017-07-27 23:09:01,37,0.0,1.01901152335,0.06968498549539999,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,G23,PC9c1-O2a_G23,PC9c1,-15.8,control,0.0,M,control,0.0,M,33,0,2017-07-27 23:09:01,33,0.0,1.15321375391,0.07886238955410001,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,H23,PC9c1-O2a_H23,PC9c1,-15.8,control,0.0,M,control,0.0,M,32,0,2017-07-27 23:09:01,32,0.0,0.9375122498749999,0.06411166707890001,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,I23,PC9c1-O2a_I23,PC9c1,-15.8,control,0.0,M,control,0.0,M,17,0,2017-07-27 23:09:01,17,0.0,1.442685959,0.09865791291269999,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,J23,PC9c1-O2a_J23,PC9c1,-15.8,control,0.0,M,control,0.0,M,32,0,2017-07-27 23:09:01,32,0.0,0.907996443056,0.062093232033799996,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,K23,PC9c1-O2a_K23,PC9c1,-15.8,control,0.0,M,control,0.0,M,29,0,2017-07-27 23:09:01,29,0.0,0.979473228971,0.0669811637947,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,L23,PC9c1-O2a_L23,PC9c1,-15.8,control,0.0,M,control,0.0,M,50,0,2017-07-27 23:09:01,50,0.0,0.934312924862,0.0638928816069,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,M23,PC9c1-O2a_M23,PC9c1,-15.8,control,0.0,M,control,0.0,M,37,1,2017-07-27 23:09:01,37,0.027027027026999998,1.07891045832,0.073781167255,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,N23,PC9c1-O2a_N23,PC9c1,-15.8,control,0.0,M,control,0.0,M,39,0,2017-07-27 23:09:01,39,0.0,0.951996459287,0.06510216806890001,,,,
HTS018,2017-07-28,PC9c1-O2a,95636,O23,PC9c1-O2a_O23,PC9c1,-15.8,control,0.0,M,control,0.0,M,35,0,2017-07-27 23:09:01,35,0.0,0.975044799366,0.0666783261469,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,O02,PC9c1-O2b_O02,PC9c1,-15.7,control,0.0,M,control,0.0,M,41,0,2017-07-27 23:20:19,41,0.0,0.904662603845,0.0618652478239,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,N02,PC9c1-O2b_N02,PC9c1,-15.7,control,0.0,M,control,0.0,M,34,0,2017-07-27 23:20:19,34,0.0,0.89049912927,0.0608966802486,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,M02,PC9c1-O2b_M02,PC9c1,-15.7,control,0.0,M,control,0.0,M,34,0,2017-07-27 23:20:19,34,0.0,0.863886186533,0.05907675722900001,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,L02,PC9c1-O2b_L02,PC9c1,-15.7,control,0.0,M,control,0.0,M,37,0,2017-07-27 23:20:19,37,0.0,0.9902518122089999,0.0677182559663,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,K02,PC9c1-O2b_K02,PC9c1,-15.7,control,0.0,M,control,0.0,M,39,0,2017-07-27 23:20:19,39,0.0,0.863213032885,0.0590307236944,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,J02,PC9c1-O2b_J02,PC9c1,-15.7,control,0.0,M,control,0.0,M,33,0,2017-07-27 23:20:19,33,0.0,0.869532262323,0.059462863470599994,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,I02,PC9c1-O2b_I02,PC9c1,-15.7,control,0.0,M,control,0.0,M,30,0,2017-07-27 23:20:19,30,0.0,1.0744977529000002,0.073479404904,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,H02,PC9c1-O2b_H02,PC9c1,-15.7,control,0.0,M,control,0.0,M,26,0,2017-07-27 23:20:19,26,0.0,1.07777226062,0.07370333173669999,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,G02,PC9c1-O2b_G02,PC9c1,-15.7,control,0.0,M,control,0.0,M,31,0,2017-07-27 23:20:19,31,0.0,1.0483408596,0.07169066877260001,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,F02,PC9c1-O2b_F02,PC9c1,-15.7,control,0.0,M,control,0.0,M,31,0,2017-07-27 23:20:19,31,0.0,0.906470239305,0.0619888627663,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,E02,PC9c1-O2b_E02,PC9c1,-15.7,control,0.0,M,control,0.0,M,32,0,2017-07-27 23:20:19,32,0.0,0.977557988929,0.0668501903254,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,D02,PC9c1-O2b_D02,PC9c1,-15.7,control,0.0,M,control,0.0,M,32,0,2017-07-27 23:20:19,32,0.0,1.00519429537,0.06874009595389999,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,C02,PC9c1-O2b_C02,PC9c1,-15.7,control,0.0,M,control,0.0,M,26,0,2017-07-27 23:20:19,26,0.0,0.8824325995360001,0.0603450515431,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,B02,PC9c1-O2b_B02,PC9c1,-15.7,control,0.0,M,control,0.0,M,38,0,2017-07-27 23:20:19,38,0.0,1.03644255218,0.07087700439160001,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,B03,PC9c1-O2b_B03,PC9c1,-15.7,osimertinib,2e-07,M,methotrexate,4e-06,M,42,0,2017-07-27 23:20:19,42,0.0,0.42481645063199996,0.0290510239798,-0.2433148808747091,,4.67621295221023,
HTS018,2017-07-28,PC9c1-O2b,95637,C03,PC9c1-O2b_C03,PC9c1,-15.7,osimertinib,5e-08,M,methotrexate,4e-06,M,39,0,2017-07-27 23:20:19,39,0.0,0.393478188746,0.0269079605552,-0.22101680110545793,,0.8196810299109546,
HTS018,2017-07-28,PC9c1-O2b,95637,D03,PC9c1-O2b_D03,PC9c1,-15.7,osimertinib,1.2e-08,M,methotrexate,4e-06,M,29,0,2017-07-27 23:20:19,29,0.0,0.40977793721999994,0.028022616974599998,-0.15986248457928298,,0.257623845821319,
HTS018,2017-07-28,PC9c1-O2b,95637,E03,PC9c1-O2b_E03,PC9c1,-15.7,osimertinib,3.1e-09,M,methotrexate,4e-06,M,46,0,2017-07-27 23:20:19,46,0.0,0.500590710497,0.034232838001299996,-0.21093027227855998,,0.2888323549687623,
HTS018,2017-07-28,PC9c1-O2b,95637,F03,PC9c1-O2b_F03,PC9c1,-15.7,osimertinib,7.8e-10,M,methotrexate,4e-06,M,33,0,2017-07-27 23:20:19,33,0.0,0.622294642369,0.0425555473455,-0.23797448085808043,,1.164313706350475,16.691494437843925
HTS018,2017-07-28,PC9c1-O2b,95637,G03,PC9c1-O2b_G03,PC9c1,-15.7,osimertinib,2e-10,M,methotrexate,4e-06,M,36,0,2017-07-27 23:20:19,36,0.0,0.522939800756,0.035761177960900004,-0.11052959921737299,,0.1855178271045901,
HTS018,2017-07-28,PC9c1-O2b,95637,H03,PC9c1-O2b_H03,PC9c1,-15.7,osimertinib,0.0,M,methotrexate,4e-06,M,26,0,2017-07-27 23:20:19,26,0.0,0.476099497593,0.0325580092315,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,I03,PC9c1-O2b_I03,PC9c1,-15.7,osimertinib,2e-07,M,paclitaxel,4e-07,M,33,0,2017-07-27 23:20:19,33,0.0,0.0871643650481,0.00596072505063,-0.032883322478402116,,0.4064805012209418,
HTS018,2017-07-28,PC9c1-O2b,95637,J03,PC9c1-O2b_J03,PC9c1,-15.7,osimertinib,5e-08,M,paclitaxel,4e-07,M,43,0,2017-07-27 23:20:19,43,0.0,0.106962263126,0.0073146020272699995,-0.055384836348569125,,0.9926642195393366,
HTS018,2017-07-28,PC9c1-O2b,95637,K03,PC9c1-O2b_K03,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,4e-07,M,36,0,2017-07-27 23:20:19,36,0.0,0.11700904924200001,0.00800165033703,-0.04226770490125144,,1.4887608245716402,
HTS018,2017-07-28,PC9c1-O2b,95637,L03,PC9c1-O2b_L03,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,4e-07,M,39,0,2017-07-27 23:20:19,39,0.0,0.12535034881100002,0.008572069146040001,-0.03872261000566721,,2.044176621062682,
HTS018,2017-07-28,PC9c1-O2b,95637,M03,PC9c1-O2b_M03,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,4e-07,M,30,0,2017-07-27 23:20:19,30,0.0,0.156962417907,0.0107338568451,-0.04202512521435979,,5.9135262617545115,
HTS018,2017-07-28,PC9c1-O2b,95637,N03,PC9c1-O2b_N03,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,4e-07,M,40,0,2017-07-27 23:20:19,40,0.0,0.186756389938,0.0127713141862,-0.06341830676973223,,13.858370245230716,
HTS018,2017-07-28,PC9c1-O2b,95637,O03,PC9c1-O2b_O03,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,4e-07,M,37,0,2017-07-27 23:20:19,37,0.0,0.142385419205,0.009737010470170001,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,O04,PC9c1-O2b_O04,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,1e-07,M,43,1,2017-07-27 23:20:19,43,0.023255813953499998,0.14030090050000002,0.00959446089895,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,N04,PC9c1-O2b_N04,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,1e-07,M,33,0,2017-07-27 23:20:19,33,0.0,0.17996984646699998,0.0123072171936,-0.05843742951679444,,2.882365906369367,
HTS018,2017-07-28,PC9c1-O2b,95637,M04,PC9c1-O2b_M04,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,1e-07,M,45,0,2017-07-27 23:20:19,45,0.0,0.11928371001900001,0.00815720275198,-0.006029096197957731,,0.406267852355847,
HTS018,2017-07-28,PC9c1-O2b,95637,L04,PC9c1-O2b_L04,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,1e-07,M,38,1,2017-07-27 23:20:19,38,0.026315789473700002,0.131441446714,0.0089886081736,-0.04608193567327826,,0.6380151658917326,
HTS018,2017-07-28,PC9c1-O2b,95637,K04,PC9c1-O2b_K04,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,1e-07,M,33,0,2017-07-27 23:20:19,33,0.0,0.148596785842,0.0101617740612,-0.07494965277081143,,1.141569272399367,
HTS018,2017-07-28,PC9c1-O2b,95637,J04,PC9c1-O2b_J04,PC9c1,-15.7,osimertinib,5e-08,M,paclitaxel,1e-07,M,38,1,2017-07-27 23:20:19,38,0.026315789473700002,0.148724818255,0.010170529543,-0.09790248361743584,,1.1606196008906766,
HTS018,2017-07-28,PC9c1-O2b,95637,I04,PC9c1-O2b_I04,PC9c1,-15.7,osimertinib,2e-07,M,paclitaxel,1e-07,M,43,0,2017-07-27 23:20:19,43,0.0,0.120537640903,0.00824295267085,-0.06705127133560249,,0.46397121249733897,
HTS018,2017-07-28,PC9c1-O2b,95637,H04,PC9c1-O2b_H04,PC9c1,-15.7,osimertinib,0.0,M,methotrexate,1e-06,M,31,0,2017-07-27 23:20:19,31,0.0,0.568680604643,0.0388891575592,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,G04,PC9c1-O2b_G04,PC9c1,-15.7,osimertinib,2e-10,M,methotrexate,1e-06,M,39,0,2017-07-27 23:20:19,39,0.0,0.553888298121,0.0378775873838,-0.061281849347935624,,0.09355029881668209,2.027651812244324
HTS018,2017-07-28,PC9c1-O2b,95637,F04,PC9c1-O2b_F04,PC9c1,-15.7,osimertinib,7.8e-10,M,methotrexate,1e-06,M,32,0,2017-07-27 23:20:19,32,0.0,0.555262434662,0.037971557552600003,-0.09620834422613866,,0.15600300277251927,2.1675189638574275
HTS018,2017-07-28,PC9c1-O2b,95637,E04,PC9c1-O2b_E04,PC9c1,-15.7,osimertinib,3.1e-09,M,methotrexate,1e-06,M,34,0,2017-07-27 23:20:19,34,0.0,0.500050801254,0.0341959163699,-0.15406372506507382,,0.200082587790651,
HTS018,2017-07-28,PC9c1-O2b,95637,D04,PC9c1-O2b_D04,PC9c1,-15.7,osimertinib,1.2e-08,M,methotrexate,1e-06,M,22,0,2017-07-27 23:20:19,22,0.0,0.536133590198,0.0366634337302,-0.2376202092012259,,1.0554284652865158,2.6998166517995243
HTS018,2017-07-28,PC9c1-O2b,95637,C04,PC9c1-O2b_C04,PC9c1,-15.7,osimertinib,5e-08,M,methotrexate,1e-06,M,39,0,2017-07-27 23:20:19,39,0.0,0.329181509228,0.022511039542099997,-0.1231837152861224,,0.3624561662011598,
HTS018,2017-07-28,PC9c1-O2b,95637,B04,PC9c1-O2b_B04,PC9c1,-15.7,osimertinib,2e-07,M,methotrexate,1e-06,M,34,0,2017-07-27 23:20:19,34,0.0,0.36653274614500003,0.0250652995707,-0.14973683908133464,,2.315460600044689,
HTS018,2017-07-28,PC9c1-O2b,95637,B05,PC9c1-O2b_B05,PC9c1,-15.7,osimertinib,2e-07,M,methotrexate,2.5e-07,M,28,0,2017-07-27 23:20:19,28,0.0,0.314500176909,0.021507058324700002,-0.06377816084611443,,1.1920957397427425,
HTS018,2017-07-28,PC9c1-O2b,95637,C05,PC9c1-O2b_C05,PC9c1,-15.7,osimertinib,5e-08,M,methotrexate,2.5e-07,M,41,0,2017-07-27 23:20:19,41,0.0,0.34628102738300004,0.0236803881189,-0.10804690709378645,,0.44972973067481364,
HTS018,2017-07-28,PC9c1-O2b,95637,D05,PC9c1-O2b_D05,PC9c1,-15.7,osimertinib,1.2e-08,M,methotrexate,2.5e-07,M,33,0,2017-07-27 23:20:19,33,0.0,0.372152844398,0.025449629341599996,-0.026925493388645194,,0.14942807248030487,
HTS018,2017-07-28,PC9c1-O2b,95637,E05,PC9c1-O2b_E05,PC9c1,-15.7,osimertinib,3.1e-09,M,methotrexate,2.5e-07,M,47,0,2017-07-27 23:20:19,47,0.0,0.528714062245,0.0361560501669,-0.12858391934374885,,0.24946927438569225,0.5375929509993421
HTS018,2017-07-28,PC9c1-O2b,95637,F05,PC9c1-O2b_F05,PC9c1,-15.7,osimertinib,7.8e-10,M,methotrexate,2.5e-07,M,42,0,2017-07-27 23:20:19,42,0.0,0.619198210937,0.0423437982391,-0.08830734406194418,,0.23084253891716117,1.230528026013204
HTS018,2017-07-28,PC9c1-O2b,95637,G05,PC9c1-O2b_G05,PC9c1,-15.7,osimertinib,2e-10,M,methotrexate,2.5e-07,M,41,0,2017-07-27 23:20:19,41,0.0,0.5987340293119999,0.0409443575389,-0.02904023926414856,,0.07485559267533726,0.9076835203410796
HTS018,2017-07-28,PC9c1-O2b,95637,H05,PC9c1-O2b_H05,PC9c1,-15.7,osimertinib,0.0,M,methotrexate,2.5e-07,M,41,0,2017-07-27 23:20:19,41,0.0,0.657672691441,0.04497487115090001,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,I05,PC9c1-O2b_I05,PC9c1,-15.7,osimertinib,2e-07,M,paclitaxel,2.5e-08,M,49,0,2017-07-27 23:20:19,49,0.0,0.12710864176699999,0.00869230980707,-0.07051035385006252,,0.1811702846667067,
HTS018,2017-07-28,PC9c1-O2b,95637,J05,PC9c1-O2b_J05,PC9c1,-15.7,osimertinib,5e-08,M,paclitaxel,2.5e-08,M,36,0,2017-07-27 23:20:19,36,0.0,0.183655691374,0.012559273272500001,-0.1298764359918748,,0.8357186396696519,
HTS018,2017-07-28,PC9c1-O2b,95637,K05,PC9c1-O2b_K05,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,2.5e-08,M,36,0,2017-07-27 23:20:19,36,0.0,0.125199098384,0.00856172590305,-0.047267063072317234,,0.1295703111141535,
HTS018,2017-07-28,PC9c1-O2b,95637,L05,PC9c1-O2b_L05,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,2.5e-08,M,35,0,2017-07-27 23:20:19,35,0.0,0.159088909209,0.010879276707600001,-0.06876305195963046,,0.39581969315983545,
HTS018,2017-07-28,PC9c1-O2b,95637,M05,PC9c1-O2b_M05,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,2.5e-08,M,45,0,2017-07-27 23:20:19,45,0.0,0.176856051783,0.012094280703399999,-0.057012112237098816,,0.6615466664935067,
HTS018,2017-07-28,PC9c1-O2b,95637,N05,PC9c1-O2b_N05,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,2.5e-08,M,39,0,2017-07-27 23:20:19,39,0.0,0.152422837865,0.0104234181875,-0.023819480010968064,,0.32106713286203126,
HTS018,2017-07-28,PC9c1-O2b,95637,O05,PC9c1-O2b_O05,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,2.5e-08,M,42,0,2017-07-27 23:20:19,42,0.0,0.148463820329,0.01015268123,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,O06,PC9c1-O2b_O06,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,6.2e-09,M,24,0,2017-07-27 23:20:19,24,0.0,0.295960089913,0.0202391966139,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,N06,PC9c1-O2b_N06,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,6.2e-09,M,35,0,2017-07-27 23:20:19,35,0.0,0.20532934439300002,0.0140414235345,0.051039252813024544,,0.3469240676595691,
HTS018,2017-07-28,PC9c1-O2b,95637,M06,PC9c1-O2b_M06,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,6.2e-09,M,45,0,2017-07-27 23:20:19,45,0.0,0.15791943862,0.0107993025963,0.08098740780852853,,0.0947392939440721,
HTS018,2017-07-28,PC9c1-O2b,95637,L06,PC9c1-O2b_L06,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,6.2e-09,M,38,0,2017-07-27 23:20:19,38,0.0,0.252207099838,0.0172471534339,-0.07214404626877707,,1.030328523639776,
HTS018,2017-07-28,PC9c1-O2b,95637,K06,PC9c1-O2b_K06,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,6.2e-09,M,47,0,2017-07-27 23:20:19,47,0.0,0.209869969061,0.0143519336287,-0.05451378782548724,,0.40281232416244234,
HTS018,2017-07-28,PC9c1-O2b,95637,J06,PC9c1-O2b_J06,PC9c1,-15.7,osimertinib,5e-08,M,paclitaxel,6.2e-09,M,50,0,2017-07-27 23:20:19,50,0.0,0.18366750525699999,0.0125600811635,-0.07645947825704452,,0.23658666283613333,
HTS018,2017-07-28,PC9c1-O2b,95637,I06,PC9c1-O2b_I06,PC9c1,-15.7,osimertinib,2e-07,M,paclitaxel,6.2e-09,M,45,0,2017-07-27 23:20:19,45,0.0,0.157571259846,0.0107754924309,-0.044743539639835614,,0.1852083776859022,
HTS018,2017-07-28,PC9c1-O2b,95637,H06,PC9c1-O2b_H06,PC9c1,-15.7,osimertinib,0.0,M,methotrexate,6.3e-08,M,42,0,2017-07-27 23:20:19,42,0.0,0.8364722359550001,0.0572020573805,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,G06,PC9c1-O2b_G06,PC9c1,-15.7,osimertinib,2e-10,M,methotrexate,6.3e-08,M,41,0,2017-07-27 23:20:19,41,0.0,0.576434154829,0.039419383194400005,0.14814061400759615,,0.033451069079931964,0.21201709362671994
HTS018,2017-07-28,PC9c1-O2b,95637,F06,PC9c1-O2b_F06,PC9c1,-15.7,osimertinib,7.8e-10,M,methotrexate,6.3e-08,M,34,0,2017-07-27 23:20:19,34,0.0,0.550930151438,0.037675294864,0.12429245737987638,,0.0815791883934598,0.2314841301005007
HTS018,2017-07-28,PC9c1-O2b,95637,E06,PC9c1-O2b_E06,PC9c1,-15.7,osimertinib,3.1e-09,M,methotrexate,6.3e-08,M,44,0,2017-07-27 23:20:19,44,0.0,0.565261082448,0.0386553139283,-0.05634873188002898,,0.36787465281372084,0.6707298745422773
HTS018,2017-07-28,PC9c1-O2b,95637,D06,PC9c1-O2b_D06,PC9c1,-15.7,osimertinib,1.2e-08,M,methotrexate,6.3e-08,M,47,0,2017-07-27 23:20:19,47,0.0,0.394114388612,0.0269514670097,0.044968909158654924,,0.19416292593057696,
HTS018,2017-07-28,PC9c1-O2b,95637,C06,PC9c1-O2b_C06,PC9c1,-15.7,osimertinib,5e-08,M,methotrexate,6.3e-08,M,27,0,2017-07-27 23:20:19,27,0.0,0.447882012798,0.0306283597883,-0.1448798813844775,,1.5187988151816705,
HTS018,2017-07-28,PC9c1-O2b,95637,B06,PC9c1-O2b_B06,PC9c1,-15.7,osimertinib,2e-07,M,methotrexate,6.3e-08,M,33,0,2017-07-27 23:20:19,33,0.0,0.416169346212,0.028459692741400002,-0.0972842714497289,,4.197424415177828,
HTS018,2017-07-28,PC9c1-O2b,95637,B07,PC9c1-O2b_B07,PC9c1,-15.7,osimertinib,2e-07,M,methotrexate,1.6e-08,M,14,0,2017-07-27 23:20:19,14,0.0,0.322308649147,0.022041039798099998,0.052357754986160854,,1.320893553037462,
HTS018,2017-07-28,PC9c1-O2b,95637,C07,PC9c1-O2b_C07,PC9c1,-15.7,osimertinib,5e-08,M,methotrexate,1.6e-08,M,42,0,2017-07-27 23:20:19,42,0.0,0.294520696724,0.020140763876599996,0.06148442238049451,,0.227561396934976,
HTS018,2017-07-28,PC9c1-O2b,95637,D07,PC9c1-O2b_D07,PC9c1,-15.7,osimertinib,1.2e-08,M,methotrexate,1.6e-08,M,32,0,2017-07-27 23:20:19,32,0.0,0.453436748833,0.0310082197714,0.06245368728510081,,0.3886603154974655,
HTS018,2017-07-28,PC9c1-O2b,95637,E07,PC9c1-O2b_E07,PC9c1,-15.7,osimertinib,3.1e-09,M,methotrexate,1.6e-08,M,48,0,2017-07-27 23:20:19,48,0.0,0.632299028628,0.0432396961459,-0.0343646143303018,,0.8098711329151145,1.080617891152026
HTS018,2017-07-28,PC9c1-O2b,95637,F07,PC9c1-O2b_F07,PC9c1,-15.7,osimertinib,7.8e-10,M,methotrexate,1.6e-08,M,42,0,2017-07-27 23:20:19,42,0.0,0.841628316043,0.0575546553226,-0.04829163503400424,,5.690033180088479,2.824726577131798
HTS018,2017-07-28,PC9c1-O2b,95637,G07,PC9c1-O2b_G07,PC9c1,-15.7,osimertinib,2e-10,M,methotrexate,1.6e-08,M,40,0,2017-07-27 23:20:19,40,0.0,0.9149778264399999,0.0625706531313,-0.0636560034666056,,22.265668735374216,2.881528373459339
HTS018,2017-07-28,PC9c1-O2b,95637,H07,PC9c1-O2b_H07,PC9c1,-15.7,osimertinib,0.0,M,methotrexate,1.6e-08,M,40,0,2017-07-27 23:20:19,40,0.0,0.982793080034,0.0672081914268,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,I07,PC9c1-O2b_I07,PC9c1,-15.7,osimertinib,2e-07,M,paclitaxel,1.6e-09,M,49,0,2017-07-27 23:20:19,49,0.0,0.156552198883,0.010705804064499998,-0.06010938928976747,,0.1131879921616319,
HTS018,2017-07-28,PC9c1-O2b,95637,J07,PC9c1-O2b_J07,PC9c1,-15.7,osimertinib,5e-08,M,paclitaxel,1.6e-09,M,44,0,2017-07-27 23:20:19,44,0.0,0.232847028327,0.0159232171765,-0.14120781665162363,,0.2635444663562706,
HTS018,2017-07-28,PC9c1-O2b,95637,K07,PC9c1-O2b_K07,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,1.6e-09,M,48,0,2017-07-27 23:20:19,48,0.0,0.22565321961399998,0.015431269397400001,-0.09285795814234543,,0.16536056099048635,
HTS018,2017-07-28,PC9c1-O2b,95637,L07,PC9c1-O2b_L07,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,1.6e-09,M,45,0,2017-07-27 23:20:19,45,0.0,0.30441334826099997,0.020817271711099997,-0.1504991615839939,,0.7760982059507814,1.9786664672599326
HTS018,2017-07-28,PC9c1-O2b,95637,M07,PC9c1-O2b_M07,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,1.6e-09,M,47,0,2017-07-27 23:20:19,47,0.0,0.224221036492,0.015333329719799999,-0.020008388584864728,,0.14226446338222332,
HTS018,2017-07-28,PC9c1-O2b,95637,N07,PC9c1-O2b_N07,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,1.6e-09,M,37,0,2017-07-27 23:20:19,37,0.0,0.328796531143,0.0224847128602,-0.10965793859813444,,1.2025001465969516,2.9359747864008794
HTS018,2017-07-28,PC9c1-O2b,95637,O07,PC9c1-O2b_O07,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,1.6e-09,M,44,0,2017-07-27 23:20:19,44,0.0,0.252980584439,0.0173000480891,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,O08,PC9c1-O2b_O08,PC9c1,-15.7,osimertinib,0.0,M,paclitaxel,3.9e-10,M,54,0,2017-07-27 23:20:19,54,0.0,0.328508001904,0.0224649818215,,,,
HTS018,2017-07-28,PC9c1-O2b,95637,N08,PC9c1-O2b_N08,PC9c1,-15.7,osimertinib,2e-10,M,paclitaxel,3.9e-10,M,38,0,2017-07-27 23:20:19,38,0.0,0.338036753278,0.0231166043852,-0.05347427850702846,,0.3482124685650525,0.8252093231590248
HTS018,2017-07-28,PC9c1-O2b,95637,M08,PC9c1-O2b_M08,PC9c1,-15.7,osimertinib,7.8e-10,M,paclitaxel,3.9e-10,M,48,1,2017-07-27 23:20:19,48,0.020833333333299998,0.29196727215999996,0.019966148232299998,-0.026786886573239355,,0.14892518597189996,0.3868951980260644
HTS018,2017-07-28,PC9c1-O2b,95637,L08,PC9c1-O2b_L08,PC9c1,-15.7,osimertinib,3.1e-09,M,paclitaxel,3.9e-10,M,35,0,2017-07-27 23:20:19,35,0.0,0.337048694465,0.0230490360972,-0.1371833884294916,,0.36520353042719317,0.8306518842222641
HTS018,2017-07-28,PC9c1-O2b,95637,K08,PC9c1-O2b_K08,PC9c1,-15.7,osimertinib,1.2e-08,M,paclitaxel,3.9e-10,M,43,0,2017-07-27 23:20:19,43,0.0,0.265468920525,0.018154061512,-0.09302760015603947,,0.12134705405995438,0.2305471519797656
