expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,ch2posfrac,per_via,per_via_std,bliss,loewe_pervia,CI,loewe
HTS018,2017-07-28,PC9c1-O1a,95633,H04,PC9c1-O1a_H04,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,1e-07,M,41,0,2017-07-27 22:31:34,41,0.0,0.9044797353120001,0.06185274238030001,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,G04,PC9c1-O1a_G04,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,1e-07,M,39,0,2017-07-27 22:31:34,39,0.0,0.79675296385,0.054485859538599996,0.0169788616316362,,1.751718776815241,0.6744990835740305
HTS018,2017-07-28,PC9c1-O1a,95633,F04,PC9c1-O1a_F04,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,1e-07,M,41,0,2017-07-27 22:31:34,41,0.0,0.862675882849,0.0589939907511,-0.0837554066656877,,13.221760061770635,3.984624686891197
HTS018,2017-07-28,PC9c1-O1a,95633,E04,PC9c1-O1a_E04,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,1e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.7248289509229999,0.04956734421,-0.08581522593531743,,3.0844904896874477,2.8243869064712603
HTS018,2017-07-28,PC9c1-O1a,95633,D04,PC9c1-O1a_D04,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,1e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.57805486872,0.0395302155269,-0.07447674518411751,,1.6781655152571666,2.501531194662343
HTS018,2017-07-28,PC9c1-O1a,95633,C04,PC9c1-O1a_C04,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,1e-07,M,46,0,2017-07-27 22:31:34,46,0.0,0.38264573487,0.026167184446299997,-0.07334351508394543,,0.7082802537228031,0.9930621925470553
HTS018,2017-07-28,PC9c1-O1a,95633,B04,PC9c1-O1a_B04,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,1e-07,M,33,0,2017-07-27 22:31:34,33,0.0,0.37631272267399996,0.025734102137700002,0.01606526587601842,,2.610931477004493,3.1089769438456027
HTS018,2017-07-28,PC9c1-O1a,95633,B05,PC9c1-O1a_B05,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,2.5e-08,M,29,0,2017-07-27 22:31:34,29,0.0,0.335216089218,0.0229237135987,0.05504408001053218,,1.5617380798287932,1.1960730970492803
HTS018,2017-07-28,PC9c1-O1a,95633,C05,PC9c1-O1a_C05,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,2.5e-08,M,49,0,2017-07-27 22:31:34,49,0.0,0.310088447758,0.021205362735599996,-0.002455654485043479,,0.28140754368525056,0.16132291812517832
HTS018,2017-07-28,PC9c1-O1a,95633,D05,PC9c1-O1a_D05,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,2.5e-08,M,34,0,2017-07-27 22:31:34,34,0.0,0.524916493063,0.035896353836400004,-0.024056379994124466,,0.8873011525352261,1.3706145887595853
HTS018,2017-07-28,PC9c1-O1a,95633,E05,PC9c1-O1a_E05,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,2.5e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.622690617924,0.0425826260881,0.012874097045371236,,0.7379172378990952,0.9763399087087942
HTS018,2017-07-28,PC9c1-O1a,95633,F05,PC9c1-O1a_F05,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,2.5e-08,M,52,0,2017-07-27 22:31:34,52,0.0,0.6959454967409999,0.047592152527099994,0.07877083730768808,,0.5177390600437911,0.5416094841263861
HTS018,2017-07-28,PC9c1-O1a,95633,G05,PC9c1-O1a_G05,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,2.5e-08,M,48,0,2017-07-27 22:31:34,48,0.0,0.732507081119,0.0500924122579,0.07683271159626825,,0.2980210431573541,0.2463887096827898
HTS018,2017-07-28,PC9c1-O1a,95633,H05,PC9c1-O1a_H05,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,2.5e-08,M,42,0,2017-07-27 22:31:34,42,0.0,0.899597900155,0.061518898646099995,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,I05,PC9c1-O1a_I05,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,2.5e-07,M,43,0,2017-07-27 22:31:34,43,0.0,0.254156234366,0.017380444773799998,-0.043868221601062574,,0.5095913124912438,
HTS018,2017-07-28,PC9c1-O1a,95633,J05,PC9c1-O1a_J05,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,2.5e-07,M,50,0,2017-07-27 22:31:34,50,0.0,0.22655647606999996,0.015493038485900001,-0.06079144581702997,,0.0826895381057136,
HTS018,2017-07-28,PC9c1-O1a,95633,K05,PC9c1-O1a_K05,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,2.5e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.273832206395,0.018725983851599997,-0.003948456642412279,,0.040837647696369876,
HTS018,2017-07-28,PC9c1-O1a,95633,L05,PC9c1-O1a_L05,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,2.5e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.298205594304,0.0203927551726,0.04426246017008595,,0.014838646342714928,
HTS018,2017-07-28,PC9c1-O1a,95633,M05,PC9c1-O1a_M05,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,2.5e-07,M,43,0,2017-07-27 22:31:34,43,0.0,0.43958658391000005,0.0300610778406,-0.022137991434667048,,0.02151518782681703,
HTS018,2017-07-28,PC9c1-O1a,95633,N05,PC9c1-O1a_N05,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,2.5e-07,M,39,0,2017-07-27 22:31:34,39,0.0,0.3075120463,0.021029175819099997,0.12859307044332835,,0.0010858123858082775,
HTS018,2017-07-28,PC9c1-O1a,95633,O05,PC9c1-O1a_O05,PC9c1,-16.5,osimertinib,0.0,M,everolimus,2.5e-07,M,40,0,2017-07-27 22:31:34,40,0.0,0.484739846972,0.0331488785272,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,O06,PC9c1-O1a_O06,PC9c1,-16.5,osimertinib,0.0,M,everolimus,6.3e-08,M,29,0,2017-07-27 22:31:34,29,0.0,0.539416202998,0.0368879148279,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,N06,PC9c1-O1a_N06,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,6.3e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.33975588673699997,0.023234167128400002,0.1455398190960589,,0.0016543637807149053,
HTS018,2017-07-28,PC9c1-O1a,95633,M06,PC9c1-O1a_M06,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,6.3e-08,M,41,1,2017-07-27 22:31:34,41,0.0243902439024,0.33494679308499997,0.0229052978137,0.12958802101480016,,0.006067415293039678,
HTS018,2017-07-28,PC9c1-O1a,95633,L06,PC9c1-O1a_L06,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,6.3e-08,M,34,0,2017-07-27 22:31:34,34,0.0,0.297567319938,0.020349106853799998,0.08352950704349293,,0.014709837983682321,
HTS018,2017-07-28,PC9c1-O1a,95633,K06,PC9c1-O1a_K06,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,6.3e-08,M,40,0,2017-07-27 22:31:34,40,0.0,0.285836655722,0.0195469067343,0.014488701171575913,,0.0484145947490914,
HTS018,2017-07-28,PC9c1-O1a,95633,J06,PC9c1-O1a_J06,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,6.3e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.248490170888,0.016992971676399998,-0.0640276313062878,,0.11689575019153227,
HTS018,2017-07-28,PC9c1-O1a,95633,I06,PC9c1-O1a_I06,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,6.3e-08,M,48,0,2017-07-27 22:31:34,48,0.0,0.207636382848,0.0141991900931,0.0263711205380579,,0.24061695870395433,
HTS018,2017-07-28,PC9c1-O1a,95633,H06,PC9c1-O1a_H06,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,6.2e-09,M,43,0,2017-07-27 22:31:34,43,0.0,0.8761269506899999,0.059913840473999995,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,G06,PC9c1-O1a_G06,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,6.2e-09,M,41,0,2017-07-27 22:31:34,41,0.0,0.52220104552,0.0357106582694,0.26602267592435846,,0.01579813279579916,0.033728494448083304
HTS018,2017-07-28,PC9c1-O1a,95633,F06,PC9c1-O1a_F06,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,6.2e-09,M,33,0,2017-07-27 22:31:34,33,0.0,0.6591556254600001,0.045076281422699996,0.09534798029859981,,0.2921565244199926,0.3459995287093788
HTS018,2017-07-28,PC9c1-O1a,95633,E06,PC9c1-O1a_E06,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,6.2e-09,M,47,0,2017-07-27 22:31:34,47,0.0,0.552147626626,0.03775855176430001,0.06683489389381436,,0.3134500319381298,0.46693317519138544
HTS018,2017-07-28,PC9c1-O1a,95633,D06,PC9c1-O1a_D06,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,6.2e-09,M,47,0,2017-07-27 22:31:34,47,0.0,0.431811382502,0.029529371589,0.055981045103349836,,0.30291010902936005,0.441999769289119
HTS018,2017-07-28,PC9c1-O1a,95633,C06,PC9c1-O1a_C06,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,6.2e-09,M,43,0,2017-07-27 22:31:34,43,0.0,0.379052994643,0.0259214953202,-0.07944649149749078,,0.6740256716806111,0.7852800983217452
HTS018,2017-07-28,PC9c1-O1a,95633,B06,PC9c1-O1a_B06,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,6.2e-09,M,37,0,2017-07-27 22:31:34,37,0.0,0.341650633126,0.023363739141700004,0.038427457299783696,,1.6948802329317605,1.3854910058828973
HTS018,2017-07-28,PC9c1-O1a,95633,B07,PC9c1-O1a_B07,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,1.6e-09,M,49,0,2017-07-27 22:31:34,49,0.0,0.353201334168,0.024153632500299997,0.046691003767900086,,1.960302808214642,1.8248744675447337
HTS018,2017-07-28,PC9c1-O1a,95633,C07,PC9c1-O1a_C07,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,1.6e-09,M,41,0,2017-07-27 22:31:34,41,0.0,0.331704068251,0.022683544449900003,-0.0164784658769212,,0.37309295375435114,0.26423048565447077
HTS018,2017-07-28,PC9c1-O1a,95633,D07,PC9c1-O1a_D07,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,1.6e-09,M,44,1,2017-07-27 22:31:34,44,0.022727272727299998,0.423713196203,0.028975578053000002,0.08950884741443138,,0.2752378422671034,0.38711767915373124
HTS018,2017-07-28,PC9c1-O1a,95633,E07,PC9c1-O1a_E07,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,1.6e-09,M,40,0,2017-07-27 22:31:34,40,0.0,0.592479296242,0.0405166283394,0.05877204790896795,,0.4993737075798474,0.6857765026949377
HTS018,2017-07-28,PC9c1-O1a,95633,F07,PC9c1-O1a_F07,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,1.6e-09,M,42,0,2017-07-27 22:31:34,42,0.0,0.837812862641,0.05729373598180001,-0.04397544215230498,,4.73624404609891,2.4937342795587814
HTS018,2017-07-28,PC9c1-O1a,95633,G07,PC9c1-O1a_G07,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,1.6e-09,M,55,0,2017-07-27 22:31:34,55,0.0,0.8340376477670001,0.0570355683481,-0.00472221305775089,,1.1529159718393038,0.6100617410544001
HTS018,2017-07-28,PC9c1-O1a,95633,H07,PC9c1-O1a_H07,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,1.6e-09,M,26,0,2017-07-27 22:31:34,26,0.0,0.921801238918,0.0630372714066,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,I07,PC9c1-O1a_I07,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,1.6e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.315505987136,0.0215758405411,-0.09137846248604603,,1.2078196736079685,
HTS018,2017-07-28,PC9c1-O1a,95633,J07,PC9c1-O1a_J07,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,1.6e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.275602836823,0.0188470682093,-0.09892844908387372,,0.1745321041579818,
HTS018,2017-07-28,PC9c1-O1a,95633,K07,PC9c1-O1a_K07,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,1.6e-08,M,44,0,2017-07-27 22:31:34,44,0.0,0.259851505202,0.017769915213,0.027793881617598548,,0.03329505975682042,
HTS018,2017-07-28,PC9c1-O1a,95633,L07,PC9c1-O1a_L07,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,1.6e-08,M,44,0,2017-07-27 22:31:34,44,0.0,0.321404064293,0.0219791798672,0.04360255834678817,,0.020232575156871643,
HTS018,2017-07-28,PC9c1-O1a,95633,M07,PC9c1-O1a_M07,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,1.6e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.40694480037299996,0.0278288732381,0.037976992695101575,,0.014680564193064191,
HTS018,2017-07-28,PC9c1-O1a,95633,N07,PC9c1-O1a_N07,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,1.6e-08,M,22,0,2017-07-27 22:31:34,22,0.0,0.345325771367,0.023615063046499997,0.11948037244358378,,0.0017754874634386439,
HTS018,2017-07-28,PC9c1-O1a,95633,O07,PC9c1-O1a_O07,PC9c1,-16.5,osimertinib,0.0,M,everolimus,1.6e-08,M,35,0,2017-07-27 22:31:34,35,0.0,0.5166416315060001,0.0353304783832,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,O08,PC9c1-O1a_O08,PC9c1,-16.5,osimertinib,0.0,M,everolimus,3.9e-09,M,26,0,2017-07-27 22:31:34,26,0.0,0.5867483915030001,0.0401247210798,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,N08,PC9c1-O1a_N08,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,3.9e-09,M,44,0,2017-07-27 22:31:34,44,0.0,0.411754253057,0.028157767105299998,0.11612472651068673,,0.003984359409055428,
HTS018,2017-07-28,PC9c1-O1a,95633,M08,PC9c1-O1a_M08,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,3.9e-09,M,38,0,2017-07-27 22:31:34,38,0.0,0.343775515809,0.0235090489989,0.16152086471372873,,0.006789928300511263,
HTS018,2017-07-28,PC9c1-O1a,95633,L08,PC9c1-O1a_L08,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,3.9e-09,M,48,1,2017-07-27 22:31:34,48,0.020833333333299998,0.354694066822,0.024255712850599995,0.05984288812207905,,0.03095588724852133,
HTS018,2017-07-28,PC9c1-O1a,95633,K08,PC9c1-O1a_K08,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,3.9e-09,M,48,0,2017-07-27 22:31:34,48,0.0,0.259882512094,0.0177720356157,0.06679551334440803,,0.03331039777701313,
HTS018,2017-07-28,PC9c1-O1a,95633,J08,PC9c1-O1a_J08,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,3.9e-09,M,57,0,2017-07-27 22:31:34,57,0.0,0.277207229242,0.0189567843998,-0.07655864325110157,,0.17857808160177618,
HTS018,2017-07-28,PC9c1-O1a,95633,I08,PC9c1-O1a_I08,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,3.9e-09,M,36,0,2017-07-27 22:31:34,36,0.0,0.22334974791700002,0.015273746751000001,0.03119122702644528,,0.3138268465561385,
HTS018,2017-07-28,PC9c1-O1a,95633,H08,PC9c1-O1a_H08,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,3.9e-10,M,46,0,2017-07-27 22:31:34,46,0.0,0.864628885889,0.0591275466388,,,,
HTS018,2017-07-28,PC9c1-O1a,95633,G08,PC9c1-O1a_G08,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,3.9e-10,M,58,0,2017-07-27 22:31:34,58,0.0,0.7552417378540001,0.0516471191367,0.02263753816528069,,0.2783098486125772,0.23003603933393246
HTS018,2017-07-28,PC9c1-O1a,95633,F08,PC9c1-O1a_F08,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,3.9e-10,M,44,0,2017-07-27 22:31:34,44,0.0,0.686297444003,0.0469323715534,0.058304250457507645,,0.40383408472941634,0.43471707756397326
HTS018,2017-07-28,PC9c1-O1a,95633,E08,PC9c1-O1a_E08,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,3.9e-10,M,53,0,2017-07-27 22:31:34,53,0.0,0.592880628083,0.040544073371,0.0179785250115595,,0.5010221419878667,0.6858540038767819
HTS018,2017-07-28,PC9c1-O1a,95633,D08,PC9c1-O1a_D08,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,3.9e-10,M,38,0,2017-07-27 22:31:34,38,0.0,0.49930292390299996,0.0341447728636,-0.017912158679598555,,0.6571879765351546,0.9974661585146135
HTS018,2017-07-28,PC9c1-O1a,95633,C08,PC9c1-O1a_C08,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,3.9e-10,M,49,0,2017-07-27 22:31:34,49,0.0,0.378561813825,0.0258879059767,-0.08288726938165714,,0.6697673052067608,0.7686844906050172
HTS018,2017-07-28,PC9c1-O1a,95633,B08,PC9c1-O1a_B08,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,3.9e-10,M,35,0,2017-07-27 22:31:34,35,0.0,0.289146037236,0.0197732184074,0.08594400606976965,,0.84503145746488,0.1608409889295375
HTS018,2017-07-28,PC9c1-O1a,95633,B09,PC9c1-O1a_B09,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,9.8e-11,M,35,0,2017-07-27 22:31:34,35,0.0,0.393215095512,0.0268899689548,0.10151149899824347,,3.196683739480941,3.9837636099378013
HTS018,2017-07-28,PC9c1-O1a,95633,C09,PC9c1-O1a_C09,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,9.8e-11,M,36,0,2017-07-27 22:31:34,36,0.0,0.41475514210500003,0.028362982556699997,-0.024773954743601,,1.0319452441992736,1.4036257075755918
