column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.id,expt.id,per_via,per_via_std,bliss,loewe_pervia,CI,loewe
6,C,440,0,C06,0,linsitinib,6.25e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.34014611289999996,0.0234910608,-0.19747128215218993,,2.8675300781353252,
7,C,486,0,C07,0,linsitinib,3.125e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.34800331030000003,0.024033692000000002,-0.1882911175004021,,2.9299563078414117,
8,C,399,0,C08,0,linsitinib,1.5625e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3536800077,0.0244257343,-0.1909068992956438,,2.977857584503534,
9,C,392,0,C09,0,linsitinib,7.8125e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3788159993,0.026161668,-0.1977139992747657,,3.611090237085216,
10,C,344,0,C10,0,linsitinib,3.9063e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3881995346,0.0268097107,-0.21266456113657525,,3.8234372473343,7.254964414467841
11,C,309,0,C11,0,linsitinib,1.9531e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.31368987789999997,0.0216639489,-0.11202055145402745,,2.072495549664676,
2,D,303,0,D02,0,linsitinib,0.0,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3101959795,0.021422654399999998,,,,
3,D,446,0,D03,0,linsitinib,5e-06,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.29176556579999996,0.0201498191,-0.1859906155855086,,1.2773688518198474,
4,D,505,0,D04,0,linsitinib,2.5e-06,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3205798531,0.022139782099999998,-0.21533224945112492,,1.6977121261180321,
5,D,522,0,D05,0,linsitinib,1.25e-06,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3295812917,0.0227614365,-0.2278758030058631,,1.5935489123693385,
6,D,514,0,D06,0,linsitinib,6.25e-07,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.31694422920000004,0.0218886998,-0.20559110304166459,,1.1950158687469634,
7,D,556,0,D07,0,linsitinib,3.125e-07,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.33970504840000004,0.0234606002,-0.21505480798532195,,1.4269643503135945,
8,D,542,0,D08,0,linsitinib,1.5625e-07,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3269103704,0.022576978199999997,-0.19987118359786038,,1.2007830023075063,
9,D,569,0,D09,0,linsitinib,7.8125e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3695564354,0.025522187,-0.22821213696531392,,1.7191013725431543,
10,D,462,0,D10,0,linsitinib,3.9063e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.35166754640000003,0.024286750299999996,-0.2146681335195132,,1.4346693260381813,
11,D,337,0,D11,0,linsitinib,1.9531e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.4190786185,0.028942272,-0.2616821819154792,,2.475956595001808,11.518269402196294
2,E,278,0,E02,0,linsitinib,0.0,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.37980962259999995,0.0262302893,,,,
3,E,387,0,E03,0,linsitinib,5e-06,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3266187393,0.0225568377,-0.19710595842432221,,2.06897875291983,
4,E,433,0,E04,0,linsitinib,2.5e-06,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3235949893,0.0223480125,-0.1947279011905179,,1.2321954576835605,
5,E,487,0,E05,0,linsitinib,1.25e-06,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.35465480619999995,0.0244930555,-0.23012474833292595,,1.7069145175197398,
6,E,492,0,E06,0,linsitinib,6.25e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3291176518,0.022729416800000003,-0.19277485042101705,,0.7911976977023318,
7,E,482,0,E07,0,linsitinib,3.125e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3546279345,0.0244911997,-0.20200390357216477,,0.9664446154960945,
8,E,520,0,E08,0,linsitinib,1.5625e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3582301716,0.0247399762,-0.20268107108455782,,0.8798244166168712,
9,E,517,0,E09,0,linsitinib,7.8125e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.36857683469999997,0.025454534100000002,-0.19551229423860472,,0.9011319314490578,
10,E,498,0,E10,0,linsitinib,3.9063e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3740556008,0.0258329069,-0.20631101756448686,,0.896256850489865,
11,E,370,0,E11,0,linsitinib,1.9531e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.4089415908,0.028242191899999998,-0.21622251921786279,,1.181595990962087,4.991445019370538
2,F,256,0,F02,0,linsitinib,0.0,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.40847046119999997,0.028209654900000002,,,,
3,F,303,0,F03,0,linsitinib,5e-06,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3188332597,0.0220191594,-0.1795473064546894,,1.4018290795720698,
4,F,438,0,F04,0,linsitinib,2.5e-06,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3115597483,0.0215168385,-0.1729682124846533,,0.6894478174636607,
5,F,403,0,F05,0,linsitinib,1.25e-06,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3402467635,0.0234980119,-0.20631953484787788,,0.9229770164655876,
6,F,420,0,F06,0,linsitinib,6.25e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3238486336,0.0223655296,-0.17721725923056827,,0.45049574184588653,
7,F,423,0,F07,0,linsitinib,3.125e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3376274298,0.0233171163,-0.17348622696124935,,0.45190312507005936,
8,F,361,0,F08,0,linsitinib,1.5625e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.3586245692,0.024767214,-0.1913375679075061,,0.5125539105051368,
9,F,426,0,F09,0,linsitinib,7.8125e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.36944380439999996,0.025514408500000002,-0.18331962941014762,,0.5054667404769716,
10,F,410,0,F10,0,linsitinib,3.9063e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.40070745979999994,0.027673529,-0.22030469167378808,,0.6539888036313481,2.219057030547266
11,F,369,0,F11,0,linsitinib,1.9531e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.398358094,0.027511277799999997,-0.19109623603992368,,0.5689089511631318,1.97201642175826
2,G,319,0,G02,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.2220864387,0.0843993383,,,,
3,G,262,0,G03,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.95035042,0.0656327933,,,,
4,G,263,0,G04,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.0242137736,0.0707339203,,,,
5,G,289,0,G05,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,0.9810246863,0.0677512095,,,,
6,G,308,0,G06,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.1012545941,0.0760544885,,,,
7,G,307,0,G07,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.1344211411,0.0783450259,,,,
8,G,340,0,G08,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.0813910809,0.074682681,,,,
9,G,282,0,G09,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.0528800237,0.0727136596,,,,
10,G,331,0,G10,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.033572575,0.0713802548,,,,
11,G,332,0,G11,0,linsitinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1,1,Linsitinib_Osimertinib,1.151754245,0.0795420791,,,,
2,B,180,0,B02,0,linsitinib,0.0,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5887762718,0.0406618764,,,,
3,B,255,0,B03,0,linsitinib,5e-06,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3564750168,0.0246187623,,,4.290189701132051,
4,B,264,0,B04,0,linsitinib,2.5e-06,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.336944945,0.0232699828,,,1.1512534744179046,
5,B,318,0,B05,0,linsitinib,1.25e-06,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3310367205,0.022861950899999997,,,0.5108932884423042,
6,B,325,0,B06,0,linsitinib,6.25e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3565792229,0.0246259589,,,0.6181022585355849,
7,B,281,0,B07,0,linsitinib,3.125e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3718048241,0.0256774645,,,0.5421895873306668,
8,B,242,0,B08,0,linsitinib,1.5625e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4051297961,0.0279789429,,,0.7871547689529145,1.4652389927908582
9,B,278,0,B09,0,linsitinib,7.8125e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.39853325149999996,0.027523374500000003,,,0.39040693676139715,0.8436900255794254
10,B,283,0,B10,0,linsitinib,3.9063e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4247847729,0.0293363486,,,0.46047367553083385,1.1431105982246323
11,B,191,0,B11,0,linsitinib,1.9531e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4768888758,0.0329347453,,,1.0153407543613924,1.7311174464589356
2,C,288,0,C02,0,linsitinib,0.0,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6875491443,0.0474832966,,,,
3,C,315,0,C03,0,linsitinib,5e-06,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3543823464,0.024474239,,,3.9556673668121443,
4,C,329,0,C04,0,linsitinib,2.5e-06,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3766683647,0.0260133488,,,4.184743739438875,
5,C,380,0,C05,0,linsitinib,1.25e-06,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3836074139,0.026492571099999997,,,2.6540270882715378,
6,C,392,0,C06,0,linsitinib,6.25e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.37847405149999996,0.0261380525,,,1.1506014252224075,
7,C,412,0,C07,0,linsitinib,3.125e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.41160436170000003,0.0284260873,,,1.6828010043184882,2.4828107917569646
8,C,318,0,C08,0,linsitinib,1.5625e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4590784898,0.0317047302,,,3.728833986156852,3.9318451112200075
9,C,427,0,C09,0,linsitinib,7.8125e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.42868827369999996,0.029605930899999997,,,0.7749077615133598,1.2427322388574427
10,C,361,0,C10,0,linsitinib,3.9063e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4634798002,0.032008692000000005,,,1.1432161502688563,1.457480400901288
11,C,283,0,C11,0,linsitinib,1.9531e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5361825041,0.0370296626,,,5.198969481664123,2.596277267263804
2,D,219,0,D02,0,linsitinib,0.0,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.8560472795,0.059120060300000006,,,,
3,D,394,0,D03,0,linsitinib,5e-06,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.402842231,0.0278209598,,,19.49370463236808,27.12525115363477
4,D,493,0,D04,0,linsitinib,2.5e-06,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.3750237845,0.0258997713,,,3.9383571806625914,
5,D,494,0,D05,0,linsitinib,1.25e-06,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.46636787189999995,0.0322081471,,,36.541365962751485,32.33504388102369
6,D,567,0,D06,0,linsitinib,6.25e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.43702012630000003,0.030181342599999997,,,7.294810774590656,8.521771356147523
7,D,569,0,D07,0,linsitinib,3.125e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4446105268,0.030705548399999998,,,4.652770506942131,5.192120926886293
8,D,519,0,D08,0,linsitinib,1.5625e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5993090512,0.0413892878,,,298.7704309575759,43.5547157690296
9,D,479,0,D09,0,linsitinib,7.8125e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5440369088,0.037572101000000004,,,25.81371056232686,9.00785458248573
10,D,407,0,D10,0,linsitinib,3.9063e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5921028259000001,0.0408916138,,,59.27872199769649,10.022633513119004
11,D,288,0,D11,0,linsitinib,1.9531e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6107551853000001,0.042179777,,,54.34097304816347,6.920886603212748
2,E,287,0,E02,0,linsitinib,0.0,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.283224263,0.0886216189,,,,
3,E,349,0,E03,0,linsitinib,5e-06,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.4779143979,0.033005569500000005,,,209.35482094478593,162.97081413664435
4,E,363,0,E04,0,linsitinib,2.5e-06,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.5680417741,0.0392299172,,,1754.749557721286,414.7132382062591
5,E,456,0,E05,0,linsitinib,1.25e-06,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6999639366,0.048340682999999995,,,75981.7866936985,1713.4639418305644
6,E,454,0,E06,0,linsitinib,6.25e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6748077568999999,0.046603355,,,15270.41475745876,572.2333135929131
7,E,535,0,E07,0,linsitinib,3.125e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.7287618396,0.050329514400000004,,,57011.91551689963,688.3618304587765
8,E,447,0,E08,0,linsitinib,1.5625e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.9164864245000001,0.063294089,,,1625657413.355826,25662.247230329893
9,E,491,0,E09,0,linsitinib,7.8125e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.8348745499,0.057657836100000005,,,1953162.756562016,1275.464875845143
10,E,325,0,E10,0,linsitinib,3.9063e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.9210552243000001,0.0636096179,,,654537640.1134499,7670.792803383684
11,E,191,0,E11,0,linsitinib,1.9531e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.9746209839,0.0673089591,,,3479373932444.2285,117283.73309183869
2,F,212,0,F02,0,linsitinib,0.0,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1052284181,0.0763289275,,,,
3,F,315,0,F03,0,linsitinib,5e-06,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6033745175999999,0.0416700557,,,10904.58616712172,1473.028187655701
4,F,346,0,F04,0,linsitinib,2.5e-06,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.7594799963,0.052450961799999994,,,1602642.9930668536,9330.764597292988
5,F,370,0,F05,0,linsitinib,1.25e-06,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.8970912144,0.0619546232,,,2167686539.2375755,104464.40947263852
6,F,416,0,F06,0,linsitinib,6.25e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.914779177,0.0631761836,,,5475077388.751833,96228.15650150644
7,F,453,0,F07,0,linsitinib,3.125e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.0093845474,0.0697097891,,,,
8,F,397,0,F08,0,linsitinib,1.5625e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1077420170999999,0.0765025208,,,,
9,F,419,0,F09,0,linsitinib,7.8125e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1695007962000001,0.0807676856,,,,
10,F,379,0,F10,0,linsitinib,3.9063e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1722433236,0.0809570892,,,,
11,F,268,0,F11,0,linsitinib,1.9531e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.2096496443,0.0835404324,,,,
2,G,180,0,G02,0,linsitinib,0.0,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.3284762575,0.0917467975,,,,
3,G,182,0,G03,0,linsitinib,5e-06,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.6769514744,0.0467514037,,,131829.25388638524,4734.847310562945
4,G,218,0,G04,0,linsitinib,2.5e-06,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,0.8612412540000001,0.0594787649,,,308296150.58242404,75987.96816335911
5,G,262,0,G05,0,linsitinib,1.25e-06,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.0330747276999999,0.0713458726,,,,
6,G,283,0,G06,0,linsitinib,6.25e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.129545814,0.0780083276,,,,
7,G,269,0,G07,0,linsitinib,3.125e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1806263282,0.0815360335,,,,
8,G,266,0,G08,0,linsitinib,1.5625e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.1904776055,0.0822163793,,,,
9,G,252,0,G09,0,linsitinib,7.8125e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.2330625209000001,0.0851573649,,,,
10,G,278,0,G10,0,linsitinib,3.9063e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.2051945712,0.0832327576,,,,
11,G,221,0,G11,0,linsitinib,1.9531e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1,2,Linsitinib_Osimertinib,1.2970667248999999,0.0895776026,,,,
2,B,210,0,B02,0,dasatinib,0.0,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.7173342537,0.0,,,,
3,B,264,0,B03,0,dasatinib,1e-06,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.26869140199999997,0.0,,,,
4,B,292,0,B04,0,dasatinib,5e-07,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2449899052,0.0,,,,
5,B,269,0,B05,0,dasatinib,2.5e-07,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.241112627,0.0,,,,
6,B,275,0,B06,0,dasatinib,1.25e-07,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.24913305149999998,0.0,,,,
7,B,265,0,B07,0,dasatinib,6.25e-08,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2670116045,0.0,,,,
8,B,240,0,B08,0,dasatinib,3.125e-08,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2586202956,0.0,,,,
9,B,292,0,B09,0,dasatinib,1.5625e-08,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2745432614,0.0,,,,
10,B,332,0,B10,0,dasatinib,7.8125e-09,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2832172086,0.0,,,,
11,B,262,0,B11,0,dasatinib,3.90625e-09,M,osimertinib,0.0,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.3200852139,0.0,,,,
2,C,236,0,C02,0,dasatinib,0.0,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.377094452,0.0,,,,
3,C,316,0,C03,0,dasatinib,1e-06,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.26007832329999997,0.0,-0.15875628630569827,,8.935866557243404,
4,C,323,0,C04,0,dasatinib,5e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2460945853,0.0,-0.15371025125307403,,1.9396510733210384,
5,C,338,0,C05,0,dasatinib,2.5e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2576681994,0.0,-0.1667459654511546,,2.7304713759296604,
6,C,381,0,C06,0,dasatinib,1.25e-07,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.21789062760000003,0.0,-0.12394393606951976,,0.857553322337214,
7,C,355,0,C07,0,dasatinib,6.25e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2183529542,0.0,-0.11766435952343177,,0.8582739896301309,
8,C,387,0,C08,0,dasatinib,3.125e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2096807703,0.0,-0.11215649165463999,,0.7795017970572741,
9,C,369,0,C09,0,dasatinib,1.5625e-08,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2226644473,0.0,-0.11913570659207424,,0.8954239581618263,
10,C,378,0,C10,0,dasatinib,7.8125e-09,M,osimertinib,2e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2354093468,0.0,-0.1286097087260133,,1.021239311243834,
