expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std,drug2.conc.original,bliss,loewe_pervia,CI,loewe
HTS015,2017-06-02,PC9c1-D1a,93964,B13,PC9c1-D1a_B13,PC9c1,4.1,control,0.0,M,control,0.0,M,93,2,2017-06-02 15:07:51,95,0.902443591945,0.0842795626912,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B14,PC9c1-D1a_B14,PC9c1,4.1,control,0.0,M,control,0.0,M,66,0,2017-06-02 15:07:51,66,0.938194484749,0.0876183526591,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B15,PC9c1-D1a_B15,PC9c1,4.1,control,0.0,M,control,0.0,M,66,0,2017-06-02 15:07:51,66,1.04213527192,0.0973254237345,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B16,PC9c1-D1a_B16,PC9c1,4.1,control,0.0,M,control,0.0,M,73,0,2017-06-02 15:07:51,73,0.902788551425,0.0843117785929,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B17,PC9c1-D1a_B17,PC9c1,4.1,control,0.0,M,control,0.0,M,79,0,2017-06-02 15:07:51,79,1.0671363256,0.0996602819904,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B18,PC9c1-D1a_B18,PC9c1,4.1,control,0.0,M,control,0.0,M,102,1,2017-06-02 15:07:51,103,1.03156461702,0.0963382261079,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B19,PC9c1-D1a_B19,PC9c1,4.1,control,0.0,M,control,0.0,M,61,0,2017-06-02 15:07:51,61,0.985228590374,0.0920108863188,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B20,PC9c1-D1a_B20,PC9c1,4.1,control,0.0,M,control,0.0,M,78,0,2017-06-02 15:07:51,78,1.08907342874,0.101708996698,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B21,PC9c1-D1a_B21,PC9c1,4.1,control,0.0,M,control,0.0,M,72,0,2017-06-02 15:07:51,72,1.15595989003,0.107955549676,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B22,PC9c1-D1a_B22,PC9c1,4.1,control,0.0,M,control,0.0,M,105,0,2017-06-02 15:07:51,105,1.00142966758,0.0935239113033,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,B23,PC9c1-D1a_B23,PC9c1,4.1,control,0.0,M,control,0.0,M,128,3,2017-06-02 15:07:51,131,1.04188379691,0.0973019383844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C02,PC9c1-D1a_C02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,0.0,M,80,0,2017-06-02 15:07:51,80,0.645777037939,0.0603093720641,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C03,PC9c1-D1a_C03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,0.0,M,110,0,2017-06-02 15:07:51,110,1.03667879841,0.0968158415233,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C04,PC9c1-D1a_C04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,0.0,M,93,0,2017-06-02 15:07:51,93,1.10511039773,0.103206695551,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C05,PC9c1-D1a_C05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,0.0,M,111,1,2017-06-02 15:07:51,112,0.973841592968,0.0909474501436,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C06,PC9c1-D1a_C06,PC9c1,4.1,ly294002,1.23e-07,M,osimertinib,0.0,M,72,1,2017-06-02 15:07:51,73,1.0767985896,0.100562644633,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C07,PC9c1-D1a_C07,PC9c1,4.1,ly294002,4.11e-08,M,osimertinib,0.0,M,105,0,2017-06-02 15:07:51,105,0.913897103827,0.0853492106795,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C08,PC9c1-D1a_C08,PC9c1,4.1,ly294002,0.0,M,osimertinib,0.0,M,112,1,2017-06-02 15:07:51,113,1.06693349204,0.0996413392844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C09,PC9c1-D1a_C09,PC9c1,4.1,quercetin,1e-05,M,osimertinib,0.0,M,101,0,2017-06-02 15:07:51,101,1.01825769423,0.0950954873441,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C10,PC9c1-D1a_C10,PC9c1,4.1,quercetin,3.1e-06,M,osimertinib,0.0,M,95,1,2017-06-02 15:07:51,96,1.03976460545,0.0971040262582,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C11,PC9c1-D1a_C11,PC9c1,4.1,quercetin,1.11e-06,M,osimertinib,0.0,M,101,1,2017-06-02 15:07:51,102,0.938297772212,0.0876279987159,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C12,PC9c1-D1a_C12,PC9c1,4.1,quercetin,3.7e-07,M,osimertinib,0.0,M,72,1,2017-06-02 15:07:51,73,0.876457550558,0.0818527160453,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C13,PC9c1-D1a_C13,PC9c1,4.1,quercetin,1.23e-07,M,osimertinib,0.0,M,95,0,2017-06-02 15:07:51,95,0.900905935642,0.084135960363,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C14,PC9c1-D1a_C14,PC9c1,4.1,quercetin,4.11e-08,M,osimertinib,0.0,M,100,0,2017-06-02 15:07:51,100,1.03074897116,0.0962620526191,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C15,PC9c1-D1a_C15,PC9c1,4.1,quercetin,0.0,M,osimertinib,0.0,M,77,0,2017-06-02 15:07:51,77,1.12026747624,0.104622221086,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C16,PC9c1-D1a_C16,PC9c1,4.1,tyrphostinag370,1e-05,M,osimertinib,0.0,M,108,2,2017-06-02 15:07:51,110,1.11460011347,0.104092943844,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C17,PC9c1-D1a_C17,PC9c1,4.1,tyrphostinag370,3.1e-06,M,osimertinib,0.0,M,99,0,2017-06-02 15:07:51,99,1.0386141328,0.0969965831644,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C18,PC9c1-D1a_C18,PC9c1,4.1,tyrphostinag370,1.11e-06,M,osimertinib,0.0,M,95,0,2017-06-02 15:07:51,95,1.02578560628,0.0957985220171,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C19,PC9c1-D1a_C19,PC9c1,4.1,tyrphostinag370,3.7e-07,M,osimertinib,0.0,M,82,0,2017-06-02 15:07:51,82,1.06735026202,0.0996802615971,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C20,PC9c1-D1a_C20,PC9c1,4.1,tyrphostinag370,1.23e-07,M,osimertinib,0.0,M,90,1,2017-06-02 15:07:51,91,0.915684174713,0.0855161059338,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C21,PC9c1-D1a_C21,PC9c1,4.1,tyrphostinag370,4.11e-08,M,osimertinib,0.0,M,65,0,2017-06-02 15:07:51,65,1.05379355755,0.0984141956239,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C22,PC9c1-D1a_C22,PC9c1,4.1,tyrphostinag370,0.0,M,osimertinib,0.0,M,94,0,2017-06-02 15:07:51,94,1.06855928302,0.0997931725441,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,C23,PC9c1-D1a_C23,PC9c1,4.1,control,0.0,M,control,0.0,M,75,1,2017-06-02 15:07:51,76,1.02837709622,0.0960405422842,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,D02,PC9c1-D1a_D02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,1.99572595243e-08,M,101,1,2017-06-02 15:07:51,102,0.206675517908,0.0193015080651,2e-09,0.0948259857325,,0.0237715230522,
HTS015,2017-06-02,PC9c1-D1a,93964,D03,PC9c1-D1a_D03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,1.99572595243e-08,M,80,0,2017-06-02 15:07:51,80,0.477056038351,0.0445524514222,2e-09,0.00695035727808,,0.852846283756,1.52023832052
HTS015,2017-06-02,PC9c1-D1a,93964,D04,PC9c1-D1a_D04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,1.99572595243e-08,M,83,1,2017-06-02 15:07:51,84,0.425468156469,0.0397346388033,2e-09,0.0904877029523,,0.467929507749,0.732955267598
HTS015,2017-06-02,PC9c1-D1a,93964,D05,PC9c1-D1a_D05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,1.99572595243e-08,M,69,0,2017-06-02 15:07:51,69,0.423358106467,0.039537580402,2e-09,0.0313107456876,,0.455938612265,0.66161514599
HTS015,2017-06-02,PC9c1-D1a,93964,D06,PC9c1-D1a_D06,PC9c1,4.1,ly294002,1.23e-07,M,osimertinib,1.99572595243e-08,M,90,2,2017-06-02 15:07:51,92,0.396451047847,0.0370247195938,2e-09,0.106286545485,,0.331631651119,0.427752640863
HTS015,2017-06-02,PC9c1-D1a,93964,D07,PC9c1-D1a_D07,PC9c1,4.1,ly294002,4.11e-08,M,osimertinib,1.99572595243e-08,M,80,0,2017-06-02 15:07:51,80,0.473380176186,0.044209161206,2e-09,-0.0466983111015,,0.812492379087,1.22890192376
HTS015,2017-06-02,PC9c1-D1a,93964,D08,PC9c1-D1a_D08,PC9c1,4.1,ly294002,0.0,M,osimertinib,1.99572595243e-08,M,71,1,2017-06-02 15:07:51,72,0.444896136759,0.0415490255388,2e-09,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,D09,PC9c1-D1a_D09,PC9c1,4.1,quercetin,1e-05,M,osimertinib,1.99572595243e-08,M,83,0,2017-06-02 15:07:51,83,0.486150936432,0.0454018275381,2e-09,-0.0107450178758,,0.941754553876,
HTS015,2017-06-02,PC9c1-D1a,93964,D10,PC9c1-D1a_D10,PC9c1,4.1,quercetin,3.1e-06,M,osimertinib,1.99572595243e-08,M,76,0,2017-06-02 15:07:51,76,0.44452497274,0.0415143623848,2e-09,0.0409221298326,,0.583074941796,
HTS015,2017-06-02,PC9c1-D1a,93964,D11,PC9c1-D1a_D11,PC9c1,4.1,quercetin,1.11e-06,M,osimertinib,1.99572595243e-08,M,72,0,2017-06-02 15:07:51,72,0.507459398004,0.0473918331617,2e-09,-0.0693853065384,,1.19984964336,
HTS015,2017-06-02,PC9c1-D1a,93964,D12,PC9c1-D1a_D12,PC9c1,4.1,quercetin,3.7e-07,M,osimertinib,1.99572595243e-08,M,82,1,2017-06-02 15:07:51,83,0.414294639761,0.0386911396746,2e-09,-0.00509261824951,,0.409681569466,
HTS015,2017-06-02,PC9c1-D1a,93964,D13,PC9c1-D1a_D13,PC9c1,4.1,quercetin,1.23e-07,M,osimertinib,1.99572595243e-08,M,64,0,2017-06-02 15:07:51,64,0.447848363651,0.0418247351716,2e-09,-0.0272318377032,,0.605699490785,
HTS015,2017-06-02,PC9c1-D1a,93964,D14,PC9c1-D1a_D14,PC9c1,4.1,quercetin,4.11e-08,M,osimertinib,1.99572595243e-08,M,73,2,2017-06-02 15:07:51,75,0.472379752434,0.0441157312376,2e-09,0.0088581151627,,0.803166163687,
HTS015,2017-06-02,PC9c1-D1a,93964,D15,PC9c1-D1a_D15,PC9c1,4.1,quercetin,0.0,M,osimertinib,1.99572595243e-08,M,80,3,2017-06-02 15:07:51,83,0.480314567819,0.0448567667733,2e-09,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,D16,PC9c1-D1a_D16,PC9c1,4.1,tyrphostinag370,1e-05,M,osimertinib,1.99572595243e-08,M,63,0,2017-06-02 15:07:51,63,0.494120362202,0.0461460953514,2e-09,0.0262660721649,,351583.299569,
HTS015,2017-06-02,PC9c1-D1a,93964,D17,PC9c1-D1a_D17,PC9c1,4.1,tyrphostinag370,3.1e-06,M,osimertinib,1.99572595243e-08,M,64,0,2017-06-02 15:07:51,64,0.410631736583,0.0383490597033,2e-09,0.0742782313231,,317893.566626,
HTS015,2017-06-02,PC9c1-D1a,93964,D18,PC9c1-D1a_D18,PC9c1,4.1,tyrphostinag370,1.11e-06,M,osimertinib,1.99572595243e-08,M,58,2,2017-06-02 15:07:51,60,0.450595574381,0.0420812982644,2e-09,0.0283249888111,,67892.1449829,
HTS015,2017-06-02,PC9c1-D1a,93964,D19,PC9c1-D1a_D19,PC9c1,4.1,tyrphostinag370,3.7e-07,M,osimertinib,1.99572595243e-08,M,82,0,2017-06-02 15:07:51,82,0.535319782582,0.0499937254568,2e-09,-0.0369934408198,,7712.91671369,
HTS015,2017-06-02,PC9c1-D1a,93964,D20,PC9c1-D1a_D20,PC9c1,4.1,tyrphostinag370,1.23e-07,M,osimertinib,1.99572595243e-08,M,65,0,2017-06-02 15:07:51,65,0.488892197692,0.0456578350075,2e-09,-0.0613759818524,,4621.78370783,
HTS015,2017-06-02,PC9c1-D1a,93964,D21,PC9c1-D1a_D21,PC9c1,4.1,tyrphostinag370,4.11e-08,M,osimertinib,1.99572595243e-08,M,86,0,2017-06-02 15:07:51,86,0.508998488033,0.0475355693861,2e-09,-0.0170015239693,,1197.87086131,
HTS015,2017-06-02,PC9c1-D1a,93964,D22,PC9c1-D1a_D22,PC9c1,4.1,tyrphostinag370,0.0,M,osimertinib,1.99572595243e-08,M,59,0,2017-06-02 15:07:51,59,0.49136715904,0.0458889726231,2e-09,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,D23,PC9c1-D1a_D23,PC9c1,4.1,control,0.0,M,control,0.0,M,85,0,2017-06-02 15:07:51,85,0.995985819367,0.0930155081737,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,E02,PC9c1-D1a_E02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,1.16333094793e-07,M,127,1,2017-06-02 15:07:51,128,0.193237969417,0.018046570116,2e-08,0.0229902646167,,0.108381572958,
HTS015,2017-06-02,PC9c1-D1a,93964,E03,PC9c1-D1a_E03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,1.16333094793e-07,M,114,1,2017-06-02 15:07:51,115,0.35397656621,0.0330580110152,2e-08,-0.00686105625659,,1.15212071017,1.26602094895
HTS015,2017-06-02,PC9c1-D1a,93964,E04,PC9c1-D1a_E04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,1.16333094793e-07,M,142,4,2017-06-02 15:07:51,146,0.261580432845,0.0244290997083,2e-08,0.108448316514,,0.331211102496,
HTS015,2017-06-02,PC9c1-D1a,93964,E05,PC9c1-D1a_E05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,1.16333094793e-07,M,101,3,2017-06-02 15:07:51,104,0.385905383567,0.0360398558508,2e-08,-0.0598299186541,,1.70323427562,2.06567101462
HTS015,2017-06-02,PC9c1-D1a,93964,E06,PC9c1-D1a_E06,PC9c1,4.1,ly294002,1.23e-07,M,osimertinib,1.16333094793e-07,M,97,1,2017-06-02 15:07:51,98,0.339280067593,0.0316854992177,2e-08,0.0212689203089,,0.956495720155,0.759245247904
HTS015,2017-06-02,PC9c1-D1a,93964,E07,PC9c1-D1a_E07,PC9c1,4.1,ly294002,4.11e-08,M,osimertinib,1.16333094793e-07,M,127,2,2017-06-02 15:07:51,129,0.33459865602,0.031248300346,2e-08,-0.0285946558163,,0.900899945476,0.66410030229
HTS015,2017-06-02,PC9c1-D1a,93964,E08,PC9c1-D1a_E08,PC9c1,4.1,ly294002,0.0,M,osimertinib,1.16333094793e-07,M,128,0,2017-06-02 15:07:51,128,0.330602668176,0.0308751134665,2e-08,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,E09,PC9c1-D1a_E09,PC9c1,4.1,quercetin,1e-05,M,osimertinib,1.16333094793e-07,M,134,1,2017-06-02 15:07:51,135,0.343358323354,0.0320663691304,2e-08,-0.00241082897219,,1.007454489,
HTS015,2017-06-02,PC9c1-D1a,93964,E10,PC9c1-D1a_E10,PC9c1,4.1,quercetin,3.1e-06,M,osimertinib,1.16333094793e-07,M,108,0,2017-06-02 15:07:51,108,0.332484729736,0.0310508799373,2e-08,0.0156640139306,,0.876773281326,
HTS015,2017-06-02,PC9c1-D1a,93964,E11,PC9c1-D1a_E11,PC9c1,4.1,quercetin,1.11e-06,M,osimertinib,1.16333094793e-07,M,127,0,2017-06-02 15:07:51,127,0.3264936526,0.0304913708825,2e-08,-0.0123194742633,,0.811393833097,
HTS015,2017-06-02,PC9c1-D1a,93964,E12,PC9c1-D1a_E12,PC9c1,4.1,quercetin,3.7e-07,M,osimertinib,1.16333094793e-07,M,111,1,2017-06-02 15:07:51,112,0.338374638885,0.0316009408739,2e-08,-0.0449066813257,,0.945493824933,
HTS015,2017-06-02,PC9c1-D1a,93964,E13,PC9c1-D1a_E13,PC9c1,4.1,quercetin,1.23e-07,M,osimertinib,1.16333094793e-07,M,127,0,2017-06-02 15:07:51,127,0.33271163318,0.0310720705393,2e-08,-0.0310575203053,,0.879311293158,
HTS015,2017-06-02,PC9c1-D1a,93964,E14,PC9c1-D1a_E14,PC9c1,4.1,quercetin,4.11e-08,M,osimertinib,1.16333094793e-07,M,119,0,2017-06-02 15:07:51,119,0.349309295653,0.0326221327785,2e-08,-0.00417929462769,,1.08591098682,
HTS015,2017-06-02,PC9c1-D1a,93964,E15,PC9c1-D1a_E15,PC9c1,4.1,quercetin,0.0,M,osimertinib,1.16333094793e-07,M,129,3,2017-06-02 15:07:51,132,0.350924600623,0.0327729867462,2e-08,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,E16,PC9c1-D1a_E16,PC9c1,4.1,tyrphostinag370,1e-05,M,osimertinib,1.16333094793e-07,M,141,4,2017-06-02 15:07:51,145,0.370288114473,0.0345813529356,2e-08,0.00291811620778,,1755262.28344,
HTS015,2017-06-02,PC9c1-D1a,93964,E17,PC9c1-D1a_E17,PC9c1,4.1,tyrphostinag370,3.1e-06,M,osimertinib,1.16333094793e-07,M,105,0,2017-06-02 15:07:51,105,0.385002991991,0.0359555811459,2e-08,-0.0372394659069,,446212.023403,
HTS015,2017-06-02,PC9c1-D1a,93964,E18,PC9c1-D1a_E18,PC9c1,4.1,tyrphostinag370,1.11e-06,M,osimertinib,1.16333094793e-07,M,177,3,2017-06-02 15:07:51,180,0.299888191747,0.0280066764087,2e-08,0.0435799049989,,531715.956934,
HTS015,2017-06-02,PC9c1-D1a,93964,E19,PC9c1-D1a_E19,PC9c1,4.1,tyrphostinag370,3.7e-07,M,osimertinib,1.16333094793e-07,M,128,1,2017-06-02 15:07:51,129,0.326795577615,0.0305195677787,2e-08,0.0305897871366,,119231.040722,
HTS015,2017-06-02,PC9c1-D1a,93964,E20,PC9c1-D1a_E20,PC9c1,4.1,tyrphostinag370,1.23e-07,M,osimertinib,1.16333094793e-07,M,123,0,2017-06-02 15:07:51,123,0.343566998295,0.0320858573653,2e-08,-0.0369646256514,,31226.0702133,
HTS015,2017-06-02,PC9c1-D1a,93964,E21,PC9c1-D1a_E21,PC9c1,4.1,tyrphostinag370,4.11e-08,M,osimertinib,1.16333094793e-07,M,102,1,2017-06-02 15:07:51,103,0.350063174778,0.0326925378472,2e-08,0.0027829417584,,9528.57046499,
HTS015,2017-06-02,PC9c1-D1a,93964,E22,PC9c1-D1a_E22,PC9c1,4.1,tyrphostinag370,0.0,M,osimertinib,1.16333094793e-07,M,125,1,2017-06-02 15:07:51,126,0.332084201299,0.0310134744287,2e-08,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,E23,PC9c1-D1a_E23,PC9c1,4.1,control,0.0,M,control,0.0,M,98,1,2017-06-02 15:07:51,99,1.0286718505,0.0960680695023,0.0,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,F02,PC9c1-D1a_F02,PC9c1,4.1,ly294002,1e-05,M,osimertinib,1.43781843954e-07,M,61,0,2017-06-02 15:07:51,61,0.349374619558,0.0326282334038,2e-07,-0.136397990848,,1.34564591037,1.79564597971
HTS015,2017-06-02,PC9c1-D1a,93964,F03,PC9c1-D1a_F03,PC9c1,4.1,ly294002,3.1e-06,M,osimertinib,1.43781843954e-07,M,87,1,2017-06-02 15:07:51,88,0.363458409884,0.0339435241325,2e-07,-0.0215627670078,,1.60174366917,1.83075791139
HTS015,2017-06-02,PC9c1-D1a,93964,F04,PC9c1-D1a_F04,PC9c1,4.1,ly294002,1.11e-06,M,osimertinib,1.43781843954e-07,M,115,0,2017-06-02 15:07:51,115,0.339889369353,0.0317424021491,2e-07,0.0245749473288,,1.19158948017,1.00962374287
HTS015,2017-06-02,PC9c1-D1a,93964,F05,PC9c1-D1a_F05,PC9c1,4.1,ly294002,3.7e-07,M,osimertinib,1.43781843954e-07,M,106,0,2017-06-02 15:07:51,106,0.31121133631,0.0290641493417,2e-07,0.00996065833096,,0.820230447696,0.394189870949
HTS015,2017-06-02,PC9c1-D1a,93964,F06,PC9c1-D1a_F06,PC9c1,4.1,ly294002,1.23e-07,M,osimertinib,1.43781843954e-07,M,138,0,2017-06-02 15:07:51,138,0.31139628631,0.0290814218951,2e-07,0.043730824039,,0.82222321447,0.383414767146
HTS015,2017-06-02,PC9c1-D1a,93964,F07,PC9c1-D1a_F07,PC9c1,4.1,ly294002,4.11e-08,M,osimertinib,1.43781843954e-07,M,98,0,2017-06-02 15:07:51,98,0.331280951455,0.0309384586092,2e-07,-0.0298785900728,,1.06694455121,0.745862246346
HTS015,2017-06-02,PC9c1-D1a,93964,F08,PC9c1-D1a_F08,PC9c1,4.1,ly294002,0.0,M,osimertinib,1.43781843954e-07,M,140,0,2017-06-02 15:07:51,140,0.29738539772,0.0277729394882,2e-07,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,F09,PC9c1-D1a_F09,PC9c1,4.1,quercetin,1e-05,M,osimertinib,1.43781843954e-07,M,130,1,2017-06-02 15:07:51,131,0.302347948872,0.0282363940959,2e-07,0.0334724320563,,0.728159412441,
HTS015,2017-06-02,PC9c1-D1a,93964,F10,PC9c1-D1a_F10,PC9c1,4.1,quercetin,3.1e-06,M,osimertinib,1.43781843954e-07,M,100,1,2017-06-02 15:07:51,101,0.336511883709,0.0314269774339,2e-07,0.00640145527838,,1.14112082605,
HTS015,2017-06-02,PC9c1-D1a,93964,F11,PC9c1-D1a_F11,PC9c1,4.1,quercetin,1.11e-06,M,osimertinib,1.43781843954e-07,M,107,1,2017-06-02 15:07:51,108,0.355065732672,0.0331597287003,2e-07,-0.0456160549785,,1.44246195996,
HTS015,2017-06-02,PC9c1-D1a,93964,F12,PC9c1-D1a_F12,PC9c1,4.1,quercetin,3.7e-07,M,osimertinib,1.43781843954e-07,M,102,1,2017-06-02 15:07:51,103,0.33894748,0.0316544387313,2e-07,-0.049892646274,,1.1771519464,
HTS015,2017-06-02,PC9c1-D1a,93964,F13,PC9c1-D1a_F13,PC9c1,4.1,quercetin,1.23e-07,M,osimertinib,1.43781843954e-07,M,116,1,2017-06-02 15:07:51,117,0.364349601283,0.0340267528486,2e-07,-0.0672317143255,,1.618507937,
HTS015,2017-06-02,PC9c1-D1a,93964,F14,PC9c1-D1a_F14,PC9c1,4.1,quercetin,4.11e-08,M,osimertinib,1.43781843954e-07,M,116,0,2017-06-02 15:07:51,116,0.336678104836,0.0314425008904,2e-07,0.00326188687521,,1.14352107781,
HTS015,2017-06-02,PC9c1-D1a,93964,F15,PC9c1-D1a_F15,PC9c1,4.1,quercetin,0.0,M,osimertinib,1.43781843954e-07,M,109,1,2017-06-02 15:07:51,110,0.356695502476,0.0333119335446,2e-07,,,,
HTS015,2017-06-02,PC9c1-D1a,93964,F16,PC9c1-D1a_F16,PC9c1,4.1,tyrphostinag370,1e-05,M,osimertinib,1.43781843954e-07,M,126,0,2017-06-02 15:07:51,126,0.314043273243,0.0293286250478,2e-07,0.0535507423085,,3879555.52085,
HTS015,2017-06-02,PC9c1-D1a,93964,F17,PC9c1-D1a_F17,PC9c1,4.1,tyrphostinag370,3.1e-06,M,osimertinib,1.43781843954e-07,M,129,1,2017-06-02 15:07:51,130,0.334797079399,0.0312668311835,2e-07,0.00773683484574,,890852.170761,
HTS015,2017-06-02,PC9c1-D1a,93964,F18,PC9c1-D1a_F18,PC9c1,4.1,tyrphostinag370,1.11e-06,M,osimertinib,1.43781843954e-07,M,87,2,2017-06-02 15:07:51,89,0.35960360291,0.0335835221901,2e-07,-0.0213005240295,,225481.590676,
HTS015,2017-06-02,PC9c1-D1a,93964,F19,PC9c1-D1a_F19,PC9c1,4.1,tyrphostinag370,3.7e-07,M,osimertinib,1.43781843954e-07,M,128,0,2017-06-02 15:07:51,128,0.346950873189,0.0324018787753,2e-07,0.00506018806455,,89579.1632794,
HTS015,2017-06-02,PC9c1-D1a,93964,F20,PC9c1-D1a_F20,PC9c1,4.1,tyrphostinag370,1.23e-07,M,osimertinib,1.43781843954e-07,M,111,0,2017-06-02 15:07:51,111,0.311611887163,0.0291015569437,2e-07,-0.00962015156931,,49460.5168981,
