column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.id,expt.id,per_via,per_via_std,bliss,loewe_pervia,CI,loewe
6,D,471,0,D06,0,dasatinib,1.25e-07,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2218752599,0.0,-0.124689998444,,0.455106776045,
7,D,490,0,D07,0,dasatinib,6.25e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2055352984,0.0,-0.101375724073,,0.372961864062,
8,D,482,0,D08,0,dasatinib,3.125e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2006551564,0.0,-0.0997689797392,,0.352775120715,
9,D,436,0,D09,0,dasatinib,1.5625e-08,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2483305072,0.0,-0.141232880131,,0.609967127004,
10,D,362,0,D10,0,dasatinib,7.8125e-09,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2428632908,0.0,-0.132382010613,,0.556375608412,
11,D,278,0,D11,0,dasatinib,3.90625e-09,M,osimertinib,1e-07,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2617085444,0.0,-0.136845283529,,0.690939291431,
2,E,253,0,E02,0,dasatinib,0.0,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.3757107141,0.0,,,,
3,E,323,0,E03,0,dasatinib,1e-06,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2680276855,0.0,-0.167077446982,,18.3825663756,
4,E,437,0,E04,0,dasatinib,5e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2479116984,0.0,-0.15586636617,,1.28115832306,
5,E,392,0,E05,0,dasatinib,2.5e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2302766636,0.0,-0.139688066331,,0.306549092431,
6,E,438,0,E06,0,dasatinib,1.25e-07,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2132684339,0.0,-0.119666477215,,0.206489012325,
7,E,472,0,E07,0,dasatinib,6.25e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2105931367,0.0,-0.1102740161,,0.198110769511,
8,E,469,0,E08,0,dasatinib,3.125e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2057710661,0.0,-0.108604650159,,0.186975783773,
9,E,470,0,E09,0,dasatinib,1.5625e-08,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.20665859,0.0,-0.103509745208,,0.188626993984,
10,E,352,0,E10,0,dasatinib,7.8125e-09,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2419084099,0.0,-0.135500670211,,0.279118116589,
11,E,323,0,E11,0,dasatinib,3.90625e-09,M,osimertinib,5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2559528535,0.0,-0.135693409213,,0.329452977087,
2,F,281,0,F02,0,dasatinib,0.0,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.3995807845,0.0,,,,
3,F,258,0,F03,0,dasatinib,1e-06,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2652252683,0.0,-0.1578613471,,13.5209457929,
4,F,329,0,F04,0,dasatinib,5e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2576586059,0.0,-0.159765347386,,3.09156510984,
5,F,395,0,F05,0,dasatinib,2.5e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2327403989,0.0,-0.13639642625,,0.210699001351,
6,F,348,0,F06,0,dasatinib,1.25e-07,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2206810472,0.0,-0.121132267037,,0.119695923154,
7,F,354,0,F07,0,dasatinib,6.25e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.1911865181,0.0,-0.0844938117033,,0.0792377179064,
8,F,418,0,F08,0,dasatinib,3.125e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2225017484,0.0,-0.119162047797,,0.114734817514,
9,F,352,0,F09,0,dasatinib,1.5625e-08,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2222308361,0.0,-0.112528624331,,0.112770052981,
10,F,383,0,F10,0,dasatinib,7.8125e-09,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2320657074,0.0,-0.118897553004,,0.125504578611,
11,F,320,0,F11,0,dasatinib,3.90625e-09,M,osimertinib,2.5e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2431539228,0.0,-0.115254021923,,0.141821171639,
2,G,240,0,G02,0,dasatinib,0.0,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.374947971,0.0,,,,
3,G,206,0,G03,0,dasatinib,1e-06,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2499016759,0.0,-0.149156379895,,2.55773332039,
4,G,249,0,G04,0,dasatinib,5e-07,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2401159919,0.0,-0.14825752403,,0.476026929059,
5,G,271,0,G05,0,dasatinib,2.5e-07,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.229637266,0.0,-0.139232575724,,0.120229036759,
6,G,257,0,G06,0,dasatinib,1.25e-07,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2001306753,0.0,-0.106718743131,,0.0445770967313,
7,G,227,0,G07,0,dasatinib,6.25e-08,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2168498394,0.0,-0.116734380059,,0.0557647281714,
8,G,295,0,G08,0,dasatinib,3.125e-08,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2049325264,0.0,-0.107963371305,,0.0465726191292,
9,G,286,0,G09,0,dasatinib,1.5625e-08,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2264337515,0.0,-0.123494312686,,0.0606460664719,
10,G,235,0,G10,0,dasatinib,7.8125e-09,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.2420174803,0.0,-0.135825762583,,0.0758431856043,
11,G,243,0,G11,0,dasatinib,3.90625e-09,M,osimertinib,1.25e-08,M,2017-08-24,PC9c1.1,3,Dasatinib_Osimertinib,0.243747652,0.0,-0.123732350501,,0.0738904806426,
2,B,151,0,B02,0,dasatinib,0.0,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.4521518965,0.0,,,,
3,B,189,0,B03,0,dasatinib,1e-06,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2704072103,0.0,,,23.289087826,
4,B,182,0,B04,0,dasatinib,5e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2708259756,0.0,,,12.1959016955,
5,B,212,0,B05,0,dasatinib,2.5e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2555904471,0.0,,,1.20716384134,
6,B,258,0,B06,0,dasatinib,1.25e-07,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.243950156,0.0,,,0.193267771386,
7,B,205,0,B07,0,dasatinib,6.25e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2411026486,0.0,,,0.0909538913055,
8,B,170,0,B08,0,dasatinib,3.125e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2824008837,0.0,,,2.6057972369,
9,B,236,0,B09,0,dasatinib,1.5625e-08,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2614492525,0.0,,,0.179532111912,
10,B,217,0,B10,0,dasatinib,7.8125e-09,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2690941741,0.0,,,0.201738004167,
11,B,151,0,B11,0,dasatinib,3.90625e-09,M,osimertinib,6.25e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3102365301,0.0,,,5.32966907145,
2,C,217,0,C02,0,dasatinib,0.0,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.5878332298,0.0,,,,
3,C,298,0,C03,0,dasatinib,1e-06,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2755639476,0.0,,,40.1167933413,
4,C,320,0,C04,0,dasatinib,5e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2688863415,0.0,,,9.90581569702,
5,C,294,0,C05,0,dasatinib,2.5e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2613841358,0.0,,,2.22358349951,
6,C,281,0,C06,0,dasatinib,1.25e-07,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2533226009,0.0,,,0.47357131852,
7,C,374,0,C07,0,dasatinib,6.25e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2496201498,0.0,,,0.16872975672,
8,C,369,0,C08,0,dasatinib,3.125e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2633375623,0.0,,,0.361140332278,
9,C,316,0,C09,0,dasatinib,1.5625e-08,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2427179165,0.0,,,0.0343250079829,
10,C,271,0,C10,0,dasatinib,7.8125e-09,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2719539643,0.0,,,0.236501033342,
11,C,166,0,C11,0,dasatinib,3.90625e-09,M,osimertinib,3.125e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3522914477,0.0,,,283.848363072,
2,D,176,0,D02,0,dasatinib,0.0,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.7883008259,0.0,,,,
3,D,265,0,D03,0,dasatinib,1e-06,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2790545545,0.0,,,57.7915731697,
4,D,366,0,D04,0,dasatinib,5e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2747081908,0.0,,,18.3324954501,
5,D,429,0,D05,0,dasatinib,2.5e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2670033051,0.0,,,4.05120462497,
6,D,464,0,D06,0,dasatinib,1.25e-07,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2603776842,0.0,,,0.997436062323,
7,D,441,0,D07,0,dasatinib,6.25e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2736250418,0.0,,,2.05440315635,
8,D,401,0,D08,0,dasatinib,3.125e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2652452164,0.0,,,0.428717222901,
9,D,356,0,D09,0,dasatinib,1.5625e-08,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3206552328,0.0,,,57.9938097401,
10,D,354,0,D10,0,dasatinib,7.8125e-09,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3181508582,0.0,,,22.7810906952,
11,D,188,0,D11,0,dasatinib,3.90625e-09,M,osimertinib,1.5625e-09,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3604602198,0.0,,,599.154482455,
2,E,216,0,E02,0,dasatinib,0.0,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.9851577813,0.0,,,,
3,E,309,0,E03,0,dasatinib,1e-06,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2675547802,0.0,,,17.1507906967,
4,E,295,0,E04,0,dasatinib,5e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.281970958,0.0,,,39.1269039358,
5,E,354,0,E05,0,dasatinib,2.5e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2902886246,0.0,,,45.9714414513,
6,E,378,0,E06,0,dasatinib,1.25e-07,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2884376564,0.0,,,19.0339304447,
7,E,391,0,E07,0,dasatinib,6.25e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3046663156,0.0,,,48.6825928208,
8,E,433,0,E08,0,dasatinib,3.125e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3122016813,0.0,,,51.0785697299,
9,E,430,0,E09,0,dasatinib,1.5625e-08,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3030403809,0.0,,,10.3638145042,
10,E,421,0,E10,0,dasatinib,7.8125e-09,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3734264238,0.0,,,3865.21259103,
11,E,218,0,E11,0,dasatinib,3.90625e-09,M,osimertinib,7.8125e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.425687906,0.0,,,187567.756187,3.1650337347
2,F,153,0,F02,0,dasatinib,0.0,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,1.1536048788,0.0,,,,
3,F,227,0,F03,0,dasatinib,1e-06,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.292974092,0.0,,,241.510869357,
4,F,276,0,F04,0,dasatinib,5e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2526999411,0.0,,,1.69947855734,
5,F,276,0,F05,0,dasatinib,2.5e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3007431207,0.0,,,131.833054281,
6,F,295,0,F06,0,dasatinib,1.25e-07,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3012311987,0.0,,,69.2057628293,
7,F,331,0,F07,0,dasatinib,6.25e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3258081555,0.0,,,380.146155842,
8,F,386,0,F08,0,dasatinib,3.125e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3787039712,0.0,,,24783.9450291,
9,F,321,0,F09,0,dasatinib,1.5625e-08,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3594875694,0.0,,,2193.39548701,
10,F,297,0,F10,0,dasatinib,7.8125e-09,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.4320609988,0.0,,,647532.690196,6.48606682204
11,F,203,0,F11,0,dasatinib,3.90625e-09,M,osimertinib,3.9063e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.5601052114,0.0,,,15957549126.0,7.2020090195
2,G,130,0,G02,0,dasatinib,0.0,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,1.1836717801,0.0,,,,
3,G,150,0,G03,0,dasatinib,1e-06,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2896422553,0.0,,,172.141123853,
4,G,139,0,G04,0,dasatinib,5e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.2857321168,0.0,,,57.6772704674,
5,G,197,0,G05,0,dasatinib,2.5e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3056493816,0.0,,,214.592348515,
6,G,227,0,G06,0,dasatinib,1.25e-07,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3367534844,0.0,,,2143.76441308,
7,G,198,0,G07,0,dasatinib,6.25e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.3665352975,0.0,,,16629.8562578,
8,G,177,0,G08,0,dasatinib,3.125e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.4051166379,0.0,,,253682.217731,20.9146618219
9,G,185,0,G09,0,dasatinib,1.5625e-08,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.4524665825,0.0,,,7347723.59517,14.8920204291
10,G,184,0,G10,0,dasatinib,7.8125e-09,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.5205993312,0.0,,,1132274361.88,11.4117592809
11,G,145,0,G11,0,dasatinib,3.90625e-09,M,osimertinib,1.9531e-10,M,2017-08-24,PC9c1.1,4,Dasatinib_Osimertinib,0.6975611087,0.0,,,4.13319054945e+15,15.0094294426
