BlockId,Col,Row,Value,Replicate
3,1.0,1.0,1.190721,1
3,2.0,1.0,5.45115,1
3,3.0,1.0,34.511883,1
3,4.0,1.0,62.129505,1
3,5.0,1.0,109.79749,1
3,6.0,1.0,121.42681,1
3,1.0,2.0,2.103873,1
3,2.0,2.0,5.844223,1
3,3.0,2.0,45.19304,1
3,4.0,2.0,63.733864,1
3,5.0,2.0,122.97624,1
3,6.0,2.0,121.80122,1
3,1.0,3.0,4.184669,1
3,2.0,3.0,10.824009,1
3,3.0,3.0,41.760242,1
3,4.0,3.0,95.623825,1
3,5.0,3.0,100.76559,1
3,6.0,3.0,103.04709,1
3,1.0,4.0,7.792697,1
3,2.0,4.0,16.02765,1
3,3.0,4.0,34.283543,1
3,4.0,4.0,104.51615,1
3,5.0,4.0,113.18016,1
3,6.0,4.0,102.914536,1
3,1.0,5.0,17.580656,1
3,2.0,5.0,31.49563,1
3,3.0,5.0,54.79558,1
3,4.0,5.0,107.15046,1
3,5.0,5.0,99.81724,1
3,6.0,5.0,120.697044,1
3,1.0,6.0,18.634737,1
3,2.0,6.0,35.88182,1
3,3.0,6.0,44.179775,1
3,4.0,6.0,105.03304,1
3,5.0,6.0,109.665634,1
3,6.0,6.0,120.70434,1
4,1.0,1.0,12.799044,1
4,2.0,1.0,19.575115,1
4,3.0,1.0,40.097553,1
4,4.0,1.0,69.11606,1
4,5.0,1.0,93.23787,1
4,6.0,1.0,103.0758,1
4,1.0,2.0,22.207022,1
4,2.0,2.0,31.705078,1
4,3.0,2.0,53.20959,1
4,4.0,2.0,96.614174,1
4,5.0,2.0,107.426125,1
4,6.0,2.0,109.19867,1
4,1.0,3.0,21.128227,1
4,2.0,3.0,25.887218,1
4,3.0,3.0,40.24586,1
4,4.0,3.0,82.91433,1
4,5.0,3.0,111.8516,1
4,6.0,3.0,120.221985,1
4,1.0,4.0,25.27073,1
4,2.0,4.0,31.52336,1
4,3.0,4.0,45.240524,1
4,4.0,4.0,80.97248,1
4,5.0,4.0,107.80447,1
4,6.0,4.0,122.52611,1
4,1.0,5.0,16.857117,1
4,2.0,5.0,35.09504,1
4,3.0,5.0,49.97621,1
4,4.0,5.0,75.57912,1
4,5.0,5.0,109.60606,1
4,6.0,5.0,118.48855,1
4,1.0,6.0,19.313986,1
4,2.0,6.0,34.623596,1
4,3.0,6.0,50.872105,1
4,4.0,6.0,84.63534,1
4,5.0,6.0,93.90398,1
4,6.0,6.0,104.35835,1
5,1.0,1.0,21.548607,1
5,2.0,1.0,25.239212,1
5,3.0,1.0,68.925896,1
5,4.0,1.0,99.63156,1
5,5.0,1.0,108.053566,1
5,6.0,1.0,105.06525,1
5,1.0,2.0,22.77298,1
5,2.0,2.0,32.914722,1
5,3.0,2.0,58.51257,1
5,4.0,2.0,93.51408,1
5,5.0,2.0,106.77318,1
5,6.0,2.0,100.57299,1
5,1.0,3.0,25.079494,1
5,2.0,3.0,29.045006,1
5,3.0,3.0,53.415234,1
5,4.0,3.0,87.410995,1
5,5.0,3.0,97.57086,1
5,6.0,3.0,99.27349,1
5,1.0,4.0,14.872461,1
5,2.0,4.0,31.565058,1
5,3.0,4.0,54.611244,1
5,4.0,4.0,69.65433,1
5,5.0,4.0,97.220604,1
5,6.0,4.0,99.77942,1
5,1.0,5.0,18.106356,1
5,2.0,5.0,29.591372,1
5,3.0,5.0,52.91111,1
5,4.0,5.0,85.77182,1
5,5.0,5.0,93.251625,1
5,6.0,5.0,99.444435,1
5,1.0,6.0,16.076849,1
5,2.0,6.0,29.057125,1
5,3.0,6.0,46.000217,1
5,4.0,6.0,81.53848,1
5,5.0,6.0,106.35091,1
5,6.0,6.0,102.915855,1
6,1.0,1.0,26.128075,1
6,2.0,1.0,35.666027,1
6,3.0,1.0,58.12671,1
6,4.0,1.0,81.11758,1
6,5.0,1.0,90.26289,1
6,6.0,1.0,83.04601,1
6,1.0,2.0,30.931976,1
6,2.0,2.0,40.31774,1
6,3.0,2.0,60.48621,1
6,4.0,2.0,93.3162,1
6,5.0,2.0,94.85025,1
6,6.0,2.0,97.18974,1
6,1.0,3.0,19.626013,1
6,2.0,3.0,32.712337,1
6,3.0,3.0,51.044945,1
6,4.0,3.0,79.42058,1
6,5.0,3.0,98.67156,1
6,6.0,3.0,98.1773,1
6,1.0,4.0,28.84821,1
6,2.0,4.0,40.120857,1
6,3.0,4.0,55.165882,1
6,4.0,4.0,85.920265,1
6,5.0,4.0,104.84645,1
6,6.0,4.0,109.61235,1
6,1.0,5.0,34.72439,1
6,2.0,5.0,41.853745,1
6,3.0,5.0,43.14106,1
6,4.0,5.0,110.25843,1
6,5.0,5.0,132.80908,1
6,6.0,5.0,114.35211,1
6,1.0,6.0,35.43546,1
6,2.0,6.0,39.140656,1
6,3.0,6.0,46.291454,1
6,4.0,6.0,100.72871,1
6,5.0,6.0,113.32923,1
6,6.0,6.0,120.63585,1
7,1.0,1.0,14.439704,1
7,2.0,1.0,15.278762,1
7,3.0,1.0,20.408024,1
7,4.0,1.0,46.311577,1
7,5.0,1.0,65.06651,1
7,6.0,1.0,59.27867,1
7,1.0,2.0,11.079957,1
7,2.0,2.0,14.516161,1
7,3.0,2.0,28.643295,1
7,4.0,2.0,38.569836,1
7,5.0,2.0,51.35188,1
7,6.0,2.0,61.712933,1
7,1.0,3.0,10.328538,1
7,2.0,3.0,11.853755,1
7,3.0,3.0,26.986057,1
7,4.0,3.0,36.745625,1
7,5.0,3.0,44.163216,1
7,6.0,3.0,51.240192,1
7,1.0,4.0,9.814658,1
7,2.0,4.0,15.311415,1
7,3.0,4.0,18.450836,1
7,4.0,4.0,32.57938,1
7,5.0,4.0,49.66364,1
7,6.0,4.0,48.121227,1
7,1.0,5.0,10.156957,1
7,2.0,5.0,14.749002,1
7,3.0,5.0,17.429667,1
7,4.0,5.0,38.412632,1
7,5.0,5.0,41.247513,1
7,6.0,5.0,46.94222,1
7,1.0,6.0,28.104822,1
7,2.0,6.0,34.617764,1
7,3.0,6.0,54.821766,1
7,4.0,6.0,93.691444,1
7,5.0,6.0,116.779915,1
7,6.0,6.0,112.40249,1
8,1.0,1.0,21.197655,1
8,2.0,1.0,35.99878,1
8,3.0,1.0,50.27822,1
8,4.0,1.0,87.079994,1
8,5.0,1.0,111.97917,1
8,6.0,1.0,108.81846,1
8,1.0,2.0,22.087973,1
8,2.0,2.0,26.424858,1
8,3.0,2.0,57.266636,1
8,4.0,2.0,92.983604,1
8,5.0,2.0,111.79833,1
8,6.0,2.0,93.96965,1
8,1.0,3.0,19.445536,1
8,2.0,3.0,26.9313,1
8,3.0,3.0,51.843014,1
8,4.0,3.0,86.31994,1
8,5.0,3.0,110.35624,1
8,6.0,3.0,99.4149,1
8,1.0,4.0,27.782251,1
8,2.0,4.0,28.955685,1
8,3.0,4.0,41.221634,1
8,4.0,4.0,88.71548,1
8,5.0,4.0,97.98364,1
8,6.0,4.0,113.9349,1
8,1.0,5.0,25.694637,1
8,2.0,5.0,42.209106,1
8,3.0,5.0,71.14181,1
8,4.0,5.0,95.20246,1
8,5.0,5.0,132.17892,1
8,6.0,5.0,119.57787,1
8,1.0,6.0,30.787941,1
8,2.0,6.0,29.964596,1
8,3.0,6.0,53.461735,1
8,4.0,6.0,105.12927,1
8,5.0,6.0,111.3923,1
8,6.0,6.0,137.92578,1
9,1.0,1.0,27.973757,1
9,2.0,1.0,41.402912,1
9,3.0,1.0,59.2532,1
9,4.0,1.0,90.46126,1
9,5.0,1.0,100.4283,1
9,6.0,1.0,111.83955,1
9,1.0,2.0,30.206966,1
9,2.0,2.0,37.812187,1
9,3.0,2.0,71.8551,1
9,4.0,2.0,88.59775,1
9,5.0,2.0,113.80544,1
9,6.0,2.0,114.824715,1
9,1.0,3.0,24.408049,1
9,2.0,3.0,33.600307,1
9,3.0,3.0,53.184334,1
9,4.0,3.0,99.894585,1
9,5.0,3.0,113.50786,1
9,6.0,3.0,117.69093,1
9,1.0,4.0,19.692331,1
9,2.0,4.0,31.366262,1
9,3.0,4.0,44.849194,1
9,4.0,4.0,88.611046,1
9,5.0,4.0,113.67533,1
9,6.0,4.0,118.56876,1
9,1.0,5.0,17.682901,1
9,2.0,5.0,31.850082,1
9,3.0,5.0,44.168472,1
9,4.0,5.0,81.14715,1
9,5.0,5.0,112.52681,1
9,6.0,5.0,104.06654,1
9,1.0,6.0,22.381224,1
9,2.0,6.0,37.837887,1
9,3.0,6.0,47.628376,1
9,4.0,6.0,95.06108,1
9,5.0,6.0,113.75521,1
9,6.0,6.0,116.23054,1
10,1.0,1.0,26.523907,1
10,2.0,1.0,29.607645,1
10,3.0,1.0,53.166756,1
10,4.0,1.0,104.99539,1
10,5.0,1.0,118.61184,1
10,6.0,1.0,111.780876,1
10,1.0,2.0,18.286346,1
10,2.0,2.0,32.166927,1
10,3.0,2.0,56.198128,1
10,4.0,2.0,81.27371,1
10,5.0,2.0,123.46991,1
10,6.0,2.0,107.65507,1
10,1.0,3.0,20.758806,1
10,2.0,3.0,25.504448,1
10,3.0,3.0,44.972336,1
10,4.0,3.0,91.22368,1
10,5.0,3.0,108.18309,1
10,6.0,3.0,107.12472,1
10,1.0,4.0,21.757551,1
10,2.0,4.0,21.563726,1
10,3.0,4.0,40.59952,1
10,4.0,4.0,84.50999,1
10,5.0,4.0,107.06331,1
10,6.0,4.0,113.23611,1
10,1.0,5.0,19.304108,1
10,2.0,5.0,28.870106,1
10,3.0,5.0,46.016808,1
10,4.0,5.0,83.60926,1
10,5.0,5.0,120.72137,1
10,6.0,5.0,106.238434,1
10,1.0,6.0,20.54171,1
10,2.0,6.0,30.033022,1
10,3.0,6.0,48.212456,1
10,4.0,6.0,87.73855,1
10,5.0,6.0,103.7352,1
10,6.0,6.0,102.24112,1
11,1.0,1.0,9.061117,1
11,2.0,1.0,14.064616,1
11,3.0,1.0,20.725775,1
11,4.0,1.0,39.078564,1
11,5.0,1.0,47.485584,1
11,6.0,1.0,42.38957,1
11,1.0,2.0,12.859485,1
11,2.0,2.0,20.261396,1
11,3.0,2.0,26.114681,1
11,4.0,2.0,50.401073,1
11,5.0,2.0,70.43093,1
11,6.0,2.0,65.13542,1
11,1.0,3.0,21.765053,1
11,2.0,3.0,37.548393,1
11,3.0,3.0,51.51926,1
11,4.0,3.0,102.42034,1
11,5.0,3.0,118.1117,1
11,6.0,3.0,123.325935,1
11,1.0,4.0,28.90594,1
11,2.0,4.0,32.910934,1
11,3.0,4.0,76.70259,1
11,4.0,4.0,104.86766,1
11,5.0,4.0,108.4861,1
11,6.0,4.0,132.68132,1
11,1.0,5.0,32.81769,1
11,2.0,5.0,43.22926,1
11,3.0,5.0,65.62405,1
11,4.0,5.0,108.62823,1
11,5.0,5.0,116.021286,1
11,6.0,5.0,120.68547,1
11,1.0,6.0,26.344854,1
11,2.0,6.0,37.099075,1
11,3.0,6.0,61.81077,1
11,4.0,6.0,112.0342,1
11,5.0,6.0,120.850655,1
11,6.0,6.0,132.1595,1
12,1.0,1.0,8.187528,1
12,2.0,1.0,12.001366,1
12,3.0,1.0,18.081553,1
12,4.0,1.0,23.260708,1
12,5.0,1.0,41.93325,1
12,6.0,1.0,33.5005,1
12,1.0,2.0,12.594219,1
12,2.0,2.0,22.33298,1
12,3.0,2.0,25.621271,1
12,4.0,2.0,38.75196,1
12,5.0,2.0,54.773945,1
12,6.0,2.0,47.01898,1
12,1.0,3.0,13.946355,1
12,2.0,3.0,23.721497,1
12,3.0,3.0,32.128334,1
12,4.0,3.0,44.394737,1
12,5.0,3.0,63.326607,1
12,6.0,3.0,52.898277,1
12,1.0,4.0,15.968376,1
12,2.0,4.0,19.59004,1
12,3.0,4.0,35.295242,1
12,4.0,4.0,41.904762,1
12,5.0,4.0,80.48642,1
12,6.0,4.0,76.03816,1
12,1.0,5.0,20.195213,1
12,2.0,5.0,28.176748,1
12,3.0,5.0,45.827164,1
12,4.0,5.0,71.63027,1
12,5.0,5.0,93.5682,1
12,6.0,5.0,111.5816,1
12,1.0,6.0,28.598186,1
12,2.0,6.0,37.455116,1
12,3.0,6.0,54.0443,1
12,4.0,6.0,90.266495,1
12,5.0,6.0,112.9362,1
12,6.0,6.0,120.30409,1
13,1.0,1.0,18.423336,1
13,2.0,1.0,30.731045,1
13,3.0,1.0,52.097023,1
13,4.0,1.0,81.04815,1
13,5.0,1.0,100.86715,1
13,6.0,1.0,113.5831,1
13,1.0,2.0,18.759073,1
13,2.0,2.0,29.40823,1
13,3.0,2.0,43.63179,1
13,4.0,2.0,62.209934,1
13,5.0,2.0,109.77385,1
13,6.0,2.0,113.796104,1
13,1.0,3.0,22.843315,1
13,2.0,3.0,32.458694,1
13,3.0,3.0,47.382397,1
13,4.0,3.0,84.06011,1
13,5.0,3.0,100.17637,1
13,6.0,3.0,113.16679,1
13,1.0,4.0,25.431416,1
13,2.0,4.0,47.364277,1
13,3.0,4.0,48.74076,1
13,4.0,4.0,85.08937,1
13,5.0,4.0,114.06472,1
13,6.0,4.0,123.57963,1
13,1.0,5.0,32.70125,1
13,2.0,5.0,38.087486,1
13,3.0,5.0,61.405758,1
13,4.0,5.0,110.014046,1
13,5.0,5.0,121.38621,1
13,6.0,5.0,113.904144,1
13,1.0,6.0,23.388485,1
13,2.0,6.0,33.613216,1
13,3.0,6.0,72.19201,1
13,4.0,6.0,94.427864,1
13,5.0,6.0,112.30405,1
13,6.0,6.0,111.42493,1
14,1.0,1.0,0.926228,1
14,2.0,1.0,-0.751313,1
14,3.0,1.0,0.239962,1
14,4.0,1.0,0.823376,1
14,5.0,1.0,1.367272,1
14,6.0,1.0,1.367469,1
14,1.0,2.0,-0.11161,1
14,2.0,2.0,-1.331089,1
14,3.0,2.0,-0.639354,1
14,4.0,2.0,-0.536775,1
14,5.0,2.0,-0.057032,1
14,6.0,2.0,0.092412,1
14,1.0,3.0,1.44676,1
14,2.0,3.0,-0.114958,1
14,3.0,3.0,0.695659,1
14,4.0,3.0,1.179494,1
14,5.0,3.0,3.43581,1
14,6.0,3.0,2.647451,1
14,1.0,4.0,5.799479,1
14,2.0,4.0,4.094469,1
14,3.0,4.0,10.956604,1
14,4.0,4.0,23.917246,1
14,5.0,4.0,26.305672,1
14,6.0,4.0,28.580626,1
14,1.0,5.0,9.829931,1
14,2.0,5.0,9.433266,1
14,3.0,5.0,15.551923,1
14,4.0,5.0,20.459797,1
14,5.0,5.0,33.813602,1
14,6.0,5.0,39.3313,1
14,1.0,6.0,22.311026,1
14,2.0,6.0,31.304474,1
14,3.0,6.0,51.53869,1
14,4.0,6.0,102.16524,1
14,5.0,6.0,117.19125,1
14,6.0,6.0,110.495056,1
15,1.0,1.0,0.489274,1
15,2.0,1.0,-0.961971,1
15,3.0,1.0,-0.297889,1
15,4.0,1.0,0.595898,1
15,5.0,1.0,0.659461,1
15,6.0,1.0,0.623263,1
15,1.0,2.0,0.402816,1
15,2.0,2.0,-1.029822,1
15,3.0,2.0,-1.200858,1
15,4.0,2.0,-0.926076,1
15,5.0,2.0,-0.899454,1
15,6.0,2.0,-0.794466,1
15,1.0,3.0,0.091594,1
15,2.0,3.0,-1.040368,1
15,3.0,3.0,-1.656434,1
15,4.0,3.0,-1.028564,1
15,5.0,3.0,-0.886499,1
15,6.0,3.0,-0.939425,1
15,1.0,4.0,-0.254508,1
15,2.0,4.0,-0.942016,1
15,3.0,4.0,-0.94241,1
15,4.0,4.0,-0.843937,1
15,5.0,4.0,-0.839907,1
15,6.0,4.0,-0.49335,1
15,1.0,5.0,0.871786,1
15,2.0,5.0,-0.432302,1
15,3.0,5.0,0.032077,1
15,4.0,5.0,0.729327,1
15,5.0,5.0,1.538778,1
15,6.0,5.0,2.651163,1
15,1.0,6.0,21.146275,1
15,2.0,6.0,34.095898,1
15,3.0,6.0,41.09122,1
15,4.0,6.0,93.71493,1
15,5.0,6.0,93.23394,1
15,6.0,6.0,108.44731,1
16,1.0,1.0,-0.932349,1
16,2.0,1.0,-1.559809,1
16,3.0,1.0,-1.250966,1
16,4.0,1.0,-1.236874,1
16,5.0,1.0,-1.039989,1
16,6.0,1.0,-1.086612,1
16,1.0,2.0,-0.310131,1
16,2.0,2.0,-1.666479,1
16,3.0,2.0,-1.302316,1
16,4.0,2.0,-0.941349,1
16,5.0,2.0,-0.384649,1
16,6.0,2.0,-0.279888,1
16,1.0,3.0,1.361136,1
16,2.0,3.0,-0.531821,1
16,3.0,3.0,-0.519229,1
16,4.0,3.0,1.364394,1
16,5.0,3.0,5.522607,1
16,6.0,3.0,8.284319,1
16,1.0,4.0,4.632547,1
16,2.0,4.0,3.66203,1
16,3.0,4.0,8.439779,1
16,4.0,4.0,24.222649,1
16,5.0,4.0,36.622803,1
16,6.0,4.0,30.064978,1
16,1.0,5.0,12.109082,1
16,2.0,5.0,13.138661,1
16,3.0,5.0,18.857094,1
16,4.0,5.0,43.198746,1
16,5.0,5.0,74.60203,1
16,6.0,5.0,93.045105,1
16,1.0,6.0,28.8318,1
16,2.0,6.0,42.687847,1
16,3.0,6.0,57.39767,1
16,4.0,6.0,127.92144,1
16,5.0,6.0,133.84425,1
16,6.0,6.0,126.14696,1
17,1.0,1.0,10.49068,1
17,2.0,1.0,13.327198,1
17,3.0,1.0,17.761406,1
17,4.0,1.0,31.484253,1
17,5.0,1.0,41.544903,1
17,6.0,1.0,42.61356,1
17,1.0,2.0,7.74365,1
17,2.0,2.0,9.280943,1
17,3.0,2.0,16.554804,1
17,4.0,2.0,27.58673,1
17,5.0,2.0,33.667946,1
17,6.0,2.0,35.451973,1
17,1.0,3.0,8.851777,1
17,2.0,3.0,10.486468,1
17,3.0,3.0,22.86721,1
17,4.0,3.0,27.083757,1
17,5.0,3.0,38.442314,1
17,6.0,3.0,44.724552,1
17,1.0,4.0,10.604547,1
17,2.0,4.0,9.90563,1
17,3.0,4.0,16.899998,1
17,4.0,4.0,28.905743,1
17,5.0,4.0,35.53728,1
17,6.0,4.0,35.08872,1
17,1.0,5.0,12.986232,1
17,2.0,5.0,12.416334,1
17,3.0,5.0,16.82154,1
17,4.0,5.0,34.45082,1
17,5.0,5.0,38.458664,1
17,6.0,5.0,42.203514,1
17,1.0,6.0,29.364408,1
17,2.0,6.0,42.29182,1
17,3.0,6.0,82.32468,1
17,4.0,6.0,121.982376,1
17,5.0,6.0,130.57625,1
17,6.0,6.0,121.06098,1
18,1.0,1.0,21.259216,1
18,2.0,1.0,39.2628,1
18,3.0,1.0,55.22566,1
18,4.0,1.0,93.38209,1
18,5.0,1.0,107.730194,1
18,6.0,1.0,110.44926,1
18,1.0,2.0,25.083586,1
18,2.0,2.0,27.903648,1
18,3.0,2.0,57.252045,1
18,4.0,2.0,91.235954,1
18,5.0,2.0,98.63863,1
18,6.0,2.0,104.7022,1
18,1.0,3.0,20.706987,1
18,2.0,3.0,39.370316,1
18,3.0,3.0,56.542793,1
18,4.0,3.0,93.4496,1
18,5.0,3.0,109.91404,1
18,6.0,3.0,117.29609,1
18,1.0,4.0,28.006683,1
18,2.0,4.0,34.744026,1
18,3.0,4.0,63.09404,1
18,4.0,4.0,98.17848,1
18,5.0,4.0,112.16524,1
18,6.0,4.0,106.10614,1
18,1.0,5.0,26.87569,1
18,2.0,5.0,40.44226,1
18,3.0,5.0,62.762997,1
18,4.0,5.0,105.770645,1
18,5.0,5.0,136.17027,1
18,6.0,5.0,113.275345,1
18,1.0,6.0,25.5938,1
18,2.0,6.0,39.44812,1
18,3.0,6.0,72.58332,1
18,4.0,6.0,107.840576,1
18,5.0,6.0,106.17411,1
18,6.0,6.0,102.668755,1
19,1.0,1.0,7.802637,1
19,2.0,1.0,6.831317,1
19,3.0,1.0,15.089589,1
19,4.0,1.0,24.503885,1
19,5.0,1.0,38.043076,1
19,6.0,1.0,45.790634,1
19,1.0,2.0,5.933393,1
19,2.0,2.0,6.551686,1
19,3.0,2.0,14.096026,1
19,4.0,2.0,23.261131,1
19,5.0,2.0,38.052074,1
19,6.0,2.0,39.37262,1
19,1.0,3.0,5.724235,1
19,2.0,3.0,7.612191,1
19,3.0,3.0,12.425198,1
19,4.0,3.0,25.934008,1
19,5.0,3.0,33.51744,1
19,6.0,3.0,39.23745,1
19,1.0,4.0,6.276571,1
19,2.0,4.0,7.064885,1
19,3.0,4.0,13.511189,1
19,4.0,4.0,29.103006,1
19,5.0,4.0,36.871628,1
19,6.0,4.0,39.754314,1
19,1.0,5.0,8.948099,1
19,2.0,5.0,14.99542,1
19,3.0,5.0,11.760282,1
19,4.0,5.0,28.036972,1
19,5.0,5.0,36.374866,1
19,6.0,5.0,40.77562,1
19,1.0,6.0,28.695145,1
19,2.0,6.0,46.666996,1
19,3.0,6.0,58.82688,1
19,4.0,6.0,118.13851,1
19,5.0,6.0,103.76006,1
19,6.0,6.0,122.956184,1
20,1.0,1.0,-0.326632,1
20,2.0,1.0,-0.826088,1
20,3.0,1.0,-0.717554,1
20,4.0,1.0,0.422529,1
20,5.0,1.0,-0.056229,1
20,6.0,1.0,0.25263,1
20,1.0,2.0,-0.145505,1
20,2.0,2.0,-0.252114,1
20,3.0,2.0,-0.315086,1
20,4.0,2.0,0.205613,1
20,5.0,2.0,0.474591,1
20,6.0,2.0,-0.232053,1
20,1.0,3.0,-0.06126,1
20,2.0,3.0,0.411014,1
20,3.0,3.0,0.364254,1
20,4.0,3.0,5.670809,1
20,5.0,3.0,5.290341,1
20,6.0,3.0,10.269839,1
20,1.0,4.0,1.327014,1
20,2.0,4.0,3.413916,1
20,3.0,4.0,9.345672,1
20,4.0,4.0,25.844337,1
20,5.0,4.0,43.27052,1
20,6.0,4.0,50.195778,1
20,1.0,5.0,9.645106,1
20,2.0,5.0,9.873523,1
20,3.0,5.0,30.381989,1
20,4.0,5.0,81.52255,1
20,5.0,5.0,97.21404,1
20,6.0,5.0,106.43588,1
20,1.0,6.0,22.718327,1
20,2.0,6.0,31.925055,1
20,3.0,6.0,54.12703,1
20,4.0,6.0,82.67213,1
20,5.0,6.0,92.88483,1
20,6.0,6.0,102.92557,1
21,1.0,1.0,-2.775577,1
21,2.0,1.0,-1.588234,1
21,3.0,1.0,-2.570024,1
21,4.0,1.0,-2.404367,1
21,5.0,1.0,-2.353835,1
21,6.0,1.0,-2.149692,1
21,1.0,2.0,-1.279239,1
21,2.0,2.0,-1.385091,1
21,3.0,2.0,0.536548,1
21,4.0,2.0,5.272659,1
21,5.0,2.0,5.246916,1
21,6.0,2.0,2.558251,1
21,1.0,3.0,3.159074,1
21,2.0,3.0,4.113393,1
21,3.0,3.0,4.843751,1
21,4.0,3.0,10.217247,1
21,5.0,3.0,15.903389,1
21,6.0,3.0,21.818842,1
21,1.0,4.0,6.495351,1
21,2.0,4.0,12.448517,1
21,3.0,4.0,18.341621,1
21,4.0,4.0,28.188599,1
21,5.0,4.0,26.208063,1
21,6.0,4.0,36.117558,1
21,1.0,5.0,14.766018,1
21,2.0,5.0,18.758347,1
21,3.0,5.0,30.281288,1
21,4.0,5.0,89.59246,1
21,5.0,5.0,75.6983,1
21,6.0,5.0,91.629616,1
21,1.0,6.0,39.90579,1
21,2.0,6.0,48.268898,1
21,3.0,6.0,79.06815,1
21,4.0,6.0,125.147194,1
21,5.0,6.0,115.60997,1
21,6.0,6.0,131.6862,1
22,1.0,1.0,30.891565,1
22,2.0,1.0,39.50958,1
22,3.0,1.0,55.184837,1
22,4.0,1.0,109.566956,1
22,5.0,1.0,136.96269,1
22,6.0,1.0,142.80092,1
22,1.0,2.0,29.964746,1
22,2.0,2.0,44.55908,1
22,3.0,2.0,71.00672,1
22,4.0,2.0,108.19806,1
22,5.0,2.0,120.89193,1
22,6.0,2.0,131.83694,1
22,1.0,3.0,30.553646,1
22,2.0,3.0,49.67773,1
22,3.0,3.0,67.27622,1
22,4.0,3.0,92.18627,1
22,5.0,3.0,124.58096,1
22,6.0,3.0,138.05379,1
22,1.0,4.0,32.522377,1
22,2.0,4.0,45.446926,1
22,3.0,4.0,69.75882,1
22,4.0,4.0,112.7483,1
22,5.0,4.0,131.37111,1
22,6.0,4.0,128.96548,1
22,1.0,5.0,30.674362,1
22,2.0,5.0,43.938892,1
22,3.0,5.0,72.2728,1
22,4.0,5.0,105.21393,1
22,5.0,5.0,121.43339,1
22,6.0,5.0,129.70496,1
22,1.0,6.0,37.709835,1
22,2.0,6.0,44.334267,1
22,3.0,6.0,69.351776,1
22,4.0,6.0,116.09494,1
22,5.0,6.0,135.43985,1
22,6.0,6.0,122.2194,1
23,1.0,1.0,22.970333,1
23,2.0,1.0,25.634438,1
23,3.0,1.0,53.126392,1
23,4.0,1.0,103.05665,1
23,5.0,1.0,116.608185,1
23,6.0,1.0,93.943665,1
23,1.0,2.0,20.639803,1
23,2.0,2.0,24.097569,1
23,3.0,2.0,46.36673,1
23,4.0,2.0,98.42743,1
23,5.0,2.0,112.49079,1
23,6.0,2.0,108.35863,1
23,1.0,3.0,22.310677,1
23,2.0,3.0,30.223969,1
23,3.0,3.0,59.459934,1
23,4.0,3.0,89.78772,1
23,5.0,3.0,113.02976,1
23,6.0,3.0,103.70823,1
23,1.0,4.0,23.252768,1
23,2.0,4.0,40.652966,1
23,3.0,4.0,68.01155,1
23,4.0,4.0,106.56349,1
23,5.0,4.0,104.82552,1
23,6.0,4.0,100.408875,1
23,1.0,5.0,32.73952,1
