"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000078900",28.0033421078978,1.70799434797937,0.394009688440021,21.0535030364156,2.68095733894997e-05,6.77220696431236e-05,"TP73"
"ENSG00000235169",93.1627230258593,2.6977832971428,0.274608871961118,120.757700729373,5.99512804061926e-27,4.55972640081675e-26,"SMIM1"
"ENSG00000130764",2233.41069173434,-0.334102179060228,0.0537772149046871,40.1201310096409,1.94099423123833e-09,6.69894903166812e-09,"LRRC47"
"ENSG00000116198",1667.21612762779,-0.00871635451324631,0.0607534326652528,17.7449538494571,0.000140194905033242,0.000329389835937245,"CEP104"
"ENSG00000169598",488.86685216907,-0.654384590595867,0.097572519345607,49.3502098510754,1.92193232151475e-11,7.45130485142222e-11,"DFFB"
"ENSG00000236423",47.808281611227,-0.436314512842709,0.313586303699215,19.1438196173661,6.96582226020362e-05,0.000168651848482774,"LINC01134"
"ENSG00000235054",8.31646217024703,-4.5169004109491,1.0023645813006,44.467212322493,2.20834809717261e-10,8.07873123832744e-10,"LOC284661"
"ENSG00000131697",1304.96510320827,-0.514548034621725,0.0651115587966202,68.1042996975759,1.62681895407402e-15,7.71183212977727e-15,"NPHP4"
"ENSG00000069424",24783.2446716132,0.435504249028114,0.0438867926696705,413.462120733341,1.65135803811656e-90,4.20731898860936e-89,"KCNAB2"
"ENSG00000116254",136.377344761075,-2.42345234589245,0.175075637917816,548.213814715736,9.05487966059302e-120,3.22285634115152e-118,"CHD5"
"ENSG00000116251",9027.6820965037,-0.764708170192365,0.0579936198153621,185.913748299568,4.2593418923013e-41,4.85618320081307e-40,"RPL22"
"ENSG00000158286",275.94226846861,-0.290610952749888,0.116228887818681,60.9831749437172,5.7236334946488e-14,2.50736037728748e-13,"RNF207"
"ENSG00000116237",4918.66699427792,-0.206601360998894,0.0434477501765476,32.0401916456355,1.10296259555399e-07,3.36678123215984e-07,"ICMT"
"ENSG00000158292",490.362239272641,-0.675667561052072,0.0959449348287155,149.648123864058,3.19391084706361e-33,2.93123985417404e-32,"GPR153"
"ENSG00000097021",4933.11113033325,0.289981842571648,0.0541982602256949,67.7239488766381,1.96757526870741e-15,9.2788481839083e-15,"ACOT7"
"ENSG00000069812",84.0739892131368,1.09748685282723,0.213026762422349,98.1111069773434,4.95956758849372e-22,3.1378777132333e-21,"HES2"
"ENSG00000171680",229.721686383083,0.683312809753069,0.139540815074241,45.7606744584702,1.15663358116956e-10,4.29972675242693e-10,"PLEKHG5"
"ENSG00000162413",2736.91928393252,-0.640320087245631,0.0585161259732656,135.222444627068,4.33330476590107e-30,3.65520279772318e-29,"KLHL21"
"ENSG00000041988",505.160086492688,-0.48704833202542,0.096118929557102,26.8602938283467,1.47014883474452e-06,4.13375252466135e-06,"THAP3"
"ENSG00000171735",783.82176933294,0.146694681149966,0.0761457808588732,16.0903682715693,0.00032064238035144,0.000725206354566481,"CAMTA1"
"ENSG00000049245",3818.14379588378,-0.356439287957333,0.0429664906014132,80.0431274988126,4.15772447946954e-18,2.22846876595482e-17,"VAMP3"
"ENSG00000049246",1039.56687650594,0.357877917736029,0.0695387756869628,36.4205563327489,1.23417481106577e-08,4.03364866102122e-08,"PER3"
"ENSG00000116285",535.417521795634,-1.11286921455788,0.0954919699900143,135.958905614875,2.99846347476603e-30,2.54283883856098e-29,"ERRFI1"
"ENSG00000131686",110.401060239085,-7.51288904933924,0.849803075359302,389.030867179164,3.33442187965447e-85,8.02873158388014e-84,"CA6"
"ENSG00000180758",915.756790650187,0.698126089522135,0.0752449314075893,160.949771768129,1.12253819942893e-35,1.10383700217214e-34,"GPR157"
"ENSG00000228526",846.895426808993,-0.607843946626676,0.0738853587900046,77.7734669126905,1.29332073579317e-17,6.7605142437033e-17,"MIR34AHG"
"ENSG00000049239",2717.54583299108,-0.699155195222537,0.0555088600084035,175.457511764207,7.94118687577427e-39,8.53587430348325e-38,"H6PD"
"ENSG00000171621",2825.98366773185,0.125595070317803,0.0485920952735294,17.2516721500246,0.000179410142365598,0.000416523654698512,"SPSB1"
"ENSG00000188807",1912.75007023237,-0.183389592327374,0.0588512677447935,36.5877378679334,1.13520336374103e-08,3.72303289682505e-08,"TMEM201"
"ENSG00000171608",2690.5757218867,-0.643877260555682,0.0532355344076213,165.30863526829,1.26965563942134e-36,1.28205969835596e-35,"PIK3CD"
"ENSG00000178585",697.407710929642,-1.10164827376621,0.0845996754724894,180.747489498687,5.63873060655434e-40,6.25119975299928e-39,"CTNNBIP1"
"ENSG00000054523",4256.8486134209,0.452005720327791,0.0719189901407141,66.9845138442586,2.84772227439398e-15,1.32944257421363e-14,"KIF1B"
"ENSG00000160049",3318.07032676853,0.228845375170884,0.0532902562347749,22.318092073272,1.42458341172952e-05,3.69072512830845e-05,"DFFA"
"ENSG00000142655",1011.86887263766,0.490070353168755,0.0727932964768701,65.6498350529352,5.55033823110619e-15,2.55386772146291e-14,"PEX14"
"ENSG00000130940",96.7485285915494,0.875435400738979,0.217348545758915,21.992794498122,1.67619813812259e-05,4.316606868809e-05,"CASZ1"
"ENSG00000116649",6805.38389908348,-0.296350116768836,0.0434639938161639,55.0539103005688,1.10967365283857e-12,4.55987251545765e-12,"SRM"
"ENSG00000120942",1217.17554292549,0.298877165336794,0.0710025391827163,17.9184287170648,0.000128547206088663,0.00030328786093626,"UBIAD1"
"ENSG00000116661",320.05581060917,-0.135110268204763,0.117073892524805,32.8586933467553,7.32529971342595e-08,2.26762384144754e-07,"FBXO2"
"ENSG00000132879",1803.92033540047,0.667956563051156,0.0622788767062449,151.162563965365,1.49784301936251e-33,1.38486118848794e-32,"FBXO44"
"ENSG00000116670",1270.62190648548,-0.325392306785445,0.0613779273476845,32.735347660871,7.79129366521659e-08,2.40746905694532e-07,"MAD2L2"
"ENSG00000177674",2448.79040470247,0.505065909789651,0.0580898217213469,75.8776237377266,3.33720860995272e-17,1.71007557023102e-16,"AGTRAP"
"ENSG00000011021",709.124346752032,-0.467650613390498,0.0859823023614446,33.1250693450813,6.41183865472219e-08,1.99057986776783e-07,"CLCN6"
"ENSG00000116685",3508.60749994048,0.394851707462499,0.0512709984785067,62.5889613082284,2.56436439271073e-14,1.14563874690582e-13,"KIAA2013"
"ENSG00000083444",6719.63054700735,-0.34352401174116,0.0450324110048013,69.9302608196852,6.52885170104878e-16,3.16468136211599e-15,"PLOD1"
"ENSG00000116688",7752.28707998325,0.330338405727147,0.0411813812579471,119.550723989736,1.09620084335885e-26,8.27095242635023e-26,"MFN2"
"ENSG00000116691",662.12974383142,-0.376849067423566,0.0816543650200895,35.9070648709408,1.59543800285997e-08,5.17931999584317e-08,"MIIP"
"ENSG00000120949",20.3251495252111,2.61778416662562,0.490103881094834,35.2556117083045,2.20974006242572e-08,7.10919363022352e-08,"TNFRSF8"
"ENSG00000028137",139.425677386926,1.61856297898732,0.1789196118311,123.286827761302,1.69279943715507e-27,1.30894707213406e-26,"TNFRSF1B"
"ENSG00000048707",4296.55581287881,0.857839820285155,0.0762874686095272,164.551125412573,1.85428771557791e-36,1.86286655093436e-35,"VPS13D"
"ENSG00000189337",1898.48682506029,-0.575131381252833,0.0561035713185774,129.499059159382,7.57943089587797e-29,6.14796264134804e-28,"KAZN"
"ENSG00000171729",1060.8282665714,0.113293468578258,0.0805235155369734,39.4905785388942,2.65907034540948e-09,9.10291235254513e-09,"TMEM51"
"ENSG00000142634",2292.45496238272,-0.447555514590928,0.0588331077438576,90.9758702257892,1.75727927587499e-20,1.04190989931576e-19,"EFHD2"
"ENSG00000132906",577.417855858598,0.104719626537923,0.0931909735346527,20.1910695181812,4.12633954758798e-05,0.000102193502931736,"CASP9"
"ENSG00000197312",2217.41433189591,-0.387967682502445,0.0778063556388299,24.8585105719737,3.99984364648602e-06,1.08531811611461e-05,"DDI2"
"ENSG00000116786",5028.22807689337,-0.704254351881213,0.0500140224426135,388.517012636225,4.31124440017442e-85,1.03491727898305e-83,"PLEKHM2"
"ENSG00000162461",26.5720996121456,-2.39213475393253,0.394040840657991,77.4899669223564,1.49027865570063e-17,7.7694725774842e-17,"SLC25A34"
"ENSG00000162458",201.063436279218,5.3255884119493,0.347157733613568,607.309120885037,1.33198702715239e-132,5.45446383143077e-131,"FBLIM1"
"ENSG00000233954",916.914303635933,0.383393885867495,0.0993759373015755,30.1618378053121,2.82124068749979e-07,8.36372067039486e-07,"UQCRHL"
"ENSG00000065526",3329.16546617516,-0.409971755495353,0.0788685875634634,35.1009306811612,2.3874250575489e-08,7.66313584040206e-08,"SPEN"
"ENSG00000184908",17.0414120401884,6.74505173184066,1.24345380893091,71.7217979139234,2.66568892044161e-16,1.31473621708549e-15,"CLCNKB"
"ENSG00000185519",135.612598565923,2.81662617580854,0.200058185608792,224.173023054315,2.09626676041464e-49,2.86304315939147e-48,"FAM131C"
"ENSG00000037637",881.269769630934,-0.297034679143408,0.0731001785104522,16.5090744148917,0.00026007585813486,0.00059434890955895,"FBXO42"
"ENSG00000055070",5957.01591226354,-0.465082408185458,0.0461223383468482,102.414997028926,5.76588482635979e-23,3.79196243276215e-22,"SZRD1"
"ENSG00000157191",1238.73732045293,-0.422108088060756,0.0659781329854569,48.099657772955,3.59163358446332e-11,1.37091397049931e-10,"NECAP2"
"ENSG00000159363",3204.3233154172,-0.338717056540336,0.0541926951030455,44.6599530614993,2.00546188174923e-10,7.3547067367714e-10,"ATP13A2"
"ENSG00000117118",6969.26694685576,0.777099580528458,0.0505887541041896,327.123868646579,9.24601245174457e-72,1.85933618284063e-70,"SDHB"
"ENSG00000117115",859.569953399508,1.82309537659137,0.102862855278325,2080.72568507175,0,0,"PADI2"
"ENSG00000142623",60.3323357874413,3.6489524680324,0.446993654558752,174.378430540782,1.36208724659684e-38,1.4574703001673e-37,"PADI1"
"ENSG00000142619",160.486828852382,3.32048592115401,0.229567836862617,350.093377105252,9.51018764706689e-77,2.05192918339495e-75,"PADI3"
"ENSG00000179051",4559.1037304997,-0.655050700792337,0.0455535385409493,335.952967377097,1.11876802254771e-73,2.30663069039039e-72,"RCC2"
"ENSG00000074964",642.70665107316,-0.319765509260278,0.0833694901817421,15.7514024142302,0.000379862502170792,0.000852628313312515,"ARHGEF10L"
"ENSG00000117148",55.3585502263643,-1.02230946392954,0.269236962358143,58.2945117518726,2.1953694198612e-13,9.33732233579422e-13,"ACTL8"
"ENSG00000169991",465.911956652325,-1.0338547825776,0.0954833189305413,118.887025651338,1.52760262106933e-26,1.14674362315541e-25,"IFFO2"
"ENSG00000127463",2920.06537889925,-0.341400201535297,0.0511163553206805,64.5765278640529,9.49259919486879e-15,4.32826681455113e-14,"EMC1"
"ENSG00000053372",2502.54977575017,-0.492240302664443,0.0579373879763815,84.7466077926395,3.95829299540884e-19,2.21277366339943e-18,"MRTO4"
"ENSG00000158747",3573.60188890019,1.58273354472999,0.0698977268449661,532.515025614506,2.32183536856142e-116,7.96456830992466e-115,"NBL1"
"ENSG00000158748",48.6549139519881,-1.32181296898894,0.287430995530381,28.3566321070312,6.95721741313406e-07,2.00989111377359e-06,"HTR6"
"ENSG00000162542",1472.74233006007,0.849036068000923,0.0656496998292684,241.11109879161,4.39936641022525e-53,6.43961679428705e-52,"TMCO4"
"ENSG00000169914",494.889375592433,-0.505405982819551,0.093099009933378,29.8220541913358,3.34366849250037e-07,9.8655309834195e-07,"OTUD3"
"ENSG00000188257",3.48114001676242,-4.80130236970676,1.47043648539212,21.3726825236288,2.28549859296927e-05,5.81859376110462e-05,"PLA2G2A"
"ENSG00000162545",452.983887480047,-0.0594439395671028,0.0923178806061551,18.4102744927901,0.000100521668534656,0.000239626082440002,"CAMK2N1"
"ENSG00000090432",2197.83465674802,0.549523782318611,0.0637015103029706,91.5717872728977,1.30448486506673e-20,7.77142015385464e-20,"MUL1"
"ENSG00000158828",875.599102005964,0.297618357402966,0.0743856015581978,26.3224162389548,1.92380008031963e-06,5.36140634653072e-06,"PINK1"
"ENSG00000244038",13241.1432088241,-0.216136817076172,0.0404688458377918,34.0939070018868,3.95004607344758e-08,1.24591738422749e-07,"DDOST"
"ENSG00000127483",6820.39652916873,-0.302338413501791,0.0506783697114764,122.402923999433,2.63355728235926e-27,2.02382036740784e-26,"HP1BP3"
"ENSG00000075151",4314.82787776971,0.166901977692628,0.0548016246787685,21.2836306964016,2.38956207460015e-05,6.06721140782139e-05,"EIF4G3"
"ENSG00000117298",2542.13043099387,0.155834780287859,0.0572724557141363,57.1600916395541,3.87118394480654e-13,1.62603465465175e-12,"ECE1"
"ENSG00000142794",505.676667971412,0.429859584440707,0.0969217591119032,19.7172212562249,5.22949563674555e-05,0.000128316447425567,"NBPF3"
"ENSG00000076864",662.887311274099,2.01979304549829,0.0905630929144173,546.708413585569,1.92210179750281e-119,6.80033295143407e-118,"RAP1GAP"
"ENSG00000142798",4794.74223861674,-2.29347216889245,0.151599273601394,281.079418678365,9.21254761891661e-62,1.57551871092585e-60,"HSPG2"
"ENSG00000070831",4817.98575199004,-0.432230496844929,0.0478208549444491,83.9451683252335,5.90933086543876e-19,3.28020525924179e-18,"CDC42"
"ENSG00000070886",56.7842882645469,0.0388091175779147,0.273916979792951,34.9486375814702,2.57631981730751e-08,8.24262148632757e-08,"EPHA8"
"ENSG00000133216",162.938632428778,1.00417630784664,0.152593961433354,68.7073980523889,1.20331153519504e-15,5.74564872433555e-15,"EPHB2"
"ENSG00000169641",2958.33004365859,0.864961054329594,0.0615984128875879,232.666861339919,2.99939041414726e-51,4.24342927151533e-50,"LUZP1"
"ENSG00000125944",6231.90491554809,-0.264195831330178,0.0404294829688468,54.2377138497567,1.66889910594212e-12,6.80819940340299e-12,"HNRNPR"
"ENSG00000117318",700.97690582985,-1.78538201723366,0.0921126347826354,381.178047038631,1.69137058820395e-83,3.96759667514364e-82,"ID3"
"ENSG00000142676",18479.9484710537,-0.445373457067664,0.0585040344894524,71.3542208096825,3.20352281209756e-16,1.57573111885987e-15,"RPL11"
"ENSG00000011007",2825.67279860535,-0.506551706859267,0.0482355805498126,158.726243842072,3.41219689215879e-35,3.30320197302685e-34,"TCEB3"
"ENSG00000057757",891.825632882292,-0.148817102572663,0.0760643219373588,19.6590030854075,5.38395870446937e-05,0.000131863533294791,"PITHD1"
"ENSG00000117308",2208.92234361027,0.483160502280466,0.0624021528568399,126.431579429425,3.51343042450254e-28,2.78311193833837e-27,"GALE"
"ENSG00000117305",1091.70484463113,0.578703803699364,0.0798411755101897,95.6482199369351,1.6992330197562e-21,1.04956018644597e-20,"HMGCL"
"ENSG00000179163",1380.88123293356,0.621520058307397,0.0651803073491991,137.469127932486,1.40915301255035e-30,1.20582945242423e-29,"FUCA1"
"ENSG00000189266",2020.26783445424,-0.283281105596101,0.060353591521117,30.9580761151873,1.89469446503708e-07,5.68535426556467e-07,"PNRC2"
"ENSG00000188529",3752.46695372079,-0.596130510010152,0.0533610463418109,129.210417223773,8.75617429236658e-29,7.09274090780372e-28,"SRSF10"
"ENSG00000142677",69.2963470646703,0.373059600741422,0.232944444215059,27.8707158255314,8.8705583119672e-07,2.54123995020518e-06,"IL22RA1"
"ENSG00000001460",392.311812185266,-0.630874596093838,0.0977805349819179,109.21191897673,1.9272280817701e-24,1.33378834700048e-23,"STPG1"
"ENSG00000001461",2002.70833426857,-0.193890669555303,0.053674513614826,69.2055385405981,9.3801168247589e-16,4.50706425345551e-15,"NIPAL3"
"ENSG00000117602",890.879307923335,-0.728712286003945,0.0786753195749636,155.084620870886,2.10766927163116e-34,1.9986548073012e-33,"RCAN3"
"ENSG00000169504",6064.96831197715,-1.25019265924742,0.0467668865765974,736.086681479166,1.44813155026032e-160,7.84343836684472e-159,"CLIC4"
"ENSG00000020633",4891.72211701524,-0.316388707966745,0.0570809443839861,46.5541538622796,7.77846557437711e-11,2.91911370984512e-10,"RUNX3"
"ENSG00000204178",666.111482046304,0.546278245607551,0.0796120429705797,47.4956180383505,4.85800084130487e-11,1.84210224147461e-10,"TMEM57"
"ENSG00000157978",1611.40319073065,0.19856354255068,0.0582305425956572,73.2349040046387,1.25095778459217e-16,6.25849076379454e-16,"LDLRAP1"
"ENSG00000162430",11929.8862722523,-0.223018290574108,0.0548234993032113,33.8674792494569,4.42354371006967e-08,1.39081902329489e-07,"SEPN1"
"ENSG00000117640",1509.95424491559,0.574559385297719,0.0647295035457289,90.1007470154007,2.72189506334617e-20,1.59743452155568e-19,"MTFR1L"
"ENSG00000182749",74.2776878713685,3.15082689245937,0.311694769243254,115.995980108332,6.48325282563346e-26,4.73763850354796e-25,"PAQR7"
"ENSG00000117632",7964.52144676485,-0.179738605355599,0.0490211306719796,24.1268440731156,5.76663384618537e-06,1.54523328999617e-05,"STMN1"
"ENSG00000158006",790.662408566521,0.562301961830244,0.0794205636010739,59.0165959964063,1.53006192848537e-13,6.56783383846941e-13,"PAFAH2"
"ENSG00000158008",1853.3917232349,-2.13836425882614,0.0635746596627229,1165.86210065876,6.85901119794517e-254,7.24758643054305e-252,"EXTL1"
"ENSG00000158022",2838.54622367029,-0.131903474375932,0.0541375361184322,37.1593270909201,8.53011029346616e-09,2.81903351767733e-08,"TRIM63"
"ENSG00000142669",3757.27071624464,-0.714016182599646,0.0503958714343214,348.288780684243,2.34451070472668e-76,5.03102664280832e-75,"SH3BGRL3"
"ENSG00000158062",830.168821571017,-0.371929376707206,0.0735709292935819,26.5840625405326,1.68789010047061e-06,4.72677127165628e-06,"UBXN11"
"ENSG00000117682",2130.945595694,0.361442314254429,0.0584025263545628,39.0313534618761,3.34540949463532e-09,1.13817014989972e-08,"DHDDS"
"ENSG00000198830",2972.35187046509,-0.937008507412047,0.0543585348183242,303.738947672665,1.10643407754074e-66,2.05720252798993e-65,"HMGN2"
"ENSG00000117676",3403.7196116311,1.67627376784247,0.0552750921097236,1127.80374327506,1.26045925923578e-245,1.26952383858943e-243,"RPS6KA1"
"ENSG00000117713",3838.85324200154,-0.417639277381408,0.0713688764651327,34.4851882983541,3.24815321981556e-08,1.03223064661405e-07,"ARID1A"
"ENSG00000204160",1049.58061054112,-0.170896262096917,0.0681082686345113,22.5626141308893,1.26063857675125e-05,3.28143126285332e-05,"ZDHHC18"
"ENSG00000142751",1149.29049751875,-0.353636295420578,0.0719279472759619,24.3264546182253,5.21888224080598e-06,1.40354191293758e-05,"GPN2"
"ENSG00000090020",1380.83615236928,0.110097310873373,0.0655531422113366,94.1083813347192,3.66964998474931e-21,2.23800426408223e-20,"SLC9A1"
"ENSG00000142784",2247.58748402322,0.0856752743524108,0.0607731134202893,25.3718111527215,3.09443390034856e-06,8.47415897111536e-06,"WDTC1"
"ENSG00000186501",1513.70655545743,-0.295044209246749,0.0672747111789812,20.8864838785878,2.91445700320251e-05,7.33385953740169e-05,"TMEM222"
"ENSG00000142733",894.692980209006,-0.780873378379125,0.0737245367195452,162.829914089456,4.38463464489006e-36,4.35683952182631e-35,"MAP3K6"
"ENSG00000181773",186.214560300108,1.22522130648948,0.157771760479139,70.609204151939,4.64949872138347e-16,2.26764857276788e-15,"GPR3"
"ENSG00000126705",490.362604774579,-0.0605645706410167,0.0914115153543157,19.2761489134224,6.51984764450958e-05,0.000158291387729918,"AHDC1"
"ENSG00000126709",806.759301632176,0.623738697758235,0.0917483333200298,146.438472511665,1.58960684756911e-32,1.43331064667098e-31,"IFI6"
"ENSG00000009780",283.91532516008,-0.544734941626556,0.113554813318983,30.8427159798771,2.00719386791235e-07,6.00762160592027e-07,"FAM76A"
"ENSG00000130775",305.019189762308,-0.354143862791484,0.113009242971193,43.1056293175255,4.36246066634673e-10,1.5670827365573e-09,"THEMIS2"
"ENSG00000117748",1609.03883334266,-0.119585726169111,0.0650671530378444,18.4990862396503,9.61555736024684e-05,0.000229588043134957,"RPA2"
"ENSG00000130768",95.4676496327374,2.77848005015104,0.303822043487512,258.451904107724,7.54887274486876e-57,1.17781324323203e-55,"SMPDL3B"
"ENSG00000158161",2225.20324553522,0.565427519662871,0.0651704461921161,261.69703745927,1.49008262438224e-57,2.34655792658039e-56,"EYA3"
"ENSG00000130770",1382.14050621262,0.542315662313105,0.0690486329863026,76.7978293172901,2.10650867841191e-17,1.09028982963769e-16,"ATPIF1"
"ENSG00000130766",1279.39138973375,-0.444505388304604,0.0638766391256144,55.3670891755524,9.48832049953123e-13,3.91730434159087e-12,"SESN2"
"ENSG00000204138",1783.98383954012,-0.311751108969645,0.0655265827791252,36.2939578263644,1.31482270411275e-08,4.28893861406348e-08,"PHACTR4"
"ENSG00000180198",2847.17737616404,-0.488804878074504,0.0471945451019421,123.824595394134,1.29369157005926e-27,1.00658730347576e-26,"RCC1"
"ENSG00000242125",1904.07065608543,-0.401243119353247,0.0590453042382464,76.0150335949104,3.11562502889894e-17,1.60139139827592e-16,"SNHG3"
"ENSG00000197989",636.622349755746,-0.601257646645613,0.0930920160167202,45.0916128037732,1.61614636444309e-10,5.96020073231591e-10,"SNHG12"
"ENSG00000120656",457.31385832306,-0.644538687267791,0.101364768939714,45.9252100577125,1.06528876268807e-10,3.96451567988426e-10,"TAF12"
"ENSG00000162419",373.7508317715,-0.211342039939986,0.106756675439645,20.7657587279921,3.09579921619473e-05,7.76953362825925e-05,"GMEB1"
"ENSG00000159023",2638.83055687983,0.743743446391407,0.0564269748348851,392.089488402015,7.2251919164803e-86,1.74859987189338e-84,"EPB41"
"ENSG00000116350",2941.77652786938,-0.160275740465273,0.0504362018725305,26.2189469858723,2.02594663424532e-06,5.63546020518892e-06,"SRSF4"
"ENSG00000116353",1529.22859871038,0.328519731410576,0.0663948483771384,26.952716993432,1.40375678599342e-06,3.95588991161783e-06,"MECR"
"ENSG00000162512",12952.6600228674,0.544485909863479,0.0484393510808483,134.770442345845,5.43213160071551e-30,4.56905198497993e-29,"SDC3"
"ENSG00000134644",3103.72882060274,-0.286612632731621,0.0557745631016088,26.3972972576325,1.85310373726213e-06,5.17108139085797e-06,"PUM1"
"ENSG00000084628",163.015847410073,-1.61072946535378,0.178905345915263,208.453454196051,5.43134705550678e-46,6.87825326146549e-45,"NKAIN1"
