"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"2530",2530,20140117,"WellR04-C09H2B_day12",49.7989,68,136,6.087462841,0.306103128,"SKMEL5","PLX4720",8
"2531",2531,20140117,"WellR04-C09H2B_day13",58.5055,68,136,6.087462841,0.306103128,"SKMEL5","PLX4720",8
"2532",2532,20140117,"WellR04-C09H2B_day14",71.1322,69,136,6.108524457,0.327164743,"SKMEL5","PLX4720",8
"2533",2533,20140117,"WellR04-C09H2B_day15",96.4291,77,136,6.266786541,0.485426827,"SKMEL5","PLX4720",8
"2544",2544,20140117,"WellR04-C09H2B_day8",0,28,137,4.807354922,0,"SKMEL5","PLX4720",8
"2545",2545,20140117,"WellR04-C09H2B_day9",5.6297,27,137,4.754887502,-0.05246742,"SKMEL5","PLX4720",8
"2546",2546,20140117,"WellR04-C09H2B_day10",25.8436,27,137,4.754887502,-0.05246742,"SKMEL5","PLX4720",8
"2547",2547,20140117,"WellR04-C09H2B_day11",29.2019,26,137,4.700439718,-0.106915204,"SKMEL5","PLX4720",8
"2548",2548,20140117,"WellR04-C09H2B_day12",49.7989,28,137,4.807354922,0,"SKMEL5","PLX4720",8
"2549",2549,20140117,"WellR04-C09H2B_day13",58.5055,28,137,4.807354922,0,"SKMEL5","PLX4720",8
"2550",2550,20140117,"WellR04-C09H2B_day14",71.1322,29,137,4.857980995,0.050626073,"SKMEL5","PLX4720",8
"2551",2551,20140117,"WellR04-C09H2B_day15",96.4291,29,137,4.857980995,0.050626073,"SKMEL5","PLX4720",8
"2562",2562,20140117,"WellR04-C09H2B_day8",0,56,138,5.807354922,0,"SKMEL5","PLX4720",8
"2563",2563,20140117,"WellR04-C09H2B_day9",5.6297,56,138,5.807354922,0,"SKMEL5","PLX4720",8
"2564",2564,20140117,"WellR04-C09H2B_day10",25.8436,75,138,6.22881869,0.421463768,"SKMEL5","PLX4720",8
"2565",2565,20140117,"WellR04-C09H2B_day11",29.2019,74,138,6.209453366,0.402098444,"SKMEL5","PLX4720",8
"2566",2566,20140117,"WellR04-C09H2B_day12",49.7989,98,138,6.614709844,0.807354922,"SKMEL5","PLX4720",8
"2567",2567,20140117,"WellR04-C09H2B_day13",58.5055,89,138,6.475733431,0.668378509,"SKMEL5","PLX4720",8
"2568",2568,20140117,"WellR04-C09H2B_day14",71.1322,103,138,6.686500527,0.879145605,"SKMEL5","PLX4720",8
"2569",2569,20140117,"WellR04-C09H2B_day15",96.4291,107,138,6.741466986,0.934112064,"SKMEL5","PLX4720",8
"2580",2580,20140117,"WellR04-C09H2B_day8",0,104,139,6.700439718,0,"SKMEL5","PLX4720",8
"2581",2581,20140117,"WellR04-C09H2B_day9",5.6297,98,139,6.614709844,-0.085729874,"SKMEL5","PLX4720",8
"2582",2582,20140117,"WellR04-C09H2B_day10",25.8436,91,139,6.50779464,-0.192645078,"SKMEL5","PLX4720",8
"2583",2583,20140117,"WellR04-C09H2B_day11",29.2019,77,139,6.266786541,-0.433653177,"SKMEL5","PLX4720",8
"2584",2584,20140117,"WellR04-C09H2B_day12",49.7989,86,139,6.426264755,-0.274174963,"SKMEL5","PLX4720",8
"2585",2585,20140117,"WellR04-C09H2B_day13",58.5055,86,139,6.426264755,-0.274174963,"SKMEL5","PLX4720",8
"2586",2586,20140117,"WellR04-C09H2B_day14",71.1322,93,139,6.539158811,-0.161280907,"SKMEL5","PLX4720",8
"2587",2587,20140117,"WellR04-C09H2B_day15",96.4291,91,139,6.50779464,-0.192645078,"SKMEL5","PLX4720",8
"2598",2598,20140117,"WellR04-C09H2B_day8",0,56,140,5.807354922,0,"SKMEL5","PLX4720",8
"2599",2599,20140117,"WellR04-C09H2B_day9",5.6297,54,140,5.754887502,-0.05246742,"SKMEL5","PLX4720",8
"2600",2600,20140117,"WellR04-C09H2B_day10",25.8436,57,140,5.832890014,0.025535092,"SKMEL5","PLX4720",8
"2601",2601,20140117,"WellR04-C09H2B_day11",29.2019,55,140,5.781359714,-0.025995209,"SKMEL5","PLX4720",8
"2602",2602,20140117,"WellR04-C09H2B_day12",49.7989,72,140,6.169925001,0.362570079,"SKMEL5","PLX4720",8
"2603",2603,20140117,"WellR04-C09H2B_day13",58.5055,70,140,6.129283017,0.321928095,"SKMEL5","PLX4720",8
"2604",2604,20140117,"WellR04-C09H2B_day14",71.1322,72,140,6.169925001,0.362570079,"SKMEL5","PLX4720",8
"2605",2605,20140117,"WellR04-C09H2B_day15",96.4291,71,140,6.14974712,0.342392197,"SKMEL5","PLX4720",8
"2616",2616,20140117,"WellR04-C10H2B_day8",0,262,141,8.033423002,0,"SKMEL5","PLX4720",8
"2617",2617,20140117,"WellR04-C10H2B_day9",5.6297,250,141,7.965784285,-0.067638717,"SKMEL5","PLX4720",8
"2618",2618,20140117,"WellR04-C10H2B_day10",25.8436,308,141,8.266786541,0.233363539,"SKMEL5","PLX4720",8
"2619",2619,20140117,"WellR04-C10H2B_day11",29.2019,314,141,8.294620749,0.261197747,"SKMEL5","PLX4720",8
"2620",2620,20140117,"WellR04-C10H2B_day12",49.7989,318,141,8.312882955,0.279459954,"SKMEL5","PLX4720",8
"2621",2621,20140117,"WellR04-C10H2B_day13",58.5055,321,141,8.326429487,0.293006486,"SKMEL5","PLX4720",8
"2622",2622,20140117,"WellR04-C10H2B_day14",71.1322,327,141,8.353146825,0.319723824,"SKMEL5","PLX4720",8
"2623",2623,20140117,"WellR04-C10H2B_day15",96.4291,353,141,8.463524373,0.430101372,"SKMEL5","PLX4720",8
"2634",2634,20140117,"WellR04-C10H2B_day8",0,75,142,6.22881869,0,"SKMEL5","PLX4720",8
"2635",2635,20140117,"WellR04-C10H2B_day9",5.6297,76,142,6.247927513,0.019108823,"SKMEL5","PLX4720",8
"2636",2636,20140117,"WellR04-C10H2B_day10",25.8436,67,142,6.06608919,-0.1627295,"SKMEL5","PLX4720",8
"2637",2637,20140117,"WellR04-C10H2B_day11",29.2019,33,142,5.044394119,-1.184424571,"SKMEL5","PLX4720",8
"2638",2638,20140117,"WellR04-C10H2B_day12",49.7989,30,142,4.906890596,-1.321928095,"SKMEL5","PLX4720",8
"2639",2639,20140117,"WellR04-C10H2B_day13",58.5055,28,142,4.807354922,-1.421463768,"SKMEL5","PLX4720",8
"2640",2640,20140117,"WellR04-C10H2B_day14",71.1322,18,142,4.169925001,-2.058893689,"SKMEL5","PLX4720",8
"2641",2641,20140117,"WellR04-C10H2B_day15",96.4291,11,142,3.459431619,-2.769387072,"SKMEL5","PLX4720",8
"2652",2652,20140117,"WellR04-C10H2B_day8",0,494,143,8.948367232,0,"SKMEL5","PLX4720",8
"2653",2653,20140117,"WellR04-C10H2B_day9",5.6297,501,143,8.968666793,0.020299562,"SKMEL5","PLX4720",8
"2654",2654,20140117,"WellR04-C10H2B_day10",25.8436,660,143,9.366322214,0.417954983,"SKMEL5","PLX4720",8
"2655",2655,20140117,"WellR04-C10H2B_day11",29.2019,685,143,9.419960178,0.471592946,"SKMEL5","PLX4720",8
"2656",2656,20140117,"WellR04-C10H2B_day12",49.7989,807,143,9.656424863,0.708057632,"SKMEL5","PLX4720",8
"2657",2657,20140117,"WellR04-C10H2B_day13",58.5055,860,143,9.74819285,0.799825618,"SKMEL5","PLX4720",8
"2658",2658,20140117,"WellR04-C10H2B_day14",71.1322,905,143,9.821773982,0.87340675,"SKMEL5","PLX4720",8
"2659",2659,20140117,"WellR04-C10H2B_day15",96.4291,1068,143,10.06069593,1.1123287,"SKMEL5","PLX4720",8
"2670",2670,20140117,"WellR04-C10H2B_day8",0,18,144,4.169925001,0,"SKMEL5","PLX4720",8
"2671",2671,20140117,"WellR04-C10H2B_day9",5.6297,21,144,4.392317423,0.222392421,"SKMEL5","PLX4720",8
"2672",2672,20140117,"WellR04-C10H2B_day10",25.8436,22,144,4.459431619,0.289506617,"SKMEL5","PLX4720",8
"2673",2673,20140117,"WellR04-C10H2B_day11",29.2019,32,144,5,0.830074999,"SKMEL5","PLX4720",8
"2674",2674,20140117,"WellR04-C10H2B_day12",49.7989,32,144,5,0.830074999,"SKMEL5","PLX4720",8
"2675",2675,20140117,"WellR04-C10H2B_day13",58.5055,35,144,5.129283017,0.959358016,"SKMEL5","PLX4720",8
"2676",2676,20140117,"WellR04-C10H2B_day14",71.1322,37,144,5.209453366,1.039528364,"SKMEL5","PLX4720",8
"2677",2677,20140117,"WellR04-C10H2B_day15",96.4291,37,144,5.209453366,1.039528364,"SKMEL5","PLX4720",8
"2688",2688,20140117,"WellR04-C10H2B_day8",0,47,145,5.554588852,0,"SKMEL5","PLX4720",8
"2689",2689,20140117,"WellR04-C10H2B_day9",5.6297,50,145,5.64385619,0.089267338,"SKMEL5","PLX4720",8
"2690",2690,20140117,"WellR04-C10H2B_day10",25.8436,55,145,5.781359714,0.226770862,"SKMEL5","PLX4720",8
"2691",2691,20140117,"WellR04-C10H2B_day11",29.2019,51,145,5.672425342,0.11783649,"SKMEL5","PLX4720",8
"2692",2692,20140117,"WellR04-C10H2B_day12",49.7989,52,145,5.700439718,0.145850866,"SKMEL5","PLX4720",8
"2693",2693,20140117,"WellR04-C10H2B_day13",58.5055,56,145,5.807354922,0.25276607,"SKMEL5","PLX4720",8
"2694",2694,20140117,"WellR04-C10H2B_day14",71.1322,60,145,5.906890596,0.352301744,"SKMEL5","PLX4720",8
"2695",2695,20140117,"WellR04-C10H2B_day15",96.4291,58,145,5.857980995,0.303392143,"SKMEL5","PLX4720",8
"2706",2706,20140117,"WellR04-C11H2B_day8",0,137,146,7.098032083,0,"SKMEL5","PLX4720",8
"2707",2707,20140117,"WellR04-C11H2B_day9",5.6297,129,146,7.011227255,-0.086804828,"SKMEL5","PLX4720",8
"2708",2708,20140117,"WellR04-C11H2B_day10",25.8436,172,146,7.426264755,0.328232672,"SKMEL5","PLX4720",8
"2709",2709,20140117,"WellR04-C11H2B_day11",29.2019,168,146,7.392317423,0.29428534,"SKMEL5","PLX4720",8
"2710",2710,20140117,"WellR04-C11H2B_day12",49.7989,189,146,7.562242424,0.464210341,"SKMEL5","PLX4720",8
"2711",2711,20140117,"WellR04-C11H2B_day13",58.5055,207,146,7.693486957,0.595454875,"SKMEL5","PLX4720",8
"2712",2712,20140117,"WellR04-C11H2B_day14",71.1322,245,146,7.936637939,0.838605856,"SKMEL5","PLX4720",8
"2713",2713,20140117,"WellR04-C11H2B_day15",96.4291,259,146,8.016808288,0.918776205,"SKMEL5","PLX4720",8
"2724",2724,20140117,"WellR04-C11H2B_day8",0,125,147,6.965784285,0,"SKMEL5","PLX4720",8
"2725",2725,20140117,"WellR04-C11H2B_day9",5.6297,116,147,6.857980995,-0.10780329,"SKMEL5","PLX4720",8
"2726",2726,20140117,"WellR04-C11H2B_day10",25.8436,118,147,6.882643049,-0.083141235,"SKMEL5","PLX4720",8
"2727",2727,20140117,"WellR04-C11H2B_day11",29.2019,113,147,6.820178962,-0.145605322,"SKMEL5","PLX4720",8
"2728",2728,20140117,"WellR04-C11H2B_day12",49.7989,125,147,6.965784285,0,"SKMEL5","PLX4720",8
"2729",2729,20140117,"WellR04-C11H2B_day13",58.5055,125,147,6.965784285,0,"SKMEL5","PLX4720",8
"2730",2730,20140117,"WellR04-C11H2B_day14",71.1322,119,147,6.894817763,-0.070966521,"SKMEL5","PLX4720",8
"2731",2731,20140117,"WellR04-C11H2B_day15",96.4291,126,147,6.977279923,0.011495639,"SKMEL5","PLX4720",8
"2742",2742,20140117,"WellR04-C11H2B_day8",0,136,148,7.087462841,0,"SKMEL5","PLX4720",8
"2743",2743,20140117,"WellR04-C11H2B_day9",5.6297,127,148,6.988684687,-0.098778154,"SKMEL5","PLX4720",8
"2744",2744,20140117,"WellR04-C11H2B_day10",25.8436,163,148,7.348728154,0.261265313,"SKMEL5","PLX4720",8
"2745",2745,20140117,"WellR04-C11H2B_day11",29.2019,160,148,7.321928095,0.234465254,"SKMEL5","PLX4720",8
"2746",2746,20140117,"WellR04-C11H2B_day12",49.7989,203,148,7.665335917,0.577873076,"SKMEL5","PLX4720",8
"2747",2747,20140117,"WellR04-C11H2B_day13",58.5055,234,148,7.87036472,0.782901878,"SKMEL5","PLX4720",8
"2748",2748,20140117,"WellR04-C11H2B_day14",71.1322,223,148,7.8008999,0.713437059,"SKMEL5","PLX4720",8
"2749",2749,20140117,"WellR04-C11H2B_day15",96.4291,286,148,8.159871337,1.072408496,"SKMEL5","PLX4720",8
"2760",2760,20140117,"WellR04-C11H2B_day8",0,52,149,5.700439718,0,"SKMEL5","PLX4720",8
"2761",2761,20140117,"WellR04-C11H2B_day9",5.6297,41,149,5.357552005,-0.342887714,"SKMEL5","PLX4720",8
"2762",2762,20140117,"WellR04-C11H2B_day10",25.8436,26,149,4.700439718,-1,"SKMEL5","PLX4720",8
"2771",2771,20140117,"WellR05-C02H2B_day8",0,304,150,8.247927513,0,"SKMEL5","PLX4720",8
"2772",2772,20140117,"WellR05-C02H2B_day9",5.6297,325,150,8.344295908,0.096368394,"SKMEL5","PLX4720",8
"2773",2773,20140117,"WellR05-C02H2B_day10",25.8436,374,150,8.54689446,0.298966946,"SKMEL5","PLX4720",8
"2774",2774,20140117,"WellR05-C02H2B_day11",29.2019,398,150,8.636624621,0.388697107,"SKMEL5","PLX4720",8
"2775",2775,20140117,"WellR05-C02H2B_day12",49.7989,441,150,8.784634846,0.536707332,"SKMEL5","PLX4720",8
"2776",2776,20140117,"WellR05-C02H2B_day13",58.5055,480,150,8.906890596,0.658963082,"SKMEL5","PLX4720",8
"2777",2777,20140117,"WellR05-C02H2B_day14",71.1322,542,150,9.082149041,0.834221528,"SKMEL5","PLX4720",8
"2778",2778,20140117,"WellR05-C02H2B_day15",96.4291,569,150,9.152284842,0.904357329,"SKMEL5","PLX4720",8
"2789",2789,20140117,"WellR05-C03H2B_day8",0,34,151,5.087462841,0,"SKMEL5","PLX4720",8
"2790",2790,20140117,"WellR05-C03H2B_day9",5.6297,32,151,5,-0.087462841,"SKMEL5","PLX4720",8
"2791",2791,20140117,"WellR05-C03H2B_day10",25.8436,33,151,5.044394119,-0.043068722,"SKMEL5","PLX4720",8
"2792",2792,20140117,"WellR05-C03H2B_day11",29.2019,34,151,5.087462841,0,"SKMEL5","PLX4720",8
"2793",2793,20140117,"WellR05-C03H2B_day12",49.7989,32,151,5,-0.087462841,"SKMEL5","PLX4720",8
"2794",2794,20140117,"WellR05-C03H2B_day13",58.5055,31,151,4.95419631,-0.133266531,"SKMEL5","PLX4720",8
"2795",2795,20140117,"WellR05-C03H2B_day14",71.1322,26,151,4.700439718,-0.387023123,"SKMEL5","PLX4720",8
"2796",2796,20140117,"WellR05-C03H2B_day15",96.4291,18,151,4.169925001,-0.91753784,"SKMEL5","PLX4720",8
"2807",2807,20140117,"WellR05-C03H2B_day8",0,69,152,6.108524457,0,"SKMEL5","PLX4720",8
"2808",2808,20140117,"WellR05-C03H2B_day9",5.6297,79,152,6.303780748,0.195256291,"SKMEL5","PLX4720",8
"2809",2809,20140117,"WellR05-C03H2B_day10",25.8436,75,152,6.22881869,0.120294234,"SKMEL5","PLX4720",8
"2810",2810,20140117,"WellR05-C03H2B_day11",29.2019,70,152,6.129283017,0.02075856,"SKMEL5","PLX4720",8
"2811",2811,20140117,"WellR05-C03H2B_day12",49.7989,84,152,6.392317423,0.283792966,"SKMEL5","PLX4720",8
"2812",2812,20140117,"WellR05-C03H2B_day13",58.5055,82,152,6.357552005,0.249027548,"SKMEL5","PLX4720",8
"2813",2813,20140117,"WellR05-C03H2B_day14",71.1322,81,152,6.339850003,0.231325546,"SKMEL5","PLX4720",8
"2814",2814,20140117,"WellR05-C03H2B_day15",96.4291,87,152,6.442943496,0.334419039,"SKMEL5","PLX4720",8
"2825",2825,20140117,"WellR05-C03H2B_day8",0,174,153,7.442943496,0,"SKMEL5","PLX4720",8
"2826",2826,20140117,"WellR05-C03H2B_day9",5.6297,192,153,7.584962501,0.142019005,"SKMEL5","PLX4720",8
"2827",2827,20140117,"WellR05-C03H2B_day10",25.8436,290,153,8.17990909,0.736965594,"SKMEL5","PLX4720",8
"2828",2828,20140117,"WellR05-C03H2B_day11",29.2019,287,153,8.164906927,0.721963431,"SKMEL5","PLX4720",8
"2829",2829,20140117,"WellR05-C03H2B_day12",49.7989,381,153,8.573647187,1.130703692,"SKMEL5","PLX4720",8
"2830",2830,20140117,"WellR05-C03H2B_day13",58.5055,421,153,8.717676423,1.274732927,"SKMEL5","PLX4720",8
"2831",2831,20140117,"WellR05-C03H2B_day14",71.1322,477,153,8.897845456,1.45490196,"SKMEL5","PLX4720",8
"2832",2832,20140117,"WellR05-C03H2B_day15",96.4291,546,153,9.092757141,1.649813645,"SKMEL5","PLX4720",8
"2843",2843,20140117,"WellR05-C04H2B_day8",0,114,155,6.832890014,0,"SKMEL5","PLX4720",8
"2844",2844,20140117,"WellR05-C04H2B_day9",5.6297,116,155,6.857980995,0.025090981,"SKMEL5","PLX4720",8
"2845",2845,20140117,"WellR05-C04H2B_day10",25.8436,108,155,6.754887502,-0.078002512,"SKMEL5","PLX4720",8
"2846",2846,20140117,"WellR05-C04H2B_day11",29.2019,103,155,6.686500527,-0.146389487,"SKMEL5","PLX4720",8
"2847",2847,20140117,"WellR05-C04H2B_day12",49.7989,94,155,6.554588852,-0.278301162,"SKMEL5","PLX4720",8
"2848",2848,20140117,"WellR05-C04H2B_day13",58.5055,79,155,6.303780748,-0.529109266,"SKMEL5","PLX4720",8
"2849",2849,20140117,"WellR05-C04H2B_day14",71.1322,68,155,6.087462841,-0.745427173,"SKMEL5","PLX4720",8
"2850",2850,20140117,"WellR05-C04H2B_day15",96.4291,40,155,5.321928095,-1.510961919,"SKMEL5","PLX4720",8
"2861",2861,20140117,"WellR05-C04H2B_day8",0,31,156,4.95419631,0,"SKMEL5","PLX4720",8
"2862",2862,20140117,"WellR05-C04H2B_day9",5.6297,29,156,4.857980995,-0.096215315,"SKMEL5","PLX4720",8
"2863",2863,20140117,"WellR05-C04H2B_day10",25.8436,41,156,5.357552005,0.403355694,"SKMEL5","PLX4720",8
"2864",2864,20140117,"WellR05-C04H2B_day11",29.2019,37,156,5.209453366,0.255257055,"SKMEL5","PLX4720",8
"2865",2865,20140117,"WellR05-C04H2B_day12",49.7989,45,156,5.491853096,0.537656786,"SKMEL5","PLX4720",8
"2866",2866,20140117,"WellR05-C04H2B_day13",58.5055,48,156,5.584962501,0.63076619,"SKMEL5","PLX4720",8
"2867",2867,20140117,"WellR05-C04H2B_day14",71.1322,46,156,5.523561956,0.569365646,"SKMEL5","PLX4720",8
"2868",2868,20140117,"WellR05-C04H2B_day15",96.4291,51,156,5.672425342,0.718229032,"SKMEL5","PLX4720",8
"2879",2879,20140117,"WellR05-C04H2B_day8",0,31,157,4.95419631,0,"SKMEL5","PLX4720",8
"2880",2880,20140117,"WellR05-C04H2B_day9",5.6297,21,157,4.392317423,-0.561878888,"SKMEL5","PLX4720",8
"2881",2881,20140117,"WellR05-C04H2B_day10",25.8436,23,157,4.523561956,-0.430634354,"SKMEL5","PLX4720",8
"2882",2882,20140117,"WellR05-C04H2B_day11",29.2019,7,157,2.807354922,-2.146841388,"SKMEL5","PLX4720",8
"2891",2891,20140117,"WellR05-C05H2B_day8",0,174,158,7.442943496,0,"SKMEL5","PLX4720",8
"2892",2892,20140117,"WellR05-C05H2B_day9",5.6297,155,158,7.276124405,-0.166819091,"SKMEL5","PLX4720",8
"2893",2893,20140117,"WellR05-C05H2B_day10",25.8436,175,158,7.451211112,0.008267616,"SKMEL5","PLX4720",8
"2894",2894,20140117,"WellR05-C05H2B_day11",29.2019,188,158,7.554588852,0.111645356,"SKMEL5","PLX4720",8
"2895",2895,20140117,"WellR05-C05H2B_day12",49.7989,198,158,7.62935662,0.186413124,"SKMEL5","PLX4720",8
"2896",2896,20140117,"WellR05-C05H2B_day13",58.5055,193,158,7.592457037,0.149513541,"SKMEL5","PLX4720",8
"2897",2897,20140117,"WellR05-C05H2B_day14",71.1322,200,158,7.64385619,0.200912694,"SKMEL5","PLX4720",8
"2898",2898,20140117,"WellR05-C05H2B_day15",96.4291,252,158,7.977279923,0.534336428,"SKMEL5","PLX4720",8
"2909",2909,20140117,"WellR05-C05H2B_day8",0,51,159,5.672425342,0,"SKMEL5","PLX4720",8
"2910",2910,20140117,"WellR05-C05H2B_day9",5.6297,61,159,5.930737338,0.258311996,"SKMEL5","PLX4720",8
"2911",2911,20140117,"WellR05-C05H2B_day10",25.8436,64,159,6,0.327574658,"SKMEL5","PLX4720",8
"2912",2912,20140117,"WellR05-C05H2B_day11",29.2019,57,159,5.832890014,0.160464672,"SKMEL5","PLX4720",8
"2913",2913,20140117,"WellR05-C05H2B_day12",49.7989,56,159,5.807354922,0.13492958,"SKMEL5","PLX4720",8
"2914",2914,20140117,"WellR05-C05H2B_day13",58.5055,55,159,5.781359714,0.108934372,"SKMEL5","PLX4720",8
"2915",2915,20140117,"WellR05-C05H2B_day14",71.1322,57,159,5.832890014,0.160464672,"SKMEL5","PLX4720",8
"2916",2916,20140117,"WellR05-C05H2B_day15",96.4291,61,159,5.930737338,0.258311996,"SKMEL5","PLX4720",8
"2927",2927,20140117,"WellR05-C06H2B_day8",0,13,160,3.700439718,0,"SKMEL5","PLX4720",8
"2928",2928,20140117,"WellR05-C06H2B_day9",5.6297,9,160,3.169925001,-0.530514717,"SKMEL5","PLX4720",8
"2929",2929,20140117,"WellR05-C06H2B_day10",25.8436,8,160,3,-0.700439718,"SKMEL5","PLX4720",8
"2938",2938,20140117,"WellR05-C06H2B_day8",0,65,161,6.022367813,0,"SKMEL5","PLX4720",8
"2939",2939,20140117,"WellR05-C06H2B_day9",5.6297,70,161,6.129283017,0.106915204,"SKMEL5","PLX4720",8
"2940",2940,20140117,"WellR05-C06H2B_day10",25.8436,72,161,6.169925001,0.147557188,"SKMEL5","PLX4720",8
"2941",2941,20140117,"WellR05-C06H2B_day11",29.2019,33,161,5.044394119,-0.977973694,"SKMEL5","PLX4720",8
"2942",2942,20140117,"WellR05-C06H2B_day12",49.7989,24,161,4.584962501,-1.437405312,"SKMEL5","PLX4720",8
"2943",2943,20140117,"WellR05-C06H2B_day13",58.5055,31,161,4.95419631,-1.068171503,"SKMEL5","PLX4720",8
"2944",2944,20140117,"WellR05-C06H2B_day14",71.1322,27,161,4.754887502,-1.267480311,"SKMEL5","PLX4720",8
"2945",2945,20140117,"WellR05-C06H2B_day15",96.4291,36,161,5.169925001,-0.852442812,"SKMEL5","PLX4720",8
"2956",2956,20140117,"WellR05-C06H2B_day8",0,33,162,5.044394119,0,"SKMEL5","PLX4720",8
"2957",2957,20140117,"WellR05-C06H2B_day9",5.6297,35,162,5.129283017,0.084888898,"SKMEL5","PLX4720",8
"2958",2958,20140117,"WellR05-C06H2B_day10",25.8436,27,162,4.754887502,-0.289506617,"SKMEL5","PLX4720",8
"2959",2959,20140117,"WellR05-C06H2B_day11",29.2019,30,162,4.906890596,-0.137503524,"SKMEL5","PLX4720",8
"2960",2960,20140117,"WellR05-C06H2B_day12",49.7989,27,162,4.754887502,-0.289506617,"SKMEL5","PLX4720",8
"2961",2961,20140117,"WellR05-C06H2B_day13",58.5055,31,162,4.95419631,-0.090197809,"SKMEL5","PLX4720",8
"2962",2962,20140117,"WellR05-C06H2B_day14",71.1322,21,162,4.392317423,-0.652076697,"SKMEL5","PLX4720",8
"2963",2963,20140117,"WellR05-C06H2B_day15",96.4291,18,162,4.169925001,-0.874469118,"SKMEL5","PLX4720",8
"2974",2974,20140117,"WellR05-C07H2B_day8",0,46,163,5.523561956,0,"SKMEL5","PLX4720",8
"2975",2975,20140117,"WellR05-C07H2B_day9",5.6297,42,163,5.392317423,-0.131244533,"SKMEL5","PLX4720",8
"2976",2976,20140117,"WellR05-C07H2B_day10",25.8436,62,163,5.95419631,0.430634354,"SKMEL5","PLX4720",8
"2977",2977,20140117,"WellR05-C07H2B_day11",29.2019,55,163,5.781359714,0.257797757,"SKMEL5","PLX4720",8
"2978",2978,20140117,"WellR05-C07H2B_day12",49.7989,67,163,6.06608919,0.542527234,"SKMEL5","PLX4720",8
"2979",2979,20140117,"WellR05-C07H2B_day13",58.5055,75,163,6.22881869,0.705256734,"SKMEL5","PLX4720",8
"2980",2980,20140117,"WellR05-C07H2B_day14",71.1322,62,163,5.95419631,0.430634354,"SKMEL5","PLX4720",8
"2981",2981,20140117,"WellR05-C07H2B_day15",96.4291,65,163,6.022367813,0.498805857,"SKMEL5","PLX4720",8
"2992",2992,20140117,"WellR05-C07H2B_day8",0,103,164,6.686500527,0,"SKMEL5","PLX4720",8
"2993",2993,20140117,"WellR05-C07H2B_day9",5.6297,107,164,6.741466986,0.054966459,"SKMEL5","PLX4720",8
"2994",2994,20140117,"WellR05-C07H2B_day10",25.8436,137,164,7.098032083,0.411531556,"SKMEL5","PLX4720",8
"2995",2995,20140117,"WellR05-C07H2B_day11",29.2019,135,164,7.076815597,0.39031507,"SKMEL5","PLX4720",8
"2996",2996,20140117,"WellR05-C07H2B_day12",49.7989,154,164,7.266786541,0.580286014,"SKMEL5","PLX4720",8
"2997",2997,20140117,"WellR05-C07H2B_day13",58.5055,177,164,7.46760555,0.781105023,"SKMEL5","PLX4720",8
"2998",2998,20140117,"WellR05-C07H2B_day14",71.1322,184,164,7.523561956,0.837061429,"SKMEL5","PLX4720",8
"2999",2999,20140117,"WellR05-C07H2B_day15",96.4291,202,164,7.658211483,0.971710956,"SKMEL5","PLX4720",8
"3010",3010,20140117,"WellR05-C07H2B_day8",0,127,165,6.988684687,0,"SKMEL5","PLX4720",8
"3011",3011,20140117,"WellR05-C07H2B_day9",5.6297,120,165,6.906890596,-0.081794091,"SKMEL5","PLX4720",8
"3012",3012,20140117,"WellR05-C07H2B_day10",25.8436,145,165,7.17990909,0.191224403,"SKMEL5","PLX4720",8
"3013",3013,20140117,"WellR05-C07H2B_day11",29.2019,124,165,6.95419631,-0.034488376,"SKMEL5","PLX4720",8
"3014",3014,20140117,"WellR05-C07H2B_day12",49.7989,124,165,6.95419631,-0.034488376,"SKMEL5","PLX4720",8
"3015",3015,20140117,"WellR05-C07H2B_day13",58.5055,127,165,6.988684687,0,"SKMEL5","PLX4720",8
"3016",3016,20140117,"WellR05-C07H2B_day14",71.1322,118,165,6.882643049,-0.106041637,"SKMEL5","PLX4720",8
"3017",3017,20140117,"WellR05-C07H2B_day15",96.4291,135,165,7.076815597,0.08813091,"SKMEL5","PLX4720",8
"3028",3028,20140117,"WellR05-C07H2B_day8",0,40,166,5.321928095,0,"SKMEL5","PLX4720",8
"3029",3029,20140117,"WellR05-C07H2B_day9",5.6297,39,166,5.285402219,-0.036525876,"SKMEL5","PLX4720",8
"3030",3030,20140117,"WellR05-C07H2B_day10",25.8436,35,166,5.129283017,-0.192645078,"SKMEL5","PLX4720",8
"3031",3031,20140117,"WellR05-C07H2B_day11",29.2019,33,166,5.044394119,-0.277533976,"SKMEL5","PLX4720",8
"3032",3032,20140117,"WellR05-C07H2B_day12",49.7989,34,166,5.087462841,-0.234465254,"SKMEL5","PLX4720",8
"3033",3033,20140117,"WellR05-C07H2B_day13",58.5055,30,166,4.906890596,-0.415037499,"SKMEL5","PLX4720",8
"3034",3034,20140117,"WellR05-C07H2B_day14",71.1322,31,166,4.95419631,-0.367731785,"SKMEL5","PLX4720",8
"3035",3035,20140117,"WellR05-C07H2B_day15",96.4291,25,166,4.64385619,-0.678071905,"SKMEL5","PLX4720",8
"3046",3046,20140117,"WellR05-C07H2B_day8",0,37,167,5.209453366,0,"SKMEL5","PLX4720",8
"3047",3047,20140117,"WellR05-C07H2B_day9",5.6297,35,167,5.129283017,-0.080170349,"SKMEL5","PLX4720",8
