column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.name,expt.id
5,B,269,0,B05,0,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,519,17.5147,B05,0.9481283658,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,612,24.4492,B05,1.1859254801,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,803,38.8892,B05,1.577793815,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,788,49.1056,B05,1.5505894569,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,768,62.6897,B05,1.5135001382,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,713,71.8858,B05,1.4062959039,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,720,89.4444,B05,1.4203907338,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,644,97.0619,B05,1.2594545156,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,528,112.0525,B05,0.9729317568,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,462,120.315,B05,0.7802866789,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,393,135.9161,B05,0.5469231397,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,B,259,145.1203,B05,-0.0546540749,DASATINIB,0.00000025,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,275,0,B06,0,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,516,17.5147,B06,0.907939447,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,621,24.4492,B06,1.1751616498,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,794,38.8892,B06,1.5297073887,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,765,49.1056,B06,1.4760281292,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,751,62.6897,B06,1.4493812891,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,753,71.8858,B06,1.4532182463,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,784,89.4444,B06,1.5114220357,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,797,97.0619,B06,1.5351481056,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,595,112.0525,B06,1.1134580498,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,519,120.315,B06,0.9163029199,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,439,135.9161,B06,0.6747893211,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,B,445,145.1203,B06,0.6943737174,DASATINIB,0.000000125,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,265,0,B07,0,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,499,17.5147,B07,0.9130474559,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,578,24.4492,B07,1.1250771331,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,765,38.8892,B07,1.5294673881,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,781,49.1056,B07,1.5593301887,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,769,62.6897,B07,1.5369912385,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,778,71.8858,B07,1.5537777955,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,762,89.4444,B07,1.523798638,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,748,97.0619,B07,1.4970459104,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,654,112.0525,B07,1.303298276,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,553,120.315,B07,1.0612871208,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,584,135.9161,B07,1.1399760094,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,B,483,145.1203,B07,0.8660308294,DASATINIB,6.25E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,240,0,B08,0,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,437,17.5147,B08,0.8645988739,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,515,24.4492,B08,1.1015380265,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,683,38.8892,B08,1.5088511727,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,672,49.1056,B08,1.4854268272,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,674,62.6897,B08,1.4897141856,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,682,71.8858,B08,1.5067373334,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,741,89.4444,B08,1.6264391367,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,737,97.0619,B08,1.6186302135,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,661,112.0525,B08,1.4616158659,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,595,120.315,B08,1.3098552626,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,592,135.9161,B08,1.30256277,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,B,555,145.1203,B08,1.2094533656,DASATINIB,3.125E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,292,0,B09,0,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,558,17.5147,B09,0.9342967529,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,626,24.4492,B09,1.1001942881,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,838,38.8892,B09,1.5209818748,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,854,49.1056,B09,1.5482677007,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,857,62.6897,B09,1.5533268352,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,880,71.8858,B09,1.5915351546,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1110,89.4444,B09,1.9265194024,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1097,97.0619,B09,1.9095232515,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1201,112.0525,B09,2.0401958768,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1127,120.315,B09,1.9484472413,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1191,135.9161,B09,2.028133139,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,B,1109,145.1203,B09,1.9252190913,DASATINIB,1.5625E-08,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,332,0,B10,0,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,599,17.5147,B10,0.8513727614,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,724,24.4492,B10,1.1248064557,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,944,38.8892,B10,1.507603618,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,903,49.1056,B10,1.4435427461,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,953,62.6897,B10,1.5212929726,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1032,71.8858,B10,1.6361878241,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1333,89.4444,B10,2.0054216337,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1392,97.0619,B10,2.0679040645,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1541,112.0525,B10,2.2146117152,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1558,120.315,B10,2.2304400867,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1582,135.9161,B10,2.2524944531,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,B,1599,145.1203,B10,2.2679147921,DASATINIB,7.8125E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,262,0,B11,0,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,492,17.5147,B11,0.9090915038,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,593,24.4492,B11,1.178465293,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,747,38.8892,B11,1.5115414313,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,761,49.1056,B11,1.538329642,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,866,62.6897,B11,1.7248002132,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,920,71.8858,B11,1.8120670494,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1276,89.4444,B11,2.2839896122,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1293,97.0619,B11,2.3030835583,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1491,112.0525,B11,2.5086415407,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1554,120.315,B11,2.5683477869,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1685,135.9161,B11,2.6851098745,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,B,1836,145.1203,B11,2.8089273419,DASATINIB,3.90625E-09,M,OSIMERTINIB,0,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,236,0,C02,0,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,467,17.5147,C02,0.9846356903,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,546,24.4492,C02,1.2101140916,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,832,38.8892,C02,1.8177966688,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,899,49.1056,C02,1.9295342562,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,994,62.6897,C02,2.0744589922,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,978,71.8858,C02,2.0510476056,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,1038,89.4444,C02,2.136947679,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,981,97.0619,C02,2.0554662769,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,891,112.0525,C02,1.9166385722,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,925,120.315,C02,1.970666506,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,883,135.9161,C02,1.9036265783,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,C,1011,145.1203,C02,2.0989242325,DASATINIB,0,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,316,0,C03,0,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,580,17.5147,C03,0.8761283418,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,758,24.4492,C03,1.26227329,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,1037,38.8892,C03,1.7144194306,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,1068,49.1056,C03,1.7569151835,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,1011,62.6897,C03,1.6777865337,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,903,71.8858,C03,1.5148014293,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,986,89.4444,C03,1.6416630882,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,854,97.0619,C03,1.4343115114,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,730,112.0525,C03,1.2079719056,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,653,120.315,C03,1.0471584334,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,585,135.9161,C03,0.8885120663,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,C,449,145.1203,C03,0.5067908866,DASATINIB,0.000001,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,323,0,C04,0,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,618,17.5147,C04,0.9360726732,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,734,24.4492,C04,1.1842458981,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,1040,38.8892,C04,1.6869774583,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,1037,49.1056,C04,1.6828098241,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,947,62.6897,C04,1.5518302608,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,875,71.8858,C04,1.437748852,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,718,89.4444,C04,1.1524496791,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,864,97.0619,C04,1.4194971475,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,641,112.0525,C04,0.9887901919,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,461,120.315,C04,0.5132325857,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,476,135.9161,C04,0.5594274086,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,C,381,145.1203,C04,0.2382568328,DASATINIB,0.0000005,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,C,338,0,C05,0,DASATINIB,0.00000025,M,OSIMERTINIB,0.0000002,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
