column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.name,expt.id
11,D,655,97.0619,D11,1.2364100237,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.0000001,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,D,650,112.0525,D11,1.2253548352,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.0000001,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,D,661,120.315,D11,1.2495653888,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.0000001,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,D,580,135.9161,D11,1.0609680173,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.0000001,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,D,581,145.1203,D11,1.0634532807,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.0000001,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,253,0,E02,0,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,447,17.5147,E02,0.8211374465,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,537,24.4492,E02,1.0857847033,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,875,38.8892,E02,1.790145632,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,989,49.1056,E02,1.9668331361,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1039,62.6897,E02,2.0379863642,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1045,71.8858,E02,2.0462936523,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1046,89.4444,E02,2.0476735616,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1054,97.0619,E02,2.0586655769,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1011,112.0525,E02,1.9985737072,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1013,120.315,E02,2.0014248841,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,999,135.9161,E02,1.9813472931,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,E,1025,145.1203,E02,2.0184146197,DASATINIB,0,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,323,0,E03,0,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,596,17.5147,E03,0.8837781658,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,754,24.4492,E03,1.2230303586,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,1061,38.8892,E03,1.7158185862,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,1048,49.1056,E03,1.6980326468,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,971,62.6897,E03,1.5879371307,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,953,71.8858,E03,1.5609420492,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,780,89.4444,E03,1.2719399591,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,896,97.0619,E03,1.4719645674,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,682,112.0525,E03,1.0782375743,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,660,120.315,E03,1.0309318596,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,561,135.9161,E03,0.7964666059,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,E,422,145.1203,E03,0.385708834,DASATINIB,0.000001,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,437,0,E04,0,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,827,17.5147,E04,0.9202540497,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,990,24.4492,E04,1.1797952455,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,1359,38.8892,E04,1.6368402713,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,1295,49.1056,E04,1.5672469131,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,1165,62.6897,E04,1.41462477,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,1192,71.8858,E04,1.447679051,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,1052,89.4444,E04,1.2674295198,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,921,97.0619,E04,1.0755678766,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,665,112.0525,E04,0.6057210609,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,627,120.315,E04,0.5208321633,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,545,135.9161,E04,0.3186229502,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,E,399,145.1203,E04,-0.1312445333,DASATINIB,0.0000005,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,392,0,E05,0,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,724,17.5147,E05,0.885136043,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,912,24.4492,E05,1.21818017,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,1211,38.8892,E05,1.6272733056,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,1142,49.1056,E05,1.5426370912,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,1052,62.6897,E05,1.4242091452,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,993,71.8858,E05,1.3409400634,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,903,89.4444,E05,1.2038723334,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,884,97.0619,E05,1.1731927153,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,725,112.0525,E05,0.8871273408,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,480,120.315,E05,0.2921807515,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,374,135.9161,E05,-0.0678153842,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
5,E,414,145.1203,E05,0.0787771134,DASATINIB,0.00000025,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,438,0,E06,0,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,813,17.5147,E06,0.8923244825,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,969,24.4492,E06,1.1455657958,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,1267,38.8892,E06,1.5324137495,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,1214,49.1056,E06,1.4707656467,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,1149,62.6897,E06,1.391376023,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,1027,71.8858,E06,1.2294334067,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,1018,89.4444,E06,1.2167347865,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,788,97.0619,E06,0.8472647599,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,517,112.0525,E06,0.2392334107,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,414,120.315,E06,-0.0813001021,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,393,135.9161,E06,-0.1564015573,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
6,E,308,145.1203,E06,-0.5080005189,DASATINIB,0.000000125,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,472,0,E07,0,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,882,17.5147,E07,0.9019917962,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,1082,24.4492,E07,1.1968417345,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,1380,38.8892,E07,1.5478095023,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,1347,49.1056,E07,1.5128910861,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,1224,62.6897,E07,1.3747447933,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,1094,71.8858,E07,1.2127539734,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,921,89.4444,E07,0.9644142967,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,780,97.0619,E07,0.7246872644,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,460,112.0525,E07,-0.0371529984,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,388,120.315,E07,-0.2827302072,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,284,135.9161,E07,-0.7328959299,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
7,E,302,145.1203,E07,-0.64423831,DASATINIB,6.25E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,469,0,E08,0,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,884,17.5147,E08,0.9144584469,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,966,24.4492,E08,1.0424352663,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,1387,38.8892,E08,1.5643079598,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,1315,49.1056,E08,1.4874029717,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,1138,62.6897,E08,1.2788407298,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,1061,71.8858,E08,1.1777648284,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,1056,89.4444,E08,1.1709500068,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,688,97.0619,E08,0.5528206422,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,412,112.0525,E08,-0.1869435853,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,503,120.315,E08,0.1009704773,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,328,135.9161,E08,-0.5158921079,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
8,E,310,145.1203,E08,-0.5973197072,DASATINIB,3.125E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,470,0,E09,0,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,852,17.5147,E09,0.8581926737,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1025,24.4492,E09,1.1248912478,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1286,38.8892,E09,1.4521579808,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1245,49.1056,E09,1.4054130804,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1145,62.6897,E09,1.2846149364,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1068,71.8858,E09,1.1841789851,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,1040,89.4444,E09,1.1458508665,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,824,97.0619,E09,0.8099835806,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,513,112.0525,E09,0.126298069,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,442,120.315,E09,-0.0886143872,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,376,135.9161,E09,-0.3219280949,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
9,E,383,145.1203,E09,-0.2953163646,DASATINIB,1.5625E-08,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,352,0,E10,0,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,647,17.5147,E10,0.8781902834,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,744,24.4492,E10,1.0797271925,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,1018,38.8892,E10,1.5320902274,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,963,49.1056,E10,1.4519603692,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,884,62.6897,E10,1.3284709408,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,936,71.8858,E10,1.4109331009,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,957,89.4444,E10,1.4429434958,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,743,97.0619,E10,1.0777867819,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,622,112.0525,E10,0.8213391515,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,570,120.315,E10,0.6953864904,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,537,135.9161,E10,0.6093466593,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
10,E,483,145.1203,E10,0.4564477602,DASATINIB,7.8125E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,323,0,E11,0,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,623,17.5147,E11,0.9476979983,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,740,24.4492,E11,1.1959911058,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,945,38.8892,E11,1.5487801644,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,923,49.1056,E11,1.514796483,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,924,62.6897,E11,1.5163586867,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,909,71.8858,E11,1.4927461295,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,891,89.4444,E11,1.4638912668,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,808,97.0619,E11,1.3228211281,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,736,112.0525,E11,1.1881716014,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,723,120.315,E11,1.1624614823,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,699,135.9161,E11,1.1137582907,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
11,E,662,145.1203,E11,1.0352970521,DASATINIB,3.90625E-09,M,OSIMERTINIB,0.00000005,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,281,0,F02,0,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,526,17.5147,F02,0.9044926691,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,648,24.4492,F02,1.2054236827,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,954,38.8892,F02,1.7634191358,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1149,49.1056,F02,2.0317367624,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1201,62.6897,F02,2.0955941155,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1234,71.8858,F02,2.1347003589,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1297,89.4444,F02,2.206536444,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1252,97.0619,F02,2.1555925267,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1199,112.0525,F02,2.0931896232,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1230,120.315,F02,2.13001628,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1193,135.9161,F02,2.0859520075,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
2,F,1261,145.1203,F02,2.1659262401,DASATINIB,0,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,258,0,F03,0,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,466,17.5147,F03,0.8529588892,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,580,24.4492,F03,1.1686818346,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,824,38.8892,F03,1.6752732718,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,804,49.1056,F03,1.6398244358,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,766,62.6897,F03,1.5699733265,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,753,71.8858,F03,1.5452787992,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,650,89.4444,F03,1.3330686525,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,694,97.0619,F03,1.4275645972,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,567,112.0525,F03,1.1359776695,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,516,120.315,F03,1,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,442,135.9161,F03,0.776675304,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
3,F,336,145.1203,F03,0.3810901674,DASATINIB,0.000001,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,F,329,0,F04,0,DASATINIB,0.0000005,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,F,642,17.5147,F04,0.9644857134,DASATINIB,0.0000005,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
4,F,824,24.4492,F04,1.3245567534,DASATINIB,0.0000005,M,OSIMERTINIB,0.000000025,M,2017-08-24,PC9c1.1,1,Dasatinib_Osimertinib
