,column,row,cell.count,time,well,nl2,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,expt.date,cell.line,plate.name,expt.id,per_via,per_via_std
884,10,B,217,0.0,B10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,6.25e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.269094174116,0.0
897,11,B,151,0.0,B11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,6.25e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.310236530145,0.0
910,2,C,217,0.0,C02,0.0,DASATINIB,0.0,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.587833229777,0.0
923,3,C,298,0.0,C03,0.0,DASATINIB,1e-06,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.275563947582,0.0
936,4,C,320,0.0,C04,0.0,DASATINIB,5e-07,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.268886341491,0.0
949,5,C,294,0.0,C05,0.0,DASATINIB,2.5e-07,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.261384135761,0.0
962,6,C,281,0.0,C06,0.0,DASATINIB,1.25e-07,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.253322600878,0.0
975,7,C,374,0.0,C07,0.0,DASATINIB,6.25e-08,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.249620149775,0.0
988,8,C,369,0.0,C08,0.0,DASATINIB,3.125e-08,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.263337562292,0.0
1001,9,C,316,0.0,C09,0.0,DASATINIB,1.5625e-08,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.242717916469,0.0
1014,10,C,271,0.0,C10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.271953964274,0.0
1027,11,C,166,0.0,C11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,3.125e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.352291447693,0.0
1040,2,D,176,0.0,D02,0.0,DASATINIB,0.0,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.788300825901,0.0
1053,3,D,265,0.0,D03,0.0,DASATINIB,1e-06,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.279054554508,0.0
1066,4,D,366,0.0,D04,0.0,DASATINIB,5e-07,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.274708190799,0.0
1079,5,D,429,0.0,D05,0.0,DASATINIB,2.5e-07,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.267003305133,0.0
1092,6,D,464,0.0,D06,0.0,DASATINIB,1.25e-07,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.260377684167,0.0
1105,7,D,441,0.0,D07,0.0,DASATINIB,6.25e-08,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.27362504184,0.0
1118,8,D,401,0.0,D08,0.0,DASATINIB,3.125e-08,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.265245216441,0.0
1131,9,D,356,0.0,D09,0.0,DASATINIB,1.5625e-08,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.320655232787,0.0
1144,10,D,354,0.0,D10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.318150858164,0.0
1157,11,D,188,0.0,D11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,1.5625e-09,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.360460219774,0.0
1170,2,E,216,0.0,E02,0.0,DASATINIB,0.0,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.985157781267,0.0
1183,3,E,309,0.0,E03,0.0,DASATINIB,1e-06,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.267554780242,0.0
1196,4,E,295,0.0,E04,0.0,DASATINIB,5e-07,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.281970958027,0.0
1209,5,E,354,0.0,E05,0.0,DASATINIB,2.5e-07,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.290288624601,0.0
1222,6,E,378,0.0,E06,0.0,DASATINIB,1.25e-07,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.288437656425,0.0
1235,7,E,391,0.0,E07,0.0,DASATINIB,6.25e-08,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.304666315565,0.0
1248,8,E,433,0.0,E08,0.0,DASATINIB,3.125e-08,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.312201681332,0.0
1261,9,E,430,0.0,E09,0.0,DASATINIB,1.5625e-08,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.303040380863,0.0
1274,10,E,421,0.0,E10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.373426423814,0.0
1287,11,E,218,0.0,E11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,7.8125e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.425687906025,0.0
1300,2,F,153,0.0,F02,0.0,DASATINIB,0.0,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,1.15360487884,0.0
1313,3,F,227,0.0,F03,0.0,DASATINIB,1e-06,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.29297409201,0.0
1326,4,F,276,0.0,F04,0.0,DASATINIB,5e-07,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.252699941098,0.0
1339,5,F,276,0.0,F05,0.0,DASATINIB,2.5e-07,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.300743120705,0.0
1352,6,F,295,0.0,F06,0.0,DASATINIB,1.25e-07,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.301231198726,0.0
1365,7,F,331,0.0,F07,0.0,DASATINIB,6.25e-08,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.325808155507,0.0
1378,8,F,386,0.0,F08,0.0,DASATINIB,3.125e-08,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.378703971175,0.0
1391,9,F,321,0.0,F09,0.0,DASATINIB,1.5625e-08,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.359487569382,0.0
1404,10,F,297,0.0,F10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.432060998809,0.0
1417,11,F,203,0.0,F11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,3.9063e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.560105211379,0.0
1430,2,G,130,0.0,G02,0.0,DASATINIB,0.0,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,1.18367178009,0.0
1443,3,G,150,0.0,G03,0.0,DASATINIB,1e-06,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.289642255286,0.0
1456,4,G,139,0.0,G04,0.0,DASATINIB,5e-07,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.285732116841,0.0
1469,5,G,197,0.0,G05,0.0,DASATINIB,2.5e-07,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.305649381597,0.0
1482,6,G,227,0.0,G06,0.0,DASATINIB,1.25e-07,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.336753484372,0.0
1495,7,G,198,0.0,G07,0.0,DASATINIB,6.25e-08,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.3665352975,0.0
1508,8,G,177,0.0,G08,0.0,DASATINIB,3.125e-08,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.405116637868,0.0
1521,9,G,185,0.0,G09,0.0,DASATINIB,1.5625e-08,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.45246658247,0.0
1534,10,G,184,0.0,G10,0.0,DASATINIB,7.8125e-09,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.520599331161,0.0
1547,11,G,145,0.0,G11,0.0,DASATINIB,3.90625e-09,M,OSIMERTINIB,1.9531e-10,M,2017-08-24,PC9c1.1,2,Dasatinib_Osimertinib,0.69756110869,0.0
